work_id_a,work_id_b,semantic_similarity_0_1,amount_similarity_0_1,location_distance_metres,same_sector,same_district,review_candidate,candidate_language
W-000052,W-002512,1.0,0.11358024691358025,26136.9732401309,True,False,False,Near-neighbour context only
W-000053,W-001283,1.0,0.37659752776031846,25863.940611094127,True,True,False,Near-neighbour context only
W-000056,W-001286,1.0,0.9379758172861621,26152.392398138905,True,False,False,Near-neighbour context only
W-000061,W-001291,1.0,,20482.317242206846,True,False,False,Near-neighbour context only
W-000069,W-002529,1.0,0.76185536455246,15582.1196068438,True,False,False,Near-neighbour context only
W-000070,W-001300,1.0,1.0,30436.974985170746,True,True,False,Near-neighbour context only
W-000070,W-002530,1.0,0.2911155477913651,15227.002480119483,True,False,False,Near-neighbour context only
W-000072,W-001302,1.0,0.5392528424472117,20420.18671718024,True,True,False,Near-neighbour context only
W-000085,W-001315,1.0,0.8342688745439236,26179.659797246048,True,True,False,Near-neighbour context only
W-000088,W-002548,1.0,0.7627463680947534,40552.52965298324,True,False,False,Near-neighbour context only
W-000088,W-001318,1.0,0.3994904767681669,20397.8307965249,True,True,False,Near-neighbour context only
W-000090,W-001320,1.0,1.0,20517.39575265593,True,True,False,Near-neighbour context only
W-000091,W-001321,1.0,1.0,20635.154504030335,True,False,False,Near-neighbour context only
W-000093,W-001323,1.0,0.12167689161554192,30961.25388708241,True,False,False,Near-neighbour context only
W-000102,W-001332,1.0,0.17431952662721895,31834.82074070796,True,False,False,Near-neighbour context only
W-000103,W-001333,1.0,0.17686385737439222,20563.159059092624,True,True,False,Near-neighbour context only
W-000105,W-001335,1.0,0.8110902255639098,25853.23387759252,True,True,False,Near-neighbour context only
W-000106,W-002566,1.0,0.84742570113018,15429.283685057428,True,False,False,Near-neighbour context only
W-000106,W-001336,1.0,0.7748011720385098,26042.357532677077,True,True,False,Near-neighbour context only
W-000111,W-001341,1.0,1.0,25701.729909338155,True,False,False,Near-neighbour context only
W-000119,W-001349,1.0,0.45444255800792305,19396.422654858325,True,False,False,Near-neighbour context only
W-000120,W-001350,1.0,,20588.87428127288,True,False,False,Near-neighbour context only
W-000120,W-002580,1.0,,41041.459242430516,True,False,False,Near-neighbour context only
W-000121,W-002581,1.0,,26700.17405491843,True,False,False,Near-neighbour context only
W-000121,W-001351,1.0,,20577.043690776252,True,True,False,Near-neighbour context only
W-000122,W-002582,1.0,0.7090649244589629,26348.966490221024,True,False,False,Near-neighbour context only
W-000128,W-001358,1.0,0.8843671802976426,31270.878006217405,True,False,False,Near-neighbour context only
W-000129,W-001359,1.0,0.669562856367092,30455.41761408995,True,False,False,Near-neighbour context only
W-000136,W-001366,1.0,0.16469038208168643,26351.978125461068,True,False,False,Near-neighbour context only
W-000136,W-002596,1.0,0.12551346417161113,14878.573907564432,True,False,False,Near-neighbour context only
W-000137,W-002597,1.0,0.855929323819232,14933.88274040307,True,False,False,Near-neighbour context only
W-000137,W-001367,1.0,0.6931119875263689,25305.419151508777,True,False,False,Near-neighbour context only
W-000138,W-001368,1.0,0.8794751830756713,26416.493740732516,True,False,False,Near-neighbour context only
W-000141,W-001371,1.0,,25716.09054838491,True,True,False,Near-neighbour context only
W-000142,W-001372,1.0,0.3447150389153904,25488.85422286115,True,True,False,Near-neighbour context only
W-000143,W-001373,1.0,0.41054732639983194,26011.577501640284,True,True,False,Near-neighbour context only
W-000144,W-001374,1.0,0.6168664383561644,25867.38598262361,True,True,False,Near-neighbour context only
W-000145,W-001375,1.0,0.8278962977135751,20577.882176240757,True,False,False,Near-neighbour context only
W-000153,W-001383,1.0,0.9464227376674289,20344.593136674594,True,False,False,Near-neighbour context only
W-000153,W-002613,1.0,0.3384535726613738,26143.585918797955,True,False,False,Near-neighbour context only
W-000155,W-001385,1.0,0.913231003425092,30190.832930393204,True,False,False,Near-neighbour context only
W-000155,W-002615,1.0,0.44665736394773564,14695.004063478445,True,False,False,Near-neighbour context only
W-000157,W-002617,1.0,0.7501481920569057,16006.870195900301,True,False,False,Near-neighbour context only
W-000158,W-001388,1.0,0.3789247311827957,31518.587639643494,True,True,False,Near-neighbour context only
W-000162,W-001392,1.0,0.9032015065913371,35778.63786714242,True,True,False,Near-neighbour context only
W-000170,W-001400,1.0,1.0,26064.920388668517,True,False,False,Near-neighbour context only
W-000171,W-002631,1.0,0.45918155380141257,15685.486172021416,True,False,False,Near-neighbour context only
W-000171,W-001401,1.0,1.0,25906.214104012262,True,False,False,Near-neighbour context only
W-000172,W-002632,1.0,0.7619251795476472,14994.452423391633,True,False,False,Near-neighbour context only
W-000172,W-001402,1.0,0.41122678671918966,25870.16004222753,True,False,False,Near-neighbour context only
W-000173,W-002633,1.0,0.6864047756595417,14618.581748605806,True,False,False,Near-neighbour context only
W-000174,W-001404,1.0,0.9264374718510734,20328.589486722947,True,False,False,Near-neighbour context only
W-000174,W-002634,1.0,0.6177751088425162,34744.23710058522,True,False,False,Near-neighbour context only
W-000176,W-001406,1.0,0.4084823609889573,20569.669106853467,True,True,False,Near-neighbour context only
W-000187,W-001417,1.0,0.765979650404383,31285.085011260086,True,False,False,Near-neighbour context only
W-000188,W-001418,1.0,0.9971223021582734,31705.22934223167,True,False,False,Near-neighbour context only
W-000190,W-002650,1.0,0.18536140919214417,15780.3516554634,True,False,False,Near-neighbour context only
W-000191,W-002651,1.0,0.21439224459358688,14410.95536235168,True,False,False,Near-neighbour context only
W-000195,W-001425,1.0,0.6088414634146342,34797.02817180237,True,True,False,Near-neighbour context only
W-000196,W-001426,1.0,0.5930190716084922,25904.03169540596,True,True,False,Near-neighbour context only
W-000204,W-002664,1.0,0.31006060606060604,35370.25602317138,True,False,False,Near-neighbour context only
W-000205,W-001435,1.0,0.11368175765645806,21019.354568463717,True,False,False,Near-neighbour context only
W-000206,W-002666,1.0,0.938375350140056,40742.609595741385,True,False,False,Near-neighbour context only
W-000208,W-002668,1.0,0.48688508363852323,25578.182574488575,True,False,False,Near-neighbour context only
W-000214,W-001444,1.0,0.5563978168587023,20450.766763487944,True,True,False,Near-neighbour context only
W-000222,W-002682,1.0,0.40084845202635616,15634.773047200806,True,False,False,Near-neighbour context only
W-000224,W-001454,1.0,0.8293001962066711,35813.069713102544,True,False,False,Near-neighbour context only
W-000225,W-002685,1.0,0.2660229499020431,15750.800027873282,True,False,False,Near-neighbour context only
W-000238,W-002698,1.0,0.8935064935064935,25463.787170435506,True,False,False,Near-neighbour context only
W-000240,W-002700,1.0,,27087.471788908617,True,False,False,Near-neighbour context only
W-000241,W-002701,1.0,,26888.85603239781,True,False,False,Near-neighbour context only
W-000242,W-001472,1.0,0.08929671141766228,20669.780048303775,True,False,False,Near-neighbour context only
W-000248,W-001478,1.0,0.3098776223776224,31548.9184353134,True,True,False,Near-neighbour context only
W-000256,W-002716,1.0,0.5454628279883382,15009.555850635508,True,False,False,Near-neighbour context only
W-000257,W-001487,1.0,0.09494199535962877,33680.90464657856,True,False,False,Near-neighbour context only
W-000258,W-002718,1.0,0.3533904910366329,15814.52549566081,True,False,False,Near-neighbour context only
W-000259,W-001489,1.0,0.16508820798514393,26400.825308622992,True,False,False,Near-neighbour context only
W-000261,W-001491,1.0,,20322.65354728409,True,False,False,Near-neighbour context only
W-000264,W-001494,1.0,0.875764192139738,20960.456628837226,True,False,False,Near-neighbour context only
W-000272,W-001502,1.0,0.11967913054728943,20692.65016039107,True,False,False,Near-neighbour context only
W-000274,W-002734,1.0,0.2913413152871768,25672.389882973304,True,False,False,Near-neighbour context only
W-000275,W-002735,1.0,0.6074596774193548,24907.815315952044,True,False,False,Near-neighbour context only
W-000278,W-001508,1.0,0.5823448275862069,26187.509660529136,True,False,False,Near-neighbour context only
W-000279,W-001509,1.0,0.24552071668533035,34905.720389236325,True,False,False,Near-neighbour context only
W-000281,W-001511,1.0,,34277.13869486629,True,False,False,Near-neighbour context only
W-000289,W-001519,1.0,0.47558709241425917,25731.989136038857,True,False,False,Near-neighbour context only
W-000291,W-001521,1.0,1.0,20778.166231142157,True,False,False,Near-neighbour context only
W-000292,W-001522,1.0,0.5098430102167955,20311.21868394217,True,False,False,Near-neighbour context only
W-000292,W-002752,1.0,0.23176257362936112,34534.856180815135,True,False,False,Near-neighbour context only
W-000293,W-001523,1.0,0.9836370397917441,20004.959251192067,True,False,False,Near-neighbour context only
W-000294,W-001524,1.0,0.7265299316324829,21168.998212470597,True,False,False,Near-neighbour context only
W-000295,W-001525,1.0,0.10590124448012846,20738.845244540353,True,False,False,Near-neighbour context only
W-000297,W-001527,1.0,0.6980087036792826,19814.800962601093,True,False,False,Near-neighbour context only
W-000307,W-001537,1.0,0.9049807020768241,26199.985923691638,True,False,False,Near-neighbour context only
W-000308,W-002768,1.0,0.8018048128342246,26428.79162795683,True,False,False,Near-neighbour context only
W-000309,W-001539,1.0,0.7841617267061863,25978.264724000324,True,False,False,Near-neighbour context only
W-000310,W-002770,1.0,0.23387524297579076,15394.323910504649,True,False,False,Near-neighbour context only
W-000314,W-001544,1.0,0.7696045576407506,35194.29206914201,True,False,False,Near-neighbour context only
W-000323,W-001553,1.0,0.38638653043603394,19799.14509183877,True,True,False,Near-neighbour context only
W-000324,W-001554,1.0,0.914272030651341,21017.64965316431,True,True,False,Near-neighbour context only
W-000324,W-002784,1.0,0.6868553609978412,15905.752242397213,True,False,False,Near-neighbour context only
W-000325,W-002785,1.0,0.3215051666991616,15401.504787020098,True,False,False,Near-neighbour context only
W-000326,W-002786,1.0,0.8057880055788006,15676.436744800105,True,False,False,Near-neighbour context only
W-000327,W-001557,1.0,0.8555736974914651,20078.51871910259,True,False,False,Near-neighbour context only
W-000330,W-001560,1.0,1.0,20610.603443892433,True,False,False,Near-neighbour context only
W-000333,W-001563,1.0,0.44349894775368287,20371.15492912392,True,False,False,Near-neighbour context only
W-000340,W-001570,1.0,,25966.231525068077,True,True,False,Near-neighbour context only
W-000341,W-001571,1.0,,33954.01610592434,True,True,False,Near-neighbour context only
W-000342,W-002802,1.0,0.2907248636009353,15795.213736236488,True,False,False,Near-neighbour context only
W-000342,W-001572,1.0,0.7060312568787145,35407.94010334042,True,True,False,Near-neighbour context only
W-000343,W-002803,1.0,0.35424318577227915,15297.933978384845,True,False,False,Near-neighbour context only
W-000344,W-002804,1.0,0.22479089219330856,15648.84370325475,True,False,False,Near-neighbour context only
W-000346,W-001576,1.0,0.3715155990400591,34976.48748914176,True,False,False,Near-neighbour context only
W-000348,W-001578,1.0,0.7927967985771454,31649.734623812466,True,False,False,Near-neighbour context only
W-000357,W-002817,1.0,0.5296618748734562,15109.608078210897,True,False,False,Near-neighbour context only
W-000357,W-001587,1.0,0.6289217454020916,20198.77359183554,True,True,False,Near-neighbour context only
W-000358,W-002818,1.0,0.9465831095195464,15346.22356528302,True,False,False,Near-neighbour context only
W-000359,W-002819,1.0,0.38735937071252174,14664.602415081667,True,False,False,Near-neighbour context only
W-000359,W-001589,1.0,0.31593860684769776,20438.864175435523,True,True,False,Near-neighbour context only
W-000375,W-001605,1.0,0.20817843866171004,34787.442462725245,True,True,False,Near-neighbour context only
W-000377,W-002837,1.0,0.9522815672137368,34511.14888861021,True,False,False,Near-neighbour context only
W-000381,W-001611,1.0,,30665.696893673914,True,False,False,Near-neighbour context only
W-000382,W-001612,1.0,0.760274953458399,20308.626009030002,True,False,False,Near-neighbour context only
W-000384,W-001614,1.0,0.9229149608141303,20810.72820588703,True,False,False,Near-neighbour context only
W-000393,W-001623,1.0,0.6467765855360725,20519.204309557103,True,True,False,Near-neighbour context only
W-000393,W-002853,1.0,0.9001942690626518,26537.724961117907,True,False,False,Near-neighbour context only
W-000395,W-002855,1.0,0.7610757593948854,24764.06812434684,True,False,False,Near-neighbour context only
W-000396,W-001626,1.0,0.9998218421521468,26257.9515637935,True,True,False,Near-neighbour context only
W-000397,W-001627,1.0,0.7746246796045405,25807.111240422895,True,False,False,Near-neighbour context only
W-000398,W-001628,1.0,0.4086923370186809,25820.169986769728,True,False,False,Near-neighbour context only
W-000401,W-001631,1.0,,25573.55135695078,True,False,False,Near-neighbour context only
W-000409,W-002869,1.0,0.6753763842229688,34960.382678509566,True,False,False,Near-neighbour context only
W-000425,W-001655,1.0,0.18813905930470348,25390.54071163405,True,False,False,Near-neighbour context only
W-000425,W-002885,1.0,0.5271261878984723,25064.124142001667,True,False,False,Near-neighbour context only
W-000426,W-001656,1.0,0.8342276515583971,26399.910127192783,True,False,False,Near-neighbour context only
W-000427,W-001657,1.0,0.7177042437838849,26300.415172412693,True,True,False,Near-neighbour context only
W-000428,W-001658,1.0,0.8837707552222818,25887.6966399848,True,True,False,Near-neighbour context only
W-000429,W-001659,1.0,0.23993144815766923,25709.231522777463,True,True,False,Near-neighbour context only
W-000429,W-002889,1.0,0.12320689958637683,25862.390318208174,True,False,False,Near-neighbour context only
W-000431,W-001661,1.0,1.0,25770.163949349655,True,True,False,Near-neighbour context only
W-000443,W-001673,1.0,0.4936177972283005,29978.110218369795,True,False,False,Near-neighbour context only
W-000443,W-002903,1.0,0.8603620243812339,14314.812958957842,True,False,False,Near-neighbour context only
W-000445,W-002905,1.0,0.9339195654985128,15595.035991689736,True,False,False,Near-neighbour context only
W-000450,W-001680,1.0,1.0,21042.58759469539,True,True,False,Near-neighbour context only
W-000452,W-001682,1.0,0.5265625,26208.924287136862,True,False,False,Near-neighbour context only
W-000460,W-001690,1.0,,25681.312659774092,True,False,False,Near-neighbour context only
W-000461,W-002921,1.0,,24860.08056279098,True,False,False,Near-neighbour context only
W-000461,W-001691,1.0,,25847.931535291627,True,False,False,Near-neighbour context only
W-000465,W-001695,1.0,0.7434932580746315,30721.240197590254,True,True,False,Near-neighbour context only
W-000466,W-001696,1.0,0.40323135097971813,30659.814153374966,True,True,False,Near-neighbour context only
W-000468,W-001698,1.0,0.17844449090528958,32006.65141175593,True,True,False,Near-neighbour context only
W-000469,W-001699,1.0,0.33681616559881716,31508.46907774272,True,False,False,Near-neighbour context only
W-000476,W-002936,1.0,0.6653449643140364,15284.98458633348,True,False,False,Near-neighbour context only
W-000476,W-001706,1.0,0.788125,21034.231563003887,True,False,False,Near-neighbour context only
W-000477,W-001707,1.0,0.5877862595419847,20106.158323012176,True,False,False,Near-neighbour context only
W-000477,W-002937,1.0,0.6870229007633588,15730.907734713322,True,False,False,Near-neighbour context only
W-000478,W-002938,1.0,0.7742468014857614,14935.13434048186,True,False,False,Near-neighbour context only
W-000478,W-001708,1.0,0.16666666666666666,20697.68082300056,True,False,False,Near-neighbour context only
W-000479,W-001709,1.0,0.9029756915339481,19676.189723908283,True,False,False,Near-neighbour context only
W-000480,W-001710,1.0,,20823.265471751783,True,False,False,Near-neighbour context only
W-000483,W-001713,1.0,0.614447557558777,25670.968770332634,True,True,False,Near-neighbour context only
W-000486,W-001716,1.0,0.20587470756433585,26247.903890437217,True,True,False,Near-neighbour context only
W-000493,W-002953,1.0,0.7423669968344736,41403.18140479551,True,False,False,Near-neighbour context only
W-000495,W-001725,1.0,0.1487865416436845,20428.71012733784,True,False,False,Near-neighbour context only
W-000495,W-002955,1.0,0.19600363306085378,40798.55297455505,True,False,False,Near-neighbour context only
W-000496,W-001726,1.0,0.4141317365269461,30785.34544404097,True,False,False,Near-neighbour context only
W-000497,W-001727,1.0,0.20235952809438112,29842.23682370113,True,False,False,Near-neighbour context only
W-000497,W-002957,1.0,0.9372125574885023,34304.872465161236,True,False,False,Near-neighbour context only
W-000499,W-001729,1.0,0.3465713529256023,31440.67390875982,True,True,False,Near-neighbour context only
W-000500,W-001730,1.0,,31196.931325173828,True,True,False,Near-neighbour context only
W-000501,W-001731,1.0,,30839.53231792335,True,True,False,Near-neighbour context only
W-000510,W-001740,1.0,1.0,25932.318955335708,True,False,False,Near-neighbour context only
W-000510,W-002970,1.0,0.3124195247571111,15615.79460436897,True,False,False,Near-neighbour context only
W-000511,W-001741,1.0,1.0,26294.86959760354,True,False,False,Near-neighbour context only
W-000511,W-002971,1.0,0.1396541443053071,15311.269962539578,True,False,False,Near-neighbour context only
W-000512,W-002972,1.0,0.8953014665942423,15912.074945861643,True,False,False,Near-neighbour context only
W-000512,W-001742,1.0,0.2127919608908202,26176.58896873381,True,False,False,Near-neighbour context only
W-000513,W-002973,1.0,0.9475230337828816,15525.812080079912,True,False,False,Near-neighbour context only
W-000513,W-001743,1.0,0.911737214581386,25932.122205443953,True,False,False,Near-neighbour context only
W-000514,W-002974,1.0,0.32284822601839686,15327.286318574363,True,False,False,Near-neighbour context only
W-000520,W-001750,1.0,,25632.049297238507,True,True,False,Near-neighbour context only
W-000527,W-001757,1.0,0.5432618683001531,29555.747475288,True,False,False,Near-neighbour context only
W-000529,W-002989,1.0,0.13310876887971312,15889.567761230366,True,False,False,Near-neighbour context only
W-000530,W-002990,1.0,0.3450958904109589,15897.68113307461,True,False,False,Near-neighbour context only
W-000531,W-001761,1.0,1.0,30946.844696742573,True,False,False,Near-neighbour context only
W-000531,W-002991,1.0,0.3648768911302284,15346.990617403055,True,False,False,Near-neighbour context only
W-000532,W-001762,1.0,0.7017817155096875,30964.164538397927,True,False,False,Near-neighbour context only
W-000535,W-001765,1.0,0.7639028307568761,31521.0918179564,True,True,False,Near-neighbour context only
W-000536,W-001766,1.0,0.8550220563284696,31318.51181195334,True,True,False,Near-neighbour context only
W-000544,W-003004,1.0,0.6093812776215347,15177.140550189444,True,False,False,Near-neighbour context only
W-000545,W-001775,1.0,0.1671001300390117,25781.601657707037,True,False,False,Near-neighbour context only
W-000546,W-003006,1.0,0.42027950627358973,16079.850714695796,True,False,False,Near-neighbour context only
W-000546,W-001776,1.0,0.7991431194532286,26234.407260100546,True,False,False,Near-neighbour context only
W-000548,W-001778,1.0,0.43523501973448153,25639.830087362523,True,False,False,Near-neighbour context only
W-000550,W-001780,1.0,1.0,25518.22484865599,True,False,False,Near-neighbour context only
W-000551,W-001781,1.0,1.0,20032.662775371537,True,False,False,Near-neighbour context only
W-000552,W-001782,1.0,0.6628108733371891,21063.1896355038,True,False,False,Near-neighbour context only
W-000553,W-001783,1.0,0.9844504830917874,20979.599705927387,True,True,False,Near-neighbour context only
W-000554,W-001784,1.0,0.44037508846426043,20553.920426304976,True,True,False,Near-neighbour context only
W-000561,W-001791,1.0,,30995.201013909624,True,False,False,Near-neighbour context only
W-000562,W-001792,1.0,0.8153073286052009,30904.0551392708,True,False,False,Near-neighbour context only
W-000563,W-001793,1.0,0.5092555331991951,30089.995041072674,True,False,False,Near-neighbour context only
W-000564,W-001794,1.0,0.46016161265096883,31895.949470250263,True,False,False,Near-neighbour context only
W-000564,W-003024,1.0,0.47966669685716873,16191.738121227978,True,False,False,Near-neighbour context only
W-000565,W-001795,1.0,0.6039167254763586,31593.213142279772,True,False,False,Near-neighbour context only
W-000565,W-003025,1.0,0.6345311130587205,16261.83513349244,True,False,False,Near-neighbour context only
W-000569,W-001799,1.0,0.6543504171632897,25202.990708400437,True,False,False,Near-neighbour context only
W-000571,W-001801,1.0,1.0,25718.733188709426,True,True,False,Near-neighbour context only
W-000578,W-003038,1.0,0.545635976583289,26519.60755922416,True,False,False,Near-neighbour context only
W-000580,W-001810,1.0,,20378.184654298155,True,False,False,Near-neighbour context only
W-000580,W-003040,1.0,,40908.06611459298,True,False,False,Near-neighbour context only
W-000581,W-003041,1.0,,40100.20855294477,True,False,False,Near-neighbour context only
W-000582,W-003042,1.0,0.4982193732193732,41708.8818980253,True,False,False,Near-neighbour context only
W-000582,W-001812,1.0,0.46278490028490027,20873.57256266997,True,False,False,Near-neighbour context only
W-000588,W-001818,1.0,0.6460323649834275,20536.449824015912,True,False,False,Near-neighbour context only
W-000595,W-003055,1.0,0.48825276802592493,15626.805091378148,True,False,False,Near-neighbour context only
W-000596,W-001826,1.0,0.6496375560925095,31845.267608584156,True,False,False,Near-neighbour context only
W-000596,W-003056,1.0,0.7580255436658613,15489.675170666935,True,False,False,Near-neighbour context only
W-000597,W-001827,1.0,0.43866704969836257,34697.03607726491,True,False,False,Near-neighbour context only
W-000598,W-003058,1.0,0.8066202090592335,14978.65671207481,True,False,False,Near-neighbour context only
W-000598,W-001828,1.0,0.9853160776505724,34595.66241567791,True,False,False,Near-neighbour context only
W-000599,W-003059,1.0,0.5326429536244934,14669.068259549136,True,False,False,Near-neighbour context only
W-000599,W-001829,1.0,0.5408,25925.907449824932,True,False,False,Near-neighbour context only
W-000603,W-001833,1.0,0.7960517540349473,25518.54063106239,True,False,False,Near-neighbour context only
W-000612,W-003072,1.0,0.4155539516420065,41452.342291185836,True,False,False,Near-neighbour context only
W-000612,W-001842,1.0,0.6215924426450742,20914.234509753176,True,True,False,Near-neighbour context only
W-000613,W-003073,1.0,0.3514227642276423,40793.31383243587,True,False,False,Near-neighbour context only
W-000613,W-001843,1.0,0.4758130081300813,20646.560564848576,True,False,False,Near-neighbour context only
W-000614,W-001844,1.0,0.08500311138767891,20788.2731242852,True,False,False,Near-neighbour context only
W-000614,W-003074,1.0,0.24293714996888613,26202.25082525771,True,False,False,Near-neighbour context only
W-000615,W-001845,1.0,0.9903191795265024,20325.86289580311,True,False,False,Near-neighbour context only
W-000616,W-001846,1.0,0.5687584650112867,20072.07700658283,True,False,False,Near-neighbour context only
W-000629,W-003089,1.0,0.6185699825158737,14893.044653517949,True,False,False,Near-neighbour context only
W-000631,W-003091,1.0,0.8232845441117228,15446.86236923308,True,False,False,Near-neighbour context only
W-000632,W-001862,1.0,0.4298420006278121,26182.041501979947,True,False,False,Near-neighbour context only
W-000632,W-003092,1.0,0.5720545277507303,15450.855590322242,True,False,False,Near-neighbour context only
W-000633,W-003093,1.0,0.9486439699942296,15725.578178153739,True,False,False,Near-neighbour context only
W-000638,W-001868,1.0,0.4005589194224499,20730.935337504252,True,False,False,Near-neighbour context only
W-000639,W-001869,1.0,0.35100985928974826,20759.58488815812,True,False,False,Near-neighbour context only
W-000647,W-003107,1.0,0.8701446448886722,24512.898094909706,True,False,False,Near-neighbour context only
W-000647,W-001877,1.0,0.9432797009588818,20031.419132620536,True,True,False,Near-neighbour context only
W-000648,W-001878,1.0,0.7941499085923217,20707.961609681795,True,True,False,Near-neighbour context only
W-000649,W-003109,1.0,0.9291275167785235,26496.550045089687,True,False,False,Near-neighbour context only
W-000649,W-001879,1.0,0.8538957911971492,20727.203792741493,True,False,False,Near-neighbour context only
W-000650,W-003110,1.0,0.815218530552353,26708.160175162913,True,False,False,Near-neighbour context only
W-000650,W-001880,1.0,1.0,20486.512531864795,True,False,False,Near-neighbour context only
W-000656,W-001886,1.0,0.9185921547555078,34904.664918352064,True,False,False,Near-neighbour context only
W-000665,W-001895,1.0,0.25827367283533703,25257.322948817284,True,True,False,Near-neighbour context only
W-000666,W-001896,1.0,0.657051282051282,26529.57135139921,True,True,False,Near-neighbour context only
W-000667,W-003127,1.0,0.3200142704245451,35146.64849302344,True,False,False,Near-neighbour context only
W-000668,W-001898,1.0,0.9500948316737791,20640.512183607098,True,False,False,Near-neighbour context only
W-000680,W-003140,1.0,,26597.785056836237,True,False,False,Near-neighbour context only
W-000681,W-003141,1.0,,25576.68577976092,True,False,False,Near-neighbour context only
W-000681,W-001911,1.0,,20255.062830759463,True,True,False,Near-neighbour context only
W-000682,W-001912,1.0,0.8575660121868652,30547.709082307658,True,True,False,Near-neighbour context only
W-000683,W-003143,1.0,0.5336983573917372,14975.055926237064,True,False,False,Near-neighbour context only
W-000683,W-001913,1.0,0.3981085116973619,29677.592156535826,True,True,False,Near-neighbour context only
W-000684,W-001914,1.0,0.8960469979089913,35398.13242133233,True,True,False,Near-neighbour context only
W-000684,W-003144,1.0,0.31146071890869265,15710.509618571967,True,False,False,Near-neighbour context only
W-000686,W-001916,1.0,0.9768373729476153,35691.43361041239,True,False,False,Near-neighbour context only
W-000689,W-001919,1.0,0.1418832004116285,34046.67688193712,True,False,False,Near-neighbour context only
W-000698,W-001928,1.0,0.11141636141636142,20527.79375426673,True,True,False,Near-neighbour context only
W-000699,W-001929,1.0,0.25027511397579,20217.489505169568,True,True,False,Near-neighbour context only
W-000699,W-003159,1.0,0.2239414826276551,35028.39405145224,True,False,False,Near-neighbour context only
W-000700,W-001930,1.0,,20551.049194607323,True,True,False,Near-neighbour context only
W-000701,W-001931,1.0,,19831.722305421616,True,True,False,Near-neighbour context only
W-000704,W-001934,1.0,0.720550576184379,20719.042789619165,True,False,False,Near-neighbour context only
W-000714,W-003174,1.0,0.5155494125777471,15704.134221903747,True,False,False,Near-neighbour context only
W-000714,W-001944,1.0,0.9841050449205252,35923.41239995128,True,False,False,Near-neighbour context only
W-000715,W-001945,1.0,0.3191027496382055,35209.62225940941,True,True,False,Near-neighbour context only
W-000716,W-001946,1.0,0.10241146201190596,35434.27530028738,True,True,False,Near-neighbour context only
W-000717,W-003177,1.0,0.06985920545242578,15490.845832263823,True,False,False,Near-neighbour context only
W-000719,W-001949,1.0,0.5447884660836682,33968.31640557429,True,True,False,Near-neighbour context only
W-000722,W-001952,1.0,0.36644165863066536,35406.51370321099,True,False,False,Near-neighbour context only
