work_id,monthly_evidence_status,completion_evidence_status,latest_evidence_id,latest_capture_timestamp,location_status,distance_from_registered_metres,late_evidence_count,missing_monthly_site_evidence,geo_warning_only
W-000037,NOT_APPLICABLE,RECORDED,GEO-V2-00000152,2025-04-02T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000038,NOT_APPLICABLE,RECORDED,GEO-V2-00000154,2024-09-23T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000039,NOT_APPLICABLE,RECORDED,GEO-V2-00000156,2024-11-11T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000040,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000041,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000042,RECORDED,NOT_APPLICABLE,GEO-V2-00000164,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,151.7273896591547,0,False,True
W-000043,RECORDED,NOT_APPLICABLE,GEO-V2-00000172,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,155.4209107229825,1,False,True
W-000044,RECORDED,NOT_APPLICABLE,GEO-V2-00000180,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,72.36724657974362,0,False,True
W-000045,RECORDED,NOT_APPLICABLE,GEO-V2-00000188,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,183.00135972601706,0,False,True
W-000046,RECORDED,NOT_APPLICABLE,GEO-V2-00000196,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,157.1510530429109,0,False,True
W-000047,RECORDED,NOT_APPLICABLE,GEO-V2-00000204,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,54.01504536838213,0,False,True
W-000048,RECORDED,NOT_APPLICABLE,GEO-V2-00000212,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,97.56739926774769,0,False,True
W-000049,NOT_APPLICABLE,RECORDED,GEO-V2-00000214,2024-10-05T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000050,NOT_APPLICABLE,RECORDED,GEO-V2-00000216,2025-07-08T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000051,NOT_APPLICABLE,RECORDED,GEO-V2-00000218,2024-09-29T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000052,NOT_APPLICABLE,RECORDED,GEO-V2-00000220,2024-11-18T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000053,NOT_APPLICABLE,RECORDED,GEO-V2-00000222,2025-06-10T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000054,NOT_APPLICABLE,RECORDED,GEO-V2-00000224,2025-07-29T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000055,NOT_APPLICABLE,RECORDED,GEO-V2-00000226,2025-05-03T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000056,NOT_APPLICABLE,RECORDED,GEO-V2-00000228,2024-12-10T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000057,NOT_APPLICABLE,RECORDED,GEO-V2-00000230,2025-05-15T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000058,NOT_APPLICABLE,RECORDED,GEO-V2-00000232,2025-03-10T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000059,NOT_APPLICABLE,RECORDED,GEO-V2-00000234,2025-02-02T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000060,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000061,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000062,RECORDED,NOT_APPLICABLE,GEO-V2-00000242,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,163.00486015645419,0,False,True
W-000063,RECORDED,NOT_APPLICABLE,GEO-V2-00000250,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,189.88462862808922,0,False,True
W-000064,RECORDED,NOT_APPLICABLE,GEO-V2-00000258,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,91.58820003117351,0,False,True
W-000065,RECORDED,NOT_APPLICABLE,GEO-V2-00000266,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,100.5555068797484,0,False,True
W-000066,RECORDED,NOT_APPLICABLE,GEO-V2-00000274,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,59.61290633310942,0,False,True
W-000067,RECORDED,NOT_APPLICABLE,GEO-V2-00000282,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,192.65111339180805,0,False,True
W-000068,RECORDED,NOT_APPLICABLE,GEO-V2-00000290,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,103.4041200664126,0,False,True
W-000069,NOT_APPLICABLE,RECORDED,GEO-V2-00000292,2025-06-19T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000070,NOT_APPLICABLE,RECORDED,GEO-V2-00000294,2025-04-30T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000071,NOT_APPLICABLE,RECORDED,GEO-V2-00000296,2025-12-13T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000072,NOT_APPLICABLE,RECORDED,GEO-V2-00000298,2025-06-14T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000073,NOT_APPLICABLE,RECORDED,GEO-V2-00000300,2025-08-18T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000074,NOT_APPLICABLE,RECORDED,GEO-V2-00000302,2025-04-29T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000075,NOT_APPLICABLE,RECORDED,GEO-V2-00000304,2026-01-21T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000076,NOT_APPLICABLE,RECORDED,GEO-V2-00000306,2025-12-08T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000077,NOT_APPLICABLE,RECORDED,GEO-V2-00000308,2025-12-07T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000078,NOT_APPLICABLE,RECORDED,GEO-V2-00000310,2026-04-05T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000079,NOT_APPLICABLE,RECORDED,GEO-V2-00000312,2026-04-12T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000080,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000081,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000082,RECORDED,NOT_APPLICABLE,GEO-V2-00000320,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,113.82374065062312,0,False,True
W-000083,RECORDED,NOT_APPLICABLE,GEO-V2-00000328,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,98.29236885855994,0,False,True
W-000084,RECORDED,NOT_APPLICABLE,GEO-V2-00000336,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,73.97564642123498,0,False,True
W-000085,RECORDED,NOT_APPLICABLE,GEO-V2-00000344,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,101.97656577915447,0,False,True
W-000086,RECORDED,NOT_APPLICABLE,GEO-V2-00000352,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,155.265700326096,1,False,True
W-000087,OVERDUE,NOT_APPLICABLE,GEO-V2-00000359,2026-08-05T09:18:00+05:30,LOCATION_CONSISTENT,54.695365153702895,0,True,True
W-000088,RECORDED,NOT_APPLICABLE,GEO-V2-00000367,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,121.6039918409872,0,False,True
W-000089,NOT_APPLICABLE,RECORDED,GEO-V2-00000369,2026-09-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000090,NOT_APPLICABLE,RECORDED,GEO-V2-00000371,2026-04-17T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000091,NOT_APPLICABLE,RECORDED,GEO-V2-00000373,2025-12-23T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000092,NOT_APPLICABLE,RECORDED,GEO-V2-00000375,2025-11-05T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000093,NOT_APPLICABLE,RECORDED,GEO-V2-00000377,2026-09-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000094,NOT_APPLICABLE,RECORDED,GEO-V2-00000379,2026-09-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000095,NOT_APPLICABLE,RECORDED,GEO-V2-00000381,2026-03-13T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000096,NOT_APPLICABLE,RECORDED,GEO-V2-00000383,2026-03-28T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000097,NOT_APPLICABLE,RECORDED,GEO-V2-00000385,2026-09-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000098,NOT_APPLICABLE,RECORDED,GEO-V2-00000387,2026-09-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000099,NOT_APPLICABLE,RECORDED,GEO-V2-00000389,2026-09-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000100,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000101,NOT_APPLICABLE,RECORDED,GEO-V2-00000391,2026-08-19T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000102,RECORDED,NOT_APPLICABLE,GEO-V2-00000399,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,54.8610762427849,0,False,True
W-000103,RECORDED,NOT_APPLICABLE,GEO-V2-00000407,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,44.401379025794306,0,False,True
W-000104,RECORDED,NOT_APPLICABLE,GEO-V2-00000415,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,96.83779141955497,0,False,True
W-000105,RECORDED,NOT_APPLICABLE,GEO-V2-00000423,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,68.79501722181321,0,False,True
W-000106,RECORDED,NOT_APPLICABLE,GEO-V2-00000431,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,72.00016256706424,0,False,True
W-000107,RECORDED,NOT_APPLICABLE,GEO-V2-00000439,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,97.6613863363641,0,False,True
W-000108,RECORDED,NOT_APPLICABLE,GEO-V2-00000447,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,67.436104601025,0,False,True
W-000109,NOT_APPLICABLE,RECORDED,GEO-V2-00000449,2023-09-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000110,NOT_APPLICABLE,RECORDED,GEO-V2-00000451,2023-11-03T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000111,NOT_APPLICABLE,RECORDED,GEO-V2-00000453,2023-06-06T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000112,NOT_APPLICABLE,RECORDED,GEO-V2-00000455,2023-09-04T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000113,NOT_APPLICABLE,RECORDED,GEO-V2-00000457,2024-02-14T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000114,NOT_APPLICABLE,RECORDED,GEO-V2-00000459,2023-10-08T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000115,NOT_APPLICABLE,RECORDED,GEO-V2-00000461,2023-11-02T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000116,NOT_APPLICABLE,RECORDED,GEO-V2-00000463,2023-07-05T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000117,NOT_APPLICABLE,RECORDED,GEO-V2-00000465,2024-01-25T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000118,NOT_APPLICABLE,RECORDED,GEO-V2-00000467,2024-06-07T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000119,NOT_APPLICABLE,RECORDED,GEO-V2-00000469,2024-07-04T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000120,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000121,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000122,RECORDED,NOT_APPLICABLE,GEO-V2-00000477,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,144.66928010533076,0,False,True
W-000123,RECORDED,NOT_APPLICABLE,GEO-V2-00000485,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,70.15321649232962,0,False,True
W-000124,RECORDED,NOT_APPLICABLE,GEO-V2-00000493,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,106.15976697282773,0,False,True
W-000125,RECORDED,NOT_APPLICABLE,GEO-V2-00000501,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,164.3048144114565,0,False,True
W-000126,RECORDED,NOT_APPLICABLE,GEO-V2-00000509,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,64.3388543428938,0,False,True
W-000127,RECORDED,NOT_APPLICABLE,GEO-V2-00000517,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,108.4432350184417,0,False,True
W-000128,RECORDED,NOT_APPLICABLE,GEO-V2-00000525,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,65.98946860708307,0,False,True
W-000129,NOT_APPLICABLE,RECORDED,GEO-V2-00000527,2024-01-17T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000130,NOT_APPLICABLE,RECORDED,GEO-V2-00000529,2024-02-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000131,NOT_APPLICABLE,RECORDED,GEO-V2-00000531,2024-12-03T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000132,NOT_APPLICABLE,RECORDED,GEO-V2-00000533,2024-02-22T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000133,NOT_APPLICABLE,RECORDED,GEO-V2-00000535,2023-11-13T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000134,NOT_APPLICABLE,RECORDED,GEO-V2-00000537,2024-10-08T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000135,NOT_APPLICABLE,RECORDED,GEO-V2-00000539,2024-04-30T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000136,NOT_APPLICABLE,RECORDED,GEO-V2-00000541,2024-09-12T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000137,NOT_APPLICABLE,RECORDED,GEO-V2-00000543,2024-07-29T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000138,NOT_APPLICABLE,RECORDED,GEO-V2-00000545,2024-05-24T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000139,NOT_APPLICABLE,RECORDED,GEO-V2-00000547,2024-11-28T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000140,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000141,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000142,RECORDED,NOT_APPLICABLE,GEO-V2-00000555,2026-09-03T09:18:00+05:30,LOCATION_REQUIRES_REVIEW,2899.7019408168903,0,False,True
W-000143,RECORDED,NOT_APPLICABLE,GEO-V2-00000563,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,110.89805435727956,0,False,True
W-000144,RECORDED,NOT_APPLICABLE,GEO-V2-00000571,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,61.07596678414634,0,False,True
W-000145,OVERDUE,NOT_APPLICABLE,GEO-V2-00000578,2026-08-05T09:18:00+05:30,LOCATION_CONSISTENT,160.74556990576687,0,True,True
W-000146,RECORDED,NOT_APPLICABLE,GEO-V2-00000586,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,183.0128397482781,0,False,True
W-000147,RECORDED,NOT_APPLICABLE,GEO-V2-00000594,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,70.9054666687188,0,False,True
W-000148,RECORDED,NOT_APPLICABLE,GEO-V2-00000602,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,150.2600724396738,0,False,True
W-000149,NOT_APPLICABLE,RECORDED,GEO-V2-00000604,2025-03-24T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000150,NOT_APPLICABLE,RECORDED,GEO-V2-00000606,2024-11-26T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000151,NOT_APPLICABLE,RECORDED,GEO-V2-00000608,2025-03-06T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000152,NOT_APPLICABLE,RECORDED,GEO-V2-00000610,2025-01-13T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000153,NOT_APPLICABLE,RECORDED,GEO-V2-00000612,2024-12-15T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000154,NOT_APPLICABLE,RECORDED,GEO-V2-00000614,2025-02-04T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000155,NOT_APPLICABLE,RECORDED,GEO-V2-00000616,2024-12-25T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000156,NOT_APPLICABLE,RECORDED,GEO-V2-00000618,2025-01-17T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000157,NOT_APPLICABLE,RECORDED,GEO-V2-00000620,2025-02-06T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000158,NOT_APPLICABLE,RECORDED,GEO-V2-00000622,2025-02-17T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000159,NOT_APPLICABLE,RECORDED,GEO-V2-00000624,2025-08-11T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000160,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000161,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000162,RECORDED,NOT_APPLICABLE,GEO-V2-00000632,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,121.1072285522279,0,False,True
W-000163,RECORDED,NOT_APPLICABLE,GEO-V2-00000640,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,146.954378726866,0,False,True
W-000164,RECORDED,NOT_APPLICABLE,GEO-V2-00000648,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,145.02821551289253,0,False,True
W-000165,RECORDED,NOT_APPLICABLE,GEO-V2-00000656,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,132.17539016862403,0,False,True
W-000166,RECORDED,NOT_APPLICABLE,GEO-V2-00000664,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,44.434128109561335,0,False,True
W-000167,RECORDED,NOT_APPLICABLE,GEO-V2-00000672,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,109.77086352367613,0,False,True
W-000168,RECORDED,NOT_APPLICABLE,GEO-V2-00000680,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,72.02267285736367,0,False,True
W-000169,NOT_APPLICABLE,RECORDED,GEO-V2-00000682,2025-10-09T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000170,NOT_APPLICABLE,RECORDED,GEO-V2-00000684,2025-08-24T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000171,NOT_APPLICABLE,RECORDED,GEO-V2-00000686,2025-03-13T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000172,NOT_APPLICABLE,RECORDED,GEO-V2-00000688,2025-02-02T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000173,NOT_APPLICABLE,RECORDED,GEO-V2-00000690,2025-08-16T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000174,NOT_APPLICABLE,RECORDED,GEO-V2-00000692,2026-02-02T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000175,NOT_APPLICABLE,RECORDED,GEO-V2-00000694,2025-08-14T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000176,NOT_APPLICABLE,RECORDED,GEO-V2-00000696,2026-01-25T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000177,NOT_APPLICABLE,RECORDED,GEO-V2-00000698,2026-01-25T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000178,NOT_APPLICABLE,RECORDED,GEO-V2-00000700,2026-01-17T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000179,NOT_APPLICABLE,RECORDED,GEO-V2-00000702,2025-08-01T11:10:00+05:30,LOCATION_CONSISTENT,0.0,0,False,True
W-000180,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000181,NOT_APPLICABLE,NOT_APPLICABLE,,,COMPARISON_UNAVAILABLE,,0,False,True
W-000182,RECORDED,NOT_APPLICABLE,GEO-V2-00000710,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,109.18421575836234,0,False,True
W-000183,RECORDED,NOT_APPLICABLE,GEO-V2-00000718,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,76.39444503823593,0,False,True
W-000184,RECORDED,NOT_APPLICABLE,GEO-V2-00000726,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,187.22866728397997,0,False,True
W-000185,RECORDED,NOT_APPLICABLE,GEO-V2-00000734,2026-09-03T09:18:00+05:30,LOCATION_CONSISTENT,80.21375551772354,0,False,True
