work_id,has_duplicate_candidate,best_candidate_work_id,best_similarity_0_1
W-000171,False,W-002631,1.0
W-000172,False,W-002632,1.0
W-000173,False,W-002633,1.0
W-000174,False,W-001404,1.0
W-000175,False,W-001405,0.9999998807907104
W-000176,False,W-001406,1.0
W-000177,False,W-001407,0.9999997019767761
W-000178,False,W-001408,1.0
W-000179,False,W-002264,0.993270993232727
W-000180,False,W-004005,0.9953934550285339
W-000181,False,W-001042,0.9962363839149475
W-000182,False,W-000539,0.9992265701293945
W-000183,False,W-003135,0.995170533657074
W-000184,False,W-004864,0.9919328689575195
W-000185,False,W-004355,0.9915686845779419
W-000186,False,W-001047,0.995244026184082
W-000187,False,W-001417,1.0
W-000188,False,W-001418,1.0
W-000189,False,W-001419,0.9999997615814209
W-000190,False,W-002650,1.0
W-000191,False,W-002651,1.0
W-000192,False,W-003513,0.9961780905723572
W-000193,False,W-001423,0.9999998807907104
W-000194,False,W-001424,0.9999999403953552
W-000195,False,W-001425,1.0
W-000196,False,W-001426,1.0
W-000197,False,W-001427,1.0
W-000198,False,W-001059,0.9966621398925781
W-000199,False,W-001921,0.9950859546661377
W-000200,False,W-002291,0.9958212375640869
W-000201,False,W-001062,0.9960927963256836
W-000202,False,W-004027,0.9973288178443909
W-000203,False,W-004016,0.995400071144104
W-000204,False,W-002664,1.0
W-000205,False,W-001435,1.0
W-000206,False,W-002666,1.0
W-000207,False,W-002667,0.9999999403953552
W-000208,False,W-002668,1.0
W-000209,False,W-001439,0.9999998807907104
W-000210,False,W-001440,0.9999998211860657
W-000211,False,W-001441,0.9999997615814209
W-000212,False,W-001442,1.0
W-000213,False,W-001443,1.0
W-000214,False,W-001444,1.0
W-000215,False,W-001076,0.9915579557418823
W-000216,False,W-004896,0.9940601587295532
W-000217,False,W-004393,0.9995135068893433
W-000218,False,W-004031,0.9939115047454834
W-000219,False,W-002310,0.996755838394165
W-000220,False,W-001075,0.9940143823623657
W-000221,False,W-002681,0.9999998807907104
W-000222,False,W-002682,1.0
W-000223,False,W-002683,0.9999998807907104
W-000224,False,W-001454,1.0
W-000225,False,W-002685,1.0
W-000226,False,W-001456,1.0
W-000227,False,W-001457,1.0
W-000228,False,W-001458,0.9999999403953552
W-000229,False,W-001459,1.0
W-000230,False,W-001460,1.0
W-000231,False,W-001461,0.9999999403953552
W-000232,False,W-001093,0.9957032203674316
W-000233,False,W-004403,0.9970390200614929
W-000234,False,W-002325,0.9956157803535461
W-000235,False,W-001096,0.9922859072685242
W-000236,False,W-001097,0.9963076114654541
W-000237,False,W-003189,0.9922372102737427
W-000238,False,W-002698,1.0
W-000239,False,W-002699,0.9999998807907104
W-000240,False,W-002700,1.0
W-000241,False,W-002701,1.0
W-000242,False,W-001472,1.0
W-000243,False,W-001473,1.0
W-000244,False,W-001474,0.9999997615814209
W-000245,False,W-003560,0.9977223873138428
W-000246,False,W-001476,1.0
W-000247,False,W-001477,0.9999998807907104
W-000248,False,W-001478,1.0
W-000249,False,W-004431,0.9957906007766724
W-000250,False,W-001111,0.9921872615814209
W-000251,False,W-004421,0.9970662593841553
W-000252,False,W-003204,0.9941805601119995
W-000253,False,W-002344,0.9950710535049438
W-000254,False,W-001976,0.994304895401001
W-000255,False,W-001485,0.9999998807907104
W-000256,False,W-002716,1.0
W-000257,False,W-001487,1.0
W-000258,False,W-002718,1.0
W-000259,False,W-001489,1.0
W-000260,False,W-001490,1.0
W-000261,False,W-001491,1.0
W-000262,False,W-004087,0.9966121912002563
W-000263,False,W-001493,0.9999998807907104
W-000264,False,W-001494,1.0
W-000265,False,W-001495,1.0
W-000266,False,W-002357,0.9942952990531921
W-000267,False,W-004437,0.9886208772659302
W-000268,False,W-003583,0.9967037439346313
W-000269,False,W-003584,0.9959213733673096
W-000270,False,W-001131,0.9965758323669434
W-000271,False,W-001132,0.9961833953857422
W-000272,False,W-001502,1.0
W-000273,False,W-002733,0.9999997615814209
W-000274,False,W-002734,1.0
W-000275,False,W-002735,1.0
W-000276,False,W-002736,0.9999998807907104
W-000277,False,W-001507,0.9999998807907104
W-000278,False,W-001508,1.0
W-000279,False,W-001509,1.0
W-000280,False,W-001510,1.0
W-000281,False,W-001511,1.0
W-000282,False,W-001512,1.0
W-000283,False,W-001144,0.9950227737426758
W-000284,False,W-001649,0.995977520942688
W-000285,False,W-001140,0.997833251953125
W-000286,False,W-001141,0.9948503971099854
W-000287,False,W-004106,0.9991452693939209
W-000288,False,W-001149,0.9943049550056458
W-000289,False,W-001519,1.0
W-000290,False,W-002750,0.9999998807907104
W-000291,False,W-001521,1.0
W-000292,False,W-001522,1.0
W-000293,False,W-001523,1.0
W-000294,False,W-001524,1.0
W-000295,False,W-001525,1.0
W-000296,False,W-001526,1.0
W-000297,False,W-001527,1.0
W-000298,False,W-004123,0.9969442486763
W-000299,False,W-004118,0.9996592402458191
W-000300,False,W-001161,0.996584415435791
W-000301,False,W-002392,0.9946205615997314
W-000302,False,W-001157,0.997024655342102
W-000303,False,W-001668,0.9965475797653198
W-000304,False,W-004984,0.9977412819862366
W-000305,False,W-002894,0.9993667602539062
W-000306,False,W-002766,0.9999999403953552
W-000307,False,W-001537,1.0
W-000308,False,W-002768,1.0
W-000309,False,W-001539,1.0
W-000310,False,W-002770,1.0
W-000311,False,W-001025,0.9983574151992798
W-000312,False,W-001542,1.0
W-000313,False,W-001543,0.9999997615814209
W-000314,False,W-001544,1.0
W-000315,False,W-001545,0.9999998807907104
W-000316,False,W-002407,0.9956555366516113
W-000317,False,W-001178,0.9944833517074585
W-000318,False,W-004131,0.9924349188804626
W-000319,False,W-004501,0.994716227054596
W-000320,False,W-005000,0.995103120803833
W-000321,False,W-002406,0.9978126287460327
W-000322,False,W-004504,0.9949822425842285
W-000323,False,W-001553,1.0
W-000324,False,W-001554,1.0
W-000325,False,W-002785,1.0
W-000326,False,W-002786,1.0
W-000327,False,W-001557,1.0
W-000328,False,W-001558,1.0
W-000329,False,W-001559,1.0
W-000330,False,W-001560,1.0
W-000331,False,W-001561,0.9999998807907104
W-000332,False,W-001562,1.0
W-000333,False,W-001563,1.0
W-000334,False,W-003286,0.9950697422027588
W-000335,False,W-001196,0.994116485118866
W-000336,False,W-002421,0.9951956272125244
W-000337,False,W-002428,0.9933692216873169
W-000338,False,W-004151,0.9944654107093811
W-000339,False,W-002934,0.9945681095123291
W-000340,False,W-001570,1.0
W-000341,False,W-001571,1.0
W-000342,False,W-002802,1.0
W-000343,False,W-002803,1.0
W-000344,False,W-002804,1.0
W-000345,False,W-001575,0.9999998211860657
W-000346,False,W-001576,1.0
W-000347,False,W-003668,0.9957306385040283
W-000348,False,W-001578,1.0
W-000349,False,W-001579,1.0
W-000350,False,W-001580,1.0
W-000351,False,W-003666,0.9973906874656677
W-000352,False,W-003655,0.998921275138855
W-000353,False,W-004166,0.9958369731903076
W-000354,False,W-003306,0.9955883026123047
W-000355,False,W-004180,0.9972625970840454
W-000356,False,W-004526,0.9960554838180542
W-000357,False,W-002817,1.0
W-000358,False,W-002818,1.0
W-000359,False,W-002819,1.0
W-000360,False,W-001590,0.9999997615814209
W-000361,False,W-001591,0.9999998807907104
W-000362,False,W-001592,0.9999998807907104
W-000363,False,W-002454,0.9913791418075562
W-000364,False,W-001594,1.0
W-000365,False,W-001595,0.9999997615814209
W-000366,False,W-001596,0.9999998807907104
W-000367,False,W-001597,0.9999998807907104
W-000368,False,W-003683,0.9956062436103821
W-000369,True,W-002601,0.9986720085144043
W-000370,False,W-000001,0.9933499097824097
W-000371,False,W-000002,0.994479238986969
W-000372,False,W-001227,0.9960095286369324
W-000373,False,W-004186,0.9946326613426208
W-000374,False,W-002834,0.9999999403953552
W-000375,False,W-001605,1.0
W-000376,False,W-002836,0.9999999403953552
W-000377,False,W-002837,1.0
W-000378,False,W-002838,0.9999999403953552
W-000379,False,W-001609,0.9999997615814209
W-000380,False,W-001610,0.9999998807907104
W-000381,False,W-001611,1.0
W-000382,False,W-001612,1.0
W-000383,False,W-001244,0.9934585690498352
W-000384,False,W-001614,1.0
W-000385,False,W-004210,0.996570348739624
W-000386,False,W-001241,0.9966683387756348
W-000387,False,W-000744,0.9992762207984924
W-000388,False,W-004201,0.9939121007919312
W-000389,False,W-003341,0.9933379888534546
W-000390,False,W-000021,0.9917834997177124
W-000391,False,W-002851,0.9999998807907104
W-000392,False,W-002852,0.9999998807907104
W-000393,False,W-001623,1.0
W-000394,False,W-001624,0.9999999403953552
W-000395,False,W-002855,1.0
W-000396,False,W-001626,1.0
W-000397,False,W-001627,1.0
W-000398,False,W-001628,1.0
W-000399,False,W-001629,0.9999998211860657
W-000400,False,W-001630,0.9999999403953552
W-000401,False,W-001631,1.0
W-000402,False,W-001263,0.9955774545669556
W-000403,False,W-001258,0.9954078793525696
W-000404,False,W-002495,0.9971358776092529
W-000405,False,W-001266,0.9950113296508789
W-000406,False,W-002491,0.9959155321121216
W-000407,False,W-004589,0.9944966435432434
W-000408,False,W-002868,0.9999997615814209
W-000409,False,W-002869,1.0
W-000410,False,W-002870,0.9999998807907104
W-000411,False,W-001641,0.9999998807907104
W-000412,False,W-002872,0.9999997615814209
W-000413,False,W-001643,0.9999998807907104
W-000414,False,W-001644,0.9999998807907104
W-000415,False,W-001645,0.9999999403953552
W-000416,False,W-001646,1.0
W-000417,False,W-001647,0.9999998211860657
W-000418,False,W-001648,1.0
W-000419,False,W-004601,0.9951348304748535
W-000420,False,W-001785,0.9887024760246277
W-000421,False,W-001282,0.9963041543960571
W-000422,False,W-003368,0.9990889430046082
W-000423,False,W-004236,0.996490478515625
W-000424,False,W-004606,0.9951587915420532
W-000425,False,W-001655,1.0
W-000426,False,W-001656,1.0
W-000427,False,W-001657,1.0
W-000428,False,W-001658,1.0
W-000429,False,W-001659,1.0
W-000430,False,W-003751,0.9940688014030457
W-000431,False,W-001661,1.0
W-000432,False,W-001662,0.9999997615814209
W-000433,False,W-003748,0.9954861402511597
W-000434,False,W-001664,1.0
W-000435,False,W-001296,0.992493748664856
W-000436,False,W-002527,0.9966634511947632
W-000437,False,W-003032,0.9955402612686157
W-000438,False,W-004608,0.9977445602416992
W-000439,False,W-004621,0.9922537803649902
W-000440,False,W-000071,0.9921602010726929
W-000441,False,W-000072,0.9956030249595642
W-000442,False,W-002902,0.9999999403953552
W-000443,False,W-001673,1.0
W-000444,False,W-002904,0.9999998807907104
W-000445,False,W-002905,1.0
W-000446,False,W-002906,0.9999999403953552
W-000447,False,W-002538,0.9955563545227051
W-000448,False,W-001678,0.9999997615814209
W-000449,False,W-001679,0.9999999403953552
W-000450,False,W-001680,1.0
W-000451,False,W-001681,0.9999997615814209
W-000452,False,W-001682,1.0
W-000453,False,W-002544,0.9962356090545654
W-000454,False,W-004636,0.9926589727401733
W-000455,False,W-004625,0.9964113235473633
W-000456,False,W-000087,0.9967116117477417
W-000457,False,W-003772,0.9949513673782349
W-000458,False,W-004271,0.9951669573783875
W-000459,False,W-002919,0.9999998807907104
W-000460,False,W-001690,1.0
W-000461,False,W-002921,1.0
W-000462,False,W-002922,0.9999999403953552
W-000463,False,W-001693,0.9999998807907104
W-000464,False,W-001694,0.9999998807907104
W-000465,False,W-001695,1.0
W-000466,False,W-001696,1.0
W-000467,False,W-001697,1.0
W-000468,False,W-001698,1.0
W-000469,False,W-001699,1.0
W-000470,False,W-001331,0.9934121966362
W-000471,False,W-000102,0.9916539788246155
W-000472,False,W-004654,0.9933580160140991
W-000473,False,W-003788,0.9962659478187561
W-000474,False,W-001329,0.9978163242340088
W-000475,False,W-000106,0.9952753782272339
W-000476,False,W-002936,1.0
W-000477,False,W-001707,1.0
W-000478,False,W-002938,1.0
W-000479,False,W-001709,1.0
W-000480,False,W-001710,1.0
W-000481,False,W-001711,0.9999997019767761
W-000482,False,W-003803,0.9951382875442505
W-000483,False,W-001713,1.0
W-000484,False,W-001714,0.9999997615814209
W-000485,False,W-001715,1.0
W-000486,False,W-001716,1.0
W-000487,False,W-001348,0.9960960149765015
W-000488,False,W-004301,0.9942878484725952
W-000489,False,W-001854,0.9975991249084473
W-000490,False,W-002575,0.9940493106842041
W-000491,False,W-002576,0.9962016344070435
W-000492,False,W-004311,0.9989814758300781
W-000493,False,W-002953,1.0
W-000494,False,W-002954,0.9999998211860657
W-000495,False,W-001725,1.0
W-000496,False,W-001726,1.0
W-000497,False,W-001727,1.0
W-000498,False,W-001728,0.9999998807907104
W-000499,False,W-001729,1.0
W-000500,False,W-001730,1.0
W-000501,False,W-001731,1.0
W-000502,False,W-001732,1.0
W-000503,False,W-001733,0.9999996423721313
W-000504,False,W-004323,0.999484658241272
W-000505,False,W-002596,0.9930508136749268
W-000506,False,W-000137,0.9965015649795532
W-000507,False,W-001362,0.99468994140625
W-000508,False,W-003103,0.9980385899543762
W-000509,False,W-002594,0.9952182769775391
W-000510,False,W-001740,1.0
W-000511,False,W-001741,1.0
W-000512,False,W-002972,1.0
W-000513,False,W-002973,1.0
W-000514,False,W-002974,1.0
W-000515,False,W-001745,1.0
W-000516,False,W-001746,1.0
W-000517,False,W-001747,1.0
W-000518,False,W-001748,0.9999998807907104
W-000519,False,W-001749,0.9999999403953552
W-000520,False,W-001750,1.0
W-000521,False,W-001382,0.9941627979278564
W-000522,False,W-002613,0.9913803339004517
W-000523,False,W-004336,0.9960891604423523
W-000524,False,W-002246,0.9921975135803223
W-000525,False,W-002610,0.9971640110015869
W-000526,False,W-000157,0.9964293837547302
W-000527,False,W-001757,1.0
W-000528,False,W-001758,0.9999998211860657
W-000529,False,W-002989,1.0
W-000530,False,W-002990,1.0
W-000531,False,W-001761,1.0
W-000532,False,W-001762,1.0
W-000533,False,W-001763,1.0
W-000534,False,W-001764,1.0
W-000535,False,W-001765,1.0
W-000536,False,W-001766,1.0
W-000537,False,W-001767,1.0
W-000538,False,W-001399,0.9957551956176758
W-000539,False,W-000182,0.9992265701293945
W-000540,False,W-000171,0.995292067527771
W-000541,False,W-000172,0.9944380521774292
W-000542,False,W-000173,0.9948709011077881
W-000543,False,W-004356,0.9925606846809387
W-000544,False,W-003004,1.0
W-000545,False,W-001775,1.0
W-000546,False,W-003006,1.0
W-000547,False,W-003007,0.9999998807907104
W-000548,False,W-001778,1.0
W-000549,False,W-001779,0.9999998807907104
W-000550,False,W-001780,1.0
W-000551,False,W-001781,1.0
W-000552,False,W-001782,1.0
W-000553,False,W-001783,1.0
W-000554,False,W-001784,1.0
W-000555,False,W-002640,0.9968715906143188
W-000556,False,W-002641,0.9964193105697632
W-000557,False,W-003860,0.9988306760787964
W-000558,False,W-004371,0.9949969053268433
W-000559,False,W-001414,0.996242880821228
W-000560,False,W-000191,0.9936925172805786
W-000561,False,W-001791,1.0
W-000562,False,W-001792,1.0
W-000563,False,W-001793,1.0
W-000564,False,W-001794,1.0
W-000565,False,W-001795,1.0
W-000566,False,W-001796,0.9999998211860657
W-000567,False,W-001797,1.0
W-000568,False,W-001798,0.9999997615814209
W-000569,False,W-001799,1.0
W-000570,False,W-001800,0.9999998807907104
W-000571,False,W-001801,1.0
W-000572,False,W-001433,0.9944700598716736
W-000573,False,W-001428,0.9946191310882568
W-000574,False,W-004036,0.9991297721862793
W-000575,False,W-001436,0.9921307563781738
W-000576,False,W-002667,0.9962316751480103
W-000577,False,W-003529,0.993349552154541
W-000578,False,W-003038,1.0
W-000579,False,W-001809,0.9999998807907104
W-000580,False,W-001810,1.0
W-000581,False,W-003041,1.0
W-000582,False,W-003042,1.0
W-000583,False,W-001813,0.9999998211860657
W-000584,False,W-003899,0.9943945407867432
W-000585,False,W-001815,1.0
W-000586,False,W-001816,1.0
W-000587,False,W-001817,0.9999998807907104
W-000588,False,W-001818,1.0
W-000589,False,W-003541,0.9945335388183594
W-000590,False,W-003185,0.9969323873519897
W-000591,False,W-002676,0.9967378377914429
W-000592,False,W-000949,0.9994093179702759
W-000593,False,W-004406,0.9952053427696228
W-000594,False,W-004776,0.9932378530502319
W-000595,False,W-003055,1.0
W-000596,False,W-001826,1.0
W-000597,False,W-001827,1.0
W-000598,False,W-003058,1.0
W-000599,False,W-003059,1.0
W-000600,False,W-001830,1.0
W-000601,False,W-001831,0.9999998807907104
W-000602,False,W-001832,1.0
W-000603,False,W-001833,1.0
W-000604,False,W-001834,0.9999997615814209
W-000605,False,W-001835,0.9999998807907104
W-000606,False,W-001467,0.9968901872634888
W-000607,False,W-001462,0.9949029684066772
W-000608,False,W-003923,0.997888445854187
W-000609,False,W-003561,0.9960108995437622
W-000610,False,W-001471,0.995541512966156
W-000611,False,W-000242,0.9957388639450073
W-000612,False,W-003072,1.0
W-000613,False,W-003073,1.0
W-000614,False,W-001844,1.0
W-000615,False,W-001845,1.0
W-000616,False,W-001846,1.0
W-000617,False,W-001847,1.0
W-000618,False,W-001848,1.0
W-000619,False,W-001849,1.0
W-000620,False,W-003425,0.9934000372886658
W-000621,False,W-001851,0.9999999403953552
W-000622,False,W-004804,0.9948075413703918
W-000623,False,W-001484,0.9936953783035278
W-000624,False,W-004806,0.9923158288002014
W-000625,False,W-004795,0.9931716918945312
W-000626,False,W-000257,0.9947646856307983
W-000627,False,W-003573,0.9993513822555542
W-000628,False,W-004441,0.9959770441055298
W-000629,False,W-003089,1.0
W-000630,False,W-001860,0.9999999403953552
W-000631,False,W-003091,1.0
W-000632,False,W-001862,1.0
W-000633,False,W-003093,1.0
W-000634,False,W-001864,1.0
W-000635,False,W-001865,0.9999999403953552
W-000636,False,W-001866,1.0
W-000637,False,W-001867,1.0
W-000638,False,W-001868,1.0
W-000639,False,W-001869,1.0
W-000640,False,W-002731,0.993921160697937
W-000641,False,W-000272,0.9962877035140991
W-000642,False,W-003237,0.9976524710655212
W-000643,False,W-004813,0.9955704212188721
W-000644,False,W-002366,0.993618369102478
W-000645,False,W-001506,0.9930461645126343
W-000646,False,W-001876,0.9999997615814209
W-000647,False,W-003107,1.0
W-000648,False,W-001878,1.0
W-000649,False,W-003109,1.0
W-000650,False,W-003110,1.0
W-000651,False,W-001881,1.0
W-000652,False,W-001882,1.0
W-000653,False,W-001883,1.0
W-000654,False,W-001884,0.9999996423721313
W-000655,False,W-001885,0.9999997615814209
W-000656,False,W-001886,1.0
W-000657,False,W-002748,0.9965237975120544
W-000658,False,W-000289,0.9938668012619019
W-000659,False,W-003974,0.9959304928779602
W-000660,False,W-000291,0.9951572418212891
W-000661,False,W-004831,0.9973152279853821
W-000662,False,W-002747,0.9942508935928345
W-000663,False,W-001893,1.0
W-000664,False,W-001894,0.9999999403953552
W-000665,False,W-001895,1.0
W-000666,False,W-001896,1.0
W-000667,False,W-003127,1.0
W-000668,False,W-001898,1.0
W-000669,False,W-001899,1.0
W-000670,False,W-001900,0.9999998807907104
W-000671,False,W-001901,0.9999998807907104
W-000672,False,W-001902,1.0
W-000673,False,W-001903,1.0
W-000674,False,W-004856,0.995579719543457
W-000675,False,W-001536,0.9902908802032471
W-000676,False,W-000307,0.9955313801765442
W-000677,False,W-002399,0.991750955581665
W-000678,False,W-002763,0.998085618019104
W-000679,False,W-002764,0.9965994954109192
W-000680,False,W-003140,1.0
W-000681,False,W-003141,1.0
W-000682,False,W-001912,1.0
W-000683,False,W-003143,1.0
W-000684,False,W-001914,1.0
W-000685,False,W-001915,1.0
W-000686,False,W-001916,1.0
W-000687,False,W-001917,1.0
W-000688,False,W-001918,0.9999997615814209
W-000689,False,W-001919,1.0
W-000690,False,W-001920,1.0
W-000691,False,W-001552,0.9966539144515991
W-000692,False,W-000323,0.9949336647987366
W-000693,False,W-001548,0.9963475465774536
W-000694,False,W-004876,0.9933540225028992
W-000695,False,W-002780,0.9950776696205139
W-000696,False,W-001551,0.9953657984733582
W-000697,False,W-003157,0.9999998211860657
W-000698,False,W-001928,1.0
W-000699,False,W-001929,1.0
W-000700,False,W-001930,1.0
W-000701,False,W-001931,1.0
W-000702,False,W-001932,0.9999997615814209
W-000703,False,W-001933,0.9999997615814209
W-000704,False,W-001934,1.0
W-000705,False,W-001935,0.9999999403953552
W-000706,False,W-001936,0.9999998807907104
W-000707,True,W-000708,0.9920154809951782
W-000708,True,W-000707,0.9920154809951782
W-000709,False,W-003298,0.9993627071380615
W-000710,False,W-002801,0.996286153793335
W-000711,False,W-000342,0.9962952136993408
W-000712,False,W-002797,0.9962166547775269
W-000713,False,W-003308,0.9961844086647034
W-000714,False,W-003174,1.0
W-000715,False,W-001945,1.0
W-000716,False,W-001946,1.0
W-000717,False,W-003177,1.0
W-000718,False,W-003178,0.9999998807907104
W-000719,False,W-001949,1.0
W-000720,False,W-001950,0.9999998211860657
W-000721,False,W-002665,0.9990500211715698
W-000722,False,W-001952,1.0
W-000723,False,W-001953,0.9999998807907104
W-000724,False,W-001954,0.9999997615814209
W-000725,False,W-002810,0.9929863214492798
W-000726,False,W-000357,0.9918155670166016
W-000727,False,W-003679,0.9952993392944336
W-000728,False,W-004541,0.9943175315856934
W-000729,False,W-000360,0.9961687922477722
W-000730,False,W-004045,0.9952360391616821
W-000731,False,W-003191,1.0
W-000732,False,W-003192,1.0
W-000733,False,W-003193,0.9999998807907104
W-000734,False,W-003194,1.0
W-000735,False,W-001965,1.0
W-000736,False,W-001966,1.0
W-000737,False,W-001967,1.0
W-000738,False,W-001968,1.0
W-000739,False,W-001969,1.0
W-000740,False,W-001970,1.0
W-000741,False,W-001971,0.9999998807907104
