work_id,lifecycle_stage,family,normalized_strength_0_100,weight_pct,contribution_points,policy_version
W-000005,EXECUTION,ANOMALY,15.771428571428572,10,1.5771428571428572,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000005,EXECUTION,PEER_DEVIATION,16.85917370057752,10,1.685917370057752,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000005,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000005,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000005,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000005,EXECUTION,COMPLIANCE,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000005,EXECUTION,COST_OVERRUN_PREDICTION,45.371428571428574,5,2.2685714285714287,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000006,EXECUTION,ANOMALY,29.485714285714288,10,2.948571428571429,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000006,EXECUTION,PEER_DEVIATION,40.89293647267881,10,4.089293647267881,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000006,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000006,EXECUTION,PAYMENT_EXECUTION,6.399999999999996,25,1.5999999999999988,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000006,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000006,EXECUTION,COMPLIANCE,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000006,EXECUTION,COST_OVERRUN_PREDICTION,24.342857142857145,5,1.2171428571428573,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000007,EXECUTION,ANOMALY,59.199999999999996,10,5.92,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000007,EXECUTION,PEER_DEVIATION,8.829409151488228,10,0.8829409151488228,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000007,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000007,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000007,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000007,EXECUTION,COMPLIANCE,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000007,EXECUTION,COST_OVERRUN_PREDICTION,13.485714285714288,5,0.6742857142857145,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000008,EXECUTION,ANOMALY,70.39999999999999,10,7.039999999999999,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000008,EXECUTION,PEER_DEVIATION,48.533984895601954,10,4.853398489560195,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000008,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000008,EXECUTION,PAYMENT_EXECUTION,5.866666666666674,25,1.4666666666666686,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000008,EXECUTION,OBSERVED_CONDITIONS,80.0,20,16.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000008,EXECUTION,COMPLIANCE,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000008,EXECUTION,COST_OVERRUN_PREDICTION,18.514285714285712,5,0.9257142857142856,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000009,COMPLETION,ANOMALY,28.960755813953487,5,1.4480377906976745,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000009,COMPLETION,PEER_DEVIATION,71.25721901377166,5,3.5628609506885827,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000009,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000009,COMPLETION,PAYMENT_EXECUTION,12.53333333333334,10,1.253333333333334,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000009,COMPLETION,OBSERVED_CONDITIONS,0.0,50,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000009,COMPLETION,COMPLIANCE,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000010,COMPLETION,ANOMALY,55.12354651162791,5,2.7561773255813957,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000010,COMPLETION,PEER_DEVIATION,15.270990670812973,5,0.7635495335406486,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000010,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000010,COMPLETION,PAYMENT_EXECUTION,2.666666666666667,10,0.2666666666666667,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000010,COMPLETION,OBSERVED_CONDITIONS,100.0,50,50.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000010,COMPLETION,COMPLIANCE,80.0,20,16.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000011,COMPLETION,ANOMALY,0.944767441860465,5,0.047238372093023256,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000011,COMPLETION,PEER_DEVIATION,13.48289649044869,5,0.6741448245224345,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000011,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000011,COMPLETION,PAYMENT_EXECUTION,2.933333333333337,10,0.2933333333333337,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000011,COMPLETION,OBSERVED_CONDITIONS,0.0,50,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000011,COMPLETION,COMPLIANCE,80.0,20,16.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000012,COMPLETION,ANOMALY,17.296511627906977,5,0.8648255813953489,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000012,COMPLETION,PEER_DEVIATION,16.99244780097734,5,0.8496223900488671,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000012,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000012,COMPLETION,PAYMENT_EXECUTION,3.7333333333333294,10,0.3733333333333329,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000012,COMPLETION,OBSERVED_CONDITIONS,100.0,50,50.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000012,COMPLETION,COMPLIANCE,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000013,COMPLETION,ANOMALY,15.007267441860463,5,0.7503633720930232,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000013,COMPLETION,PEER_DEVIATION,54.34251443802754,5,2.717125721901377,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000013,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000013,COMPLETION,PAYMENT_EXECUTION,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000013,COMPLETION,OBSERVED_CONDITIONS,0.0,50,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000013,COMPLETION,COMPLIANCE,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000014,COMPLETION,ANOMALY,92.26017441860465,5,4.613008720930233,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000014,COMPLETION,PEER_DEVIATION,76.499333629498,5,3.8249666814748995,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000014,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000014,COMPLETION,PAYMENT_EXECUTION,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000014,COMPLETION,OBSERVED_CONDITIONS,100.0,50,50.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000014,COMPLETION,COMPLIANCE,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000015,COMPLETION,ANOMALY,42.07848837209303,5,2.1039244186046515,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000015,COMPLETION,PEER_DEVIATION,36.11728120835184,5,1.805864060417592,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000015,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000015,COMPLETION,PAYMENT_EXECUTION,6.533333333333341,10,0.6533333333333341,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000015,COMPLETION,OBSERVED_CONDITIONS,0.0,50,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000015,COMPLETION,COMPLIANCE,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000016,COMPLETION,ANOMALY,91.31540697674419,5,4.565770348837209,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000016,COMPLETION,PEER_DEVIATION,77.86539315859618,5,3.893269657929809,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000016,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000016,COMPLETION,PAYMENT_EXECUTION,14.933333333333337,10,1.4933333333333336,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000016,COMPLETION,OBSERVED_CONDITIONS,0.0,50,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000016,COMPLETION,COMPLIANCE,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000017,COMPLETION,ANOMALY,14.353197674418606,5,0.7176598837209304,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000017,COMPLETION,PEER_DEVIATION,8.251888049755664,5,0.4125944024877832,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000017,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000017,COMPLETION,PAYMENT_EXECUTION,1.6000000000000039,10,0.1600000000000004,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000017,COMPLETION,OBSERVED_CONDITIONS,0.0,50,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000017,COMPLETION,COMPLIANCE,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000018,COMPLETION,ANOMALY,67.73255813953489,5,3.386627906976744,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000018,COMPLETION,PEER_DEVIATION,83.64060417592182,5,4.182030208796091,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000018,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000018,COMPLETION,PAYMENT_EXECUTION,15.866666666666674,10,1.5866666666666673,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000018,COMPLETION,OBSERVED_CONDITIONS,0.0,50,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000018,COMPLETION,COMPLIANCE,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000019,COMPLETION,ANOMALY,14.498546511627907,5,0.7249273255813954,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000019,COMPLETION,PEER_DEVIATION,42.492225677476675,5,2.124611283873834,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000019,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000019,COMPLETION,PAYMENT_EXECUTION,7.466666666666659,10,0.7466666666666658,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000019,COMPLETION,OBSERVED_CONDITIONS,0.0,50,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000019,COMPLETION,COMPLIANCE,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000020,PRE_SANCTION,ANOMALY,86.34538152610442,30,25.903614457831328,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000020,PRE_SANCTION,PEER_DEVIATION,0.0,25,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000020,PRE_SANCTION,DUPLICATE_REVIEW,0.0,25,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000021,PRE_SANCTION,ANOMALY,52.208835341365464,30,15.66265060240964,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000021,PRE_SANCTION,PEER_DEVIATION,0.0,25,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000021,PRE_SANCTION,DUPLICATE_REVIEW,0.0,25,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000022,EXECUTION,ANOMALY,75.88571428571429,10,7.588571428571429,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000022,EXECUTION,PEER_DEVIATION,24.055975122167926,10,2.4055975122167923,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000022,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000022,EXECUTION,PAYMENT_EXECUTION,3.733333333333339,25,0.9333333333333349,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000022,EXECUTION,OBSERVED_CONDITIONS,80.0,20,16.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000022,EXECUTION,COMPLIANCE,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000022,EXECUTION,COST_OVERRUN_PREDICTION,19.142857142857142,5,0.9571428571428571,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000023,EXECUTION,ANOMALY,93.42857142857143,10,9.342857142857143,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000023,EXECUTION,PEER_DEVIATION,63.14971123944913,10,6.314971123944913,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000023,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000023,EXECUTION,PAYMENT_EXECUTION,7.866666666666674,25,1.9666666666666686,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000023,EXECUTION,OBSERVED_CONDITIONS,80.0,20,16.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000023,EXECUTION,COMPLIANCE,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000023,EXECUTION,COST_OVERRUN_PREDICTION,54.51428571428571,5,2.7257142857142855,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000024,EXECUTION,ANOMALY,90.51428571428572,10,9.051428571428572,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000024,EXECUTION,PEER_DEVIATION,81.1195024433585,10,8.11195024433585,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000024,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000024,EXECUTION,PAYMENT_EXECUTION,16.133333333333326,25,4.033333333333331,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000024,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000024,EXECUTION,COMPLIANCE,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000024,EXECUTION,COST_OVERRUN_PREDICTION,46.57142857142857,5,2.3285714285714283,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000025,EXECUTION,ANOMALY,6.571428571428571,10,0.657142857142857,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000025,EXECUTION,PEER_DEVIATION,55.00888494002666,10,5.500888494002665,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000025,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000025,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000025,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000025,EXECUTION,COMPLIANCE,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000025,EXECUTION,COST_OVERRUN_PREDICTION,59.71428571428572,5,2.985714285714286,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000026,EXECUTION,ANOMALY,47.37142857142857,10,4.737142857142857,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000026,EXECUTION,PEER_DEVIATION,79.60906263882718,10,7.960906263882719,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000026,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000026,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000026,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000026,EXECUTION,COMPLIANCE,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000026,EXECUTION,COST_OVERRUN_PREDICTION,6.0,5,0.3,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000027,EXECUTION,ANOMALY,89.42857142857143,10,8.942857142857143,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000027,EXECUTION,PEER_DEVIATION,30.442025766326076,10,3.0442025766326077,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000027,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000027,EXECUTION,PAYMENT_EXECUTION,2.933333333333337,25,0.7333333333333343,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000027,EXECUTION,OBSERVED_CONDITIONS,80.0,20,16.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000027,EXECUTION,COMPLIANCE,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000027,EXECUTION,COST_OVERRUN_PREDICTION,84.22857142857143,5,4.211428571428571,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000028,EXECUTION,ANOMALY,17.542857142857144,10,1.7542857142857144,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000028,EXECUTION,PEER_DEVIATION,85.08440693025322,10,8.508440693025323,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000028,EXECUTION,DUPLICATE_REVIEW,0.0,15,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000028,EXECUTION,PAYMENT_EXECUTION,0.0,25,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000028,EXECUTION,OBSERVED_CONDITIONS,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000028,EXECUTION,COMPLIANCE,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000028,EXECUTION,COST_OVERRUN_PREDICTION,64.34285714285714,5,3.217142857142857,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000029,COMPLETION,ANOMALY,97.05668604651163,5,4.852834302325581,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000029,COMPLETION,PEER_DEVIATION,89.96001776988005,5,4.498000888494002,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000029,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000029,COMPLETION,PAYMENT_EXECUTION,20.0,10,2.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000029,COMPLETION,OBSERVED_CONDITIONS,100.0,50,50.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000029,COMPLETION,COMPLIANCE,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000030,COMPLETION,ANOMALY,22.238372093023255,5,1.1119186046511629,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000030,COMPLETION,PEER_DEVIATION,40.78187472234562,5,2.0390937361172807,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000030,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000030,COMPLETION,PAYMENT_EXECUTION,6.799999999999992,10,0.6799999999999992,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000030,COMPLETION,OBSERVED_CONDITIONS,0.0,50,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000030,COMPLETION,COMPLIANCE,0.0,20,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000031,COMPLETION,ANOMALY,8.829941860465116,5,0.44149709302325574,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000031,COMPLETION,PEER_DEVIATION,31.630386494891162,5,1.581519324744558,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000031,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000031,COMPLETION,PAYMENT_EXECUTION,5.73333333333333,10,0.573333333333333,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000031,COMPLETION,OBSERVED_CONDITIONS,0.0,50,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000031,COMPLETION,COMPLIANCE,80.0,20,16.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000032,COMPLETION,ANOMALY,93.09593023255815,5,4.654796511627907,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000032,COMPLETION,PEER_DEVIATION,87.27232341181697,5,4.3636161705908485,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000032,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000032,COMPLETION,PAYMENT_EXECUTION,18.133333333333326,10,1.8133333333333326,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000032,COMPLETION,OBSERVED_CONDITIONS,100.0,50,50.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000032,COMPLETION,COMPLIANCE,80.0,20,16.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000033,COMPLETION,ANOMALY,39.68023255813954,5,1.984011627906977,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000033,COMPLETION,PEER_DEVIATION,41.814749000444245,5,2.0907374500222122,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000033,COMPLETION,DUPLICATE_REVIEW,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
W-000033,COMPLETION,PAYMENT_EXECUTION,0.0,10,0.0,REVIEW_PRIORITY_POLICY_V0_1_DEMO_V2
