work_id,lifecycle_stage,anomaly_unusualness,within_lifecycle_percentile_0_100,anomaly_flag,peer_robust_deviation
W-001541,PRE_SANCTION,0.5083854281570241,72.28915662650603,False,
W-001560,PRE_SANCTION,0.5580736055718967,92.9718875502008,False,
W-001561,PRE_SANCTION,0.4882094319538953,45.98393574297189,False,
W-001580,PRE_SANCTION,0.49212721054699954,52.610441767068274,False,
W-001581,PRE_SANCTION,0.4811477742643814,31.32530120481928,False,
W-001600,PRE_SANCTION,0.49257843644259436,53.81526104417671,False,
W-001601,PRE_SANCTION,0.4950066125634528,56.827309236947784,False,
W-001620,PRE_SANCTION,0.4731246725633185,14.257028112449799,False,
W-001621,PRE_SANCTION,0.5530672350959608,90.96385542168674,False,
W-001640,PRE_SANCTION,0.4728072006557049,13.654618473895583,False,
W-001641,PRE_SANCTION,0.5145358015023027,76.30522088353415,False,
W-001660,PRE_SANCTION,0.5012665080170532,64.05622489959839,False,
W-001661,PRE_SANCTION,0.4784423971207076,25.100401606425706,False,
W-001680,PRE_SANCTION,0.4854704193022315,41.566265060240966,False,
W-001681,PRE_SANCTION,0.47687402341478985,22.289156626506024,False,
W-001700,PRE_SANCTION,0.48656293717574556,42.77108433734939,False,
W-001701,PRE_SANCTION,0.47155720145285646,11.847389558232932,False,
W-001720,PRE_SANCTION,0.4869987825115345,44.17670682730924,False,
W-001721,PRE_SANCTION,0.4792308252053619,26.506024096385545,False,
W-001740,PRE_SANCTION,0.5387556059000188,85.7429718875502,False,
W-001741,PRE_SANCTION,0.4752153343393591,18.67469879518072,False,
W-001760,PRE_SANCTION,0.5056620019115592,69.67871485943775,False,
W-001761,PRE_SANCTION,0.4804004659732748,29.31726907630522,False,
W-001780,PRE_SANCTION,0.5051723363838491,68.87550200803213,False,
W-001781,PRE_SANCTION,0.4618113072873738,4.417670682730924,False,
W-001800,PRE_SANCTION,0.4841413526898541,37.75100401606426,False,
W-001801,PRE_SANCTION,0.4958587636676466,58.032128514056225,False,
W-001820,PRE_SANCTION,0.5394285163568399,86.14457831325302,False,
W-001821,PRE_SANCTION,0.5490121450785865,90.36144578313254,False,
W-001840,PRE_SANCTION,0.6271984194097534,98.99598393574297,True,
W-001841,PRE_SANCTION,0.4791311377087605,26.305220883534137,False,
W-001860,PRE_SANCTION,0.49105934026576,50.20080321285141,False,
W-001861,PRE_SANCTION,0.486862981223392,43.97590361445783,False,
W-001880,PRE_SANCTION,0.4950824751423668,57.028112449799195,False,
W-001881,PRE_SANCTION,0.4958488912786102,57.831325301204814,False,
W-001900,PRE_SANCTION,0.523906832321979,79.31726907630522,False,
W-001901,PRE_SANCTION,0.478570471172026,25.301204819277107,False,
W-001920,PRE_SANCTION,0.4761115570767936,20.080321285140563,False,
W-001921,PRE_SANCTION,0.47439294314056674,16.867469879518072,False,
W-001940,PRE_SANCTION,0.6073393190258461,97.79116465863453,True,
W-001941,PRE_SANCTION,0.5283282638389395,81.92771084337349,False,
W-001960,PRE_SANCTION,0.4732900174321399,14.457831325301203,False,
W-001961,PRE_SANCTION,0.5175393019028083,78.1124497991968,False,
W-001980,PRE_SANCTION,0.6556468111011942,100.0,True,
W-001981,PRE_SANCTION,0.47698295831014037,22.690763052208833,False,
W-002000,PRE_SANCTION,0.5046328674062515,68.27309236947792,False,
W-002001,PRE_SANCTION,0.4904566486424419,49.59839357429719,False,
W-002020,PRE_SANCTION,0.48424123418229087,37.95180722891566,False,
W-002021,PRE_SANCTION,0.4538768848473234,0.4016064257028112,False,
W-002040,PRE_SANCTION,0.4631487524099961,5.421686746987952,False,
W-002041,PRE_SANCTION,0.46202326383556847,4.819277108433735,False,
W-002060,PRE_SANCTION,0.47697769624148734,22.48995983935743,False,
W-002061,PRE_SANCTION,0.47934246549680865,26.706827309236946,False,
W-002080,PRE_SANCTION,0.5003544395408798,63.45381526104418,False,
W-002081,PRE_SANCTION,0.5157742434701884,77.30923694779116,False,
W-002100,PRE_SANCTION,0.4833326537323241,36.54618473895582,False,
W-002101,PRE_SANCTION,0.5039983021155638,67.26907630522089,False,
W-002120,PRE_SANCTION,0.4816465323803422,33.33333333333333,False,
W-002121,PRE_SANCTION,0.48523397037516275,40.36144578313253,False,
W-002140,PRE_SANCTION,0.6196858049315115,98.39357429718876,True,
W-002141,PRE_SANCTION,0.5073587919213179,71.08433734939759,False,
W-002160,PRE_SANCTION,0.5257653207161322,80.72289156626506,False,
W-002161,PRE_SANCTION,0.4692813917286234,9.236947791164658,False,
W-002180,PRE_SANCTION,0.48083421489444395,30.522088353413658,False,
W-002181,PRE_SANCTION,0.4964894040808125,60.24096385542169,False,
W-002200,PRE_SANCTION,0.47653981037543647,20.883534136546185,False,
W-002201,PRE_SANCTION,0.5245768879565443,80.32128514056225,False,
W-002220,PRE_SANCTION,0.4892691102238848,47.99196787148594,False,
W-002221,PRE_SANCTION,0.5016464493107912,64.85943775100401,False,
W-002240,PRE_SANCTION,0.5338198069052809,84.33734939759037,False,
W-002241,PRE_SANCTION,0.4662745531531216,7.630522088353414,False,
W-002260,PRE_SANCTION,0.513045411382368,75.50200803212851,False,
W-002261,PRE_SANCTION,0.5288279937232145,82.93172690763052,False,
W-002280,PRE_SANCTION,0.5060405235357597,70.08032128514057,False,
W-002281,PRE_SANCTION,0.4923928085043728,53.21285140562249,False,
W-002300,PRE_SANCTION,0.46460717047448563,6.2248995983935735,False,
W-002301,PRE_SANCTION,0.463946185866077,5.8232931726907635,False,
W-002320,PRE_SANCTION,0.4765622723523556,21.285140562248998,False,
W-002321,PRE_SANCTION,0.4686530794901023,8.835341365461847,False,
W-002340,PRE_SANCTION,0.48436704837323546,38.35341365461847,False,
W-002341,PRE_SANCTION,0.4619510047458075,4.618473895582329,False,
W-002360,PRE_SANCTION,0.48082701593024035,30.32128514056225,False,
W-002361,PRE_SANCTION,0.4818879716924672,34.13654618473896,False,
W-002380,PRE_SANCTION,0.4853141924056305,40.76305220883534,False,
W-002381,PRE_SANCTION,0.481566558373385,32.730923694779115,False,
W-002400,PRE_SANCTION,0.511460176738254,73.89558232931726,False,
W-002401,PRE_SANCTION,0.5776764409294208,95.98393574297188,False,
W-002420,PRE_SANCTION,0.4752383946219714,19.076305220883537,False,
W-002421,PRE_SANCTION,0.46118122525158134,4.216867469879518,False,
W-002440,PRE_SANCTION,0.5071211798539133,70.88353413654619,False,
W-002441,PRE_SANCTION,0.4878605725435321,45.18072289156627,False,
W-002460,PRE_SANCTION,0.49114723330868526,50.401606425702816,False,
W-002461,PRE_SANCTION,0.48393157534697784,37.34939759036144,False,
W-002480,PRE_SANCTION,0.49637129411709296,59.63855421686747,False,
W-002481,PRE_SANCTION,0.5082745337313531,71.8875502008032,False,
W-002500,PRE_SANCTION,0.46008551683414806,3.2128514056224895,False,
W-002501,PRE_SANCTION,0.5285862068846369,82.73092369477911,False,
W-002520,PRE_SANCTION,0.5669400711253912,94.17670682730925,False,
W-002521,PRE_SANCTION,0.6274632092612086,99.19678714859438,True,
W-002540,PRE_SANCTION,0.5021508606234554,66.06425702811245,False,
W-002541,PRE_SANCTION,0.4748906107238112,18.072289156626507,False,
W-002560,PRE_SANCTION,0.5083471691917216,72.08835341365462,False,
W-002561,PRE_SANCTION,0.47988939089267624,27.91164658634538,False,
W-002580,PRE_SANCTION,0.5052209549086163,69.07630522088354,False,
W-002581,PRE_SANCTION,0.5453038729495795,87.95180722891565,False,
W-002600,PRE_SANCTION,0.4749018384323478,18.27309236947791,False,
W-002601,PRE_SANCTION,0.5498961212099756,90.56224899598394,False,
W-002620,PRE_SANCTION,0.49086810347011917,50.0,False,
W-002621,PRE_SANCTION,0.47635419394936585,20.682730923694777,False,
W-002640,PRE_SANCTION,0.47729035764732214,23.09236947791165,False,
W-002641,PRE_SANCTION,0.5239997923585352,79.71887550200803,False,
W-002660,PRE_SANCTION,0.4941001628920552,56.024096385542165,False,
W-002661,PRE_SANCTION,0.5137487721334069,75.90361445783132,False,
W-002680,PRE_SANCTION,0.45871095620821556,1.8072289156626504,False,
W-002681,PRE_SANCTION,0.4867761586252281,43.373493975903614,False,
W-002700,PRE_SANCTION,0.48821302896586666,46.1847389558233,False,
W-002701,PRE_SANCTION,0.5968701042250325,96.98795180722891,True,
W-002720,PRE_SANCTION,0.4550310164104117,0.8032128514056224,False,
W-002721,PRE_SANCTION,0.4741273077645004,15.863453815261044,False,
W-002740,PRE_SANCTION,0.5241069169754546,79.91967871485943,False,
W-002741,PRE_SANCTION,0.5318287566111451,83.73493975903614,False,
W-002761,PRE_SANCTION,0.49870918575335493,62.65060240963856,False,
W-002780,PRE_SANCTION,0.5558230378207589,92.3694779116466,False,
W-002781,PRE_SANCTION,0.5040538698879805,67.46987951807229,False,
W-002800,PRE_SANCTION,0.48841301934059755,46.787148594377506,False,
W-002801,PRE_SANCTION,0.4605670492193593,3.815261044176707,False,
W-002820,PRE_SANCTION,0.5119286083194852,74.29718875502009,False,
W-002821,PRE_SANCTION,0.5017613226164026,65.26104417670683,False,
W-002840,PRE_SANCTION,0.4977017234580717,61.44578313253012,False,
W-002841,PRE_SANCTION,0.5468292710498998,89.1566265060241,False,
W-002860,PRE_SANCTION,0.5686812691410379,94.77911646586345,False,
W-002861,PRE_SANCTION,0.5413395648881502,86.54618473895582,False,
W-002880,PRE_SANCTION,0.475382235282183,19.27710843373494,False,
W-002881,PRE_SANCTION,0.5980208646917128,97.38955823293173,True,
W-002900,PRE_SANCTION,0.5056415191376445,69.27710843373494,False,
W-002901,PRE_SANCTION,0.5978158420219456,97.18875502008032,True,
W-002920,PRE_SANCTION,0.4735428279719909,15.060240963855422,False,
W-002921,PRE_SANCTION,0.510156082790324,73.09236947791165,False,
W-002940,PRE_SANCTION,0.4800849577632946,28.313253012048197,False,
W-002941,PRE_SANCTION,0.47741954759145827,23.293172690763054,False,
W-002960,PRE_SANCTION,0.4672535391236634,7.83132530120482,False,
W-002961,PRE_SANCTION,0.501319813365642,64.2570281124498,False,
W-002980,PRE_SANCTION,0.5345097546919659,84.93975903614458,False,
W-002981,PRE_SANCTION,0.4727809076176133,13.253012048192772,False,
W-003000,PRE_SANCTION,0.4794182510584585,27.309236947791167,False,
W-003001,PRE_SANCTION,0.47013961495518075,10.040160642570282,False,
W-003020,PRE_SANCTION,0.49263836955149776,54.01606425702812,False,
W-003021,PRE_SANCTION,0.5446208430755528,87.14859437751004,False,
W-003040,PRE_SANCTION,0.5069771704763789,70.68273092369478,False,
W-003041,PRE_SANCTION,0.47454361104987,17.269076305220885,False,
W-003060,PRE_SANCTION,0.4765469238681908,21.084337349397593,False,
W-003061,PRE_SANCTION,0.49145411933076716,51.204819277108435,False,
W-003080,PRE_SANCTION,0.4706950407358136,10.441767068273093,False,
W-003081,PRE_SANCTION,0.47433196060096305,16.46586345381526,False,
W-003100,PRE_SANCTION,0.48728853681215645,44.377510040160644,False,
W-003101,PRE_SANCTION,0.4904359536041301,49.39759036144578,False,
W-003120,PRE_SANCTION,0.47600271941240935,19.67871485943775,False,
W-003121,PRE_SANCTION,0.4851492726962136,40.16064257028113,False,
W-003140,PRE_SANCTION,0.5725281433293966,95.78313253012048,False,
W-003141,PRE_SANCTION,0.4814976025755978,32.53012048192771,False,
W-003160,PRE_SANCTION,0.47717501243716365,22.89156626506024,False,
W-003161,PRE_SANCTION,0.4914076106464138,51.00401606425703,False,
W-003180,PRE_SANCTION,0.5154775761850956,77.10843373493977,False,
W-003181,PRE_SANCTION,0.6268682026706143,98.79518072289156,True,
W-003200,PRE_SANCTION,0.4903608833965254,49.19678714859438,False,
W-003201,PRE_SANCTION,0.5064317902032908,70.48192771084338,False,
W-003220,PRE_SANCTION,0.47278280428617736,13.453815261044177,False,
W-003221,PRE_SANCTION,0.561223709019051,93.77510040160642,False,
W-003240,PRE_SANCTION,0.48074518499294056,30.120481927710845,False,
W-003241,PRE_SANCTION,0.6211779899784133,98.59437751004016,True,
W-003260,PRE_SANCTION,0.4918246219855288,52.00803212851406,False,
W-003261,PRE_SANCTION,0.49246873622646714,53.41365461847389,False,
W-003280,PRE_SANCTION,0.5551654335775535,92.16867469879519,False,
W-003281,PRE_SANCTION,0.5889822178594798,96.5863453815261,True,
W-003300,PRE_SANCTION,0.4875016437055186,44.77911646586345,False,
W-003301,PRE_SANCTION,0.5014302562241839,64.45783132530121,False,
W-003320,PRE_SANCTION,0.45965633487737434,2.610441767068273,False,
W-003321,PRE_SANCTION,0.4687325162522428,9.036144578313253,False,
W-003340,PRE_SANCTION,0.47953915610333214,27.710843373493976,False,
W-003341,PRE_SANCTION,0.4984812306804157,62.24899598393574,False,
W-003360,PRE_SANCTION,0.5020246892851387,65.86345381526104,False,
W-003361,PRE_SANCTION,0.4538863356769529,0.6024096385542169,False,
W-003380,PRE_SANCTION,0.4702332674968056,10.240963855421686,False,
W-003381,PRE_SANCTION,0.4842772331615912,38.152610441767074,False,
W-003400,PRE_SANCTION,0.4883727316338296,46.58634538152611,False,
W-003401,PRE_SANCTION,0.5149668287712632,76.90763052208835,False,
W-003420,PRE_SANCTION,0.4639794010110167,6.024096385542169,False,
W-003421,PRE_SANCTION,0.4922870462718418,53.01204819277109,False,
W-003440,PRE_SANCTION,0.5109997366287911,73.69477911646585,False,
W-003441,PRE_SANCTION,0.6396930428778138,99.79919678714859,True,
W-003460,PRE_SANCTION,0.5658186294989433,93.97590361445783,False,
W-003461,PRE_SANCTION,0.4752231377760102,18.87550200803213,False,
W-003480,PRE_SANCTION,0.5241934516387626,80.12048192771084,False,
W-003481,PRE_SANCTION,0.5025901127982416,66.26506024096386,False,
W-003500,PRE_SANCTION,0.4862557717230502,42.369477911646584,False,
W-003501,PRE_SANCTION,0.46375492205412483,5.622489959839357,False,
W-003520,PRE_SANCTION,0.49174547150396963,51.606425702811244,False,
W-003521,PRE_SANCTION,0.5692687628108941,94.97991967871486,False,
W-003540,PRE_SANCTION,0.5548930125907156,91.76706827309236,False,
W-003541,PRE_SANCTION,0.4960820380160618,59.036144578313255,False,
W-003560,PRE_SANCTION,0.48186913646595403,33.93574297188755,False,
W-003561,PRE_SANCTION,0.5016921921148725,65.06024096385542,False,
W-003580,PRE_SANCTION,0.48622311560449644,42.168674698795186,False,
W-003581,PRE_SANCTION,0.4600257632034052,3.0120481927710845,False,
W-003600,PRE_SANCTION,0.5031445675526107,66.66666666666666,False,
W-003601,PRE_SANCTION,0.5166427318834159,77.71084337349397,False,
W-003620,PRE_SANCTION,0.45910919472795153,2.208835341365462,False,
W-003621,PRE_SANCTION,0.4827667872151816,35.34136546184739,False,
W-003640,PRE_SANCTION,0.47995654202850613,28.11244979919679,False,
W-003641,PRE_SANCTION,0.4961069965240801,59.23694779116466,False,
W-003660,PRE_SANCTION,0.5439154452775383,86.94779116465864,False,
W-003661,PRE_SANCTION,0.4727744103739404,13.052208835341366,False,
W-003680,PRE_SANCTION,0.480250803650382,28.714859437751006,False,
W-003681,PRE_SANCTION,0.5041182391760279,67.67068273092369,False,
W-003700,PRE_SANCTION,0.49362791551543705,55.22088353413655,False,
W-003701,PRE_SANCTION,0.495369045255121,57.42971887550201,False,
W-003720,PRE_SANCTION,0.48063933725566144,29.919678714859437,False,
W-003721,PRE_SANCTION,0.458805070594744,2.0080321285140563,False,
W-003740,PRE_SANCTION,0.48118819904519833,31.52610441767068,False,
W-003741,PRE_SANCTION,0.4725475815638531,12.248995983935743,False,
W-003760,PRE_SANCTION,0.5473627872679322,89.35742971887551,False,
W-003761,PRE_SANCTION,0.4836381282131847,36.94779116465863,False,
W-003780,PRE_SANCTION,0.5475722395827438,89.5582329317269,False,
W-003781,PRE_SANCTION,0.4816159027084339,33.13253012048193,False,
W-003800,PRE_SANCTION,0.491681471650313,51.40562248995983,False,
W-003801,PRE_SANCTION,0.5271830290772652,81.52610441767068,False,
W-003820,PRE_SANCTION,0.5865581368757162,96.3855421686747,True,
W-003821,PRE_SANCTION,0.46810834620720126,8.433734939759036,False,
W-003840,PRE_SANCTION,0.4731241733929035,14.056224899598394,False,
W-003841,PRE_SANCTION,0.485015484198519,39.959839357429715,False,
W-003860,PRE_SANCTION,0.5129960579165095,75.30120481927712,False,
W-003861,PRE_SANCTION,0.5189743307918085,78.3132530120482,False,
W-003880,PRE_SANCTION,0.5147133161565125,76.70682730923694,False,
W-003881,PRE_SANCTION,0.4980396457211824,61.84738955823293,False,
W-003900,PRE_SANCTION,0.49580273720261087,57.63052208835341,False,
W-003901,PRE_SANCTION,0.471165213239496,10.843373493975903,False,
W-003920,PRE_SANCTION,0.4979921185548807,61.64658634538153,False,
W-003921,PRE_SANCTION,0.4884819857563338,46.98795180722892,False,
W-003940,PRE_SANCTION,0.47817188205708083,24.497991967871485,False,
W-003941,PRE_SANCTION,0.5028663601034159,66.46586345381526,False,
W-003960,PRE_SANCTION,0.49136069982963787,50.80321285140562,False,
W-003961,PRE_SANCTION,0.5135958767962415,75.70281124497991,False,
W-003980,PRE_SANCTION,0.5479534165157929,89.7590361445783,False,
W-003981,PRE_SANCTION,0.48010111448547654,28.514056224899598,False,
