work_id,lifecycle_stage,iforest_score_samples_raw,iforest_unusualness_score,within_stage_anomaly_percentile_0_100,within_stage_rank,stage_population,peer_outlier_count,max_abs_peer_deviation,top_peer_deviation_metric
W-000023,EXECUTION,-0.4153742160136276,0.4153742160136276,24.5,605,801,1,6.2953333333332395,max_physical_progress_drop_pct_as_of
W-000024,COMPLETION,-0.4329044659080988,0.4329044659080988,49.273858921161825,979,1929,0,1.405733644859813,days_since_last_payment_as_of
W-000025,COMPLETION,-0.508947022880184,0.508947022880184,92.42738589211618,147,1929,0,1.82115,sanctioned_amount_inr
W-000026,EXECUTION,-0.4257075977668414,0.4257075977668414,36.875,506,801,0,1.3734225401442675,estimate_to_recommended_ratio
W-000027,EXECUTION,-0.49531645334548385,0.49531645334548385,87.75,99,801,2,18.80086846107629,sanction_to_estimate_ratio
W-000028,COMPLETION,-0.3912120382952056,0.3912120382952056,1.4522821576763485,1901,1929,0,1.8485718862179201,financial_overrun_pct_as_of
W-000029,EXECUTION,-0.4268285112232094,0.4268285112232094,38.375,494,801,0,1.518646507730814,physical_progress_velocity_pct_per_30d
W-000030,PRE_SANCTION,-0.4638709668276669,0.4638709668276669,37.174721189591075,170,270,0,2.0917827160493827,recommended_amount_inr
W-000031,EXECUTION,-0.4156126281203978,0.4156126281203978,24.625,604,801,0,1.13484625,sanctioned_amount_inr
W-000032,EXECUTION,-0.42537481949319655,0.42537481949319655,36.75,507,801,1,7.028999999999998,max_physical_progress_drop_pct_as_of
W-000033,COMPLETION,-0.4134417353607447,0.4134417353607447,21.109958506224068,1522,1929,0,1.4521311640951708,sanction_to_recommended_ratio
W-000034,COMPLETION,-0.4791108944962351,0.4791108944962351,85.52904564315352,280,1929,0,2.483446272909732,schedule_elapsed_ratio_as_of
W-000035,COMPLETION,-0.4017509925438031,0.4017509925438031,7.41701244813278,1786,1929,0,1.5052725724020444,released_payment_total_inr_as_of
W-000036,COMPLETION,-0.4293102060345335,0.4293102060345335,44.865145228215766,1064,1929,0,2.934091429374758,largest_payment_share_as_of
W-000037,EXECUTION,-0.4502609494151989,0.4502609494151989,61.625,308,801,0,2.0426380622837352,physical_progress_velocity_pct_per_30d
W-000038,PRE_SANCTION,-0.5582713713105313,0.5582713713105313,91.82156133828997,23,270,0,0.811222972972973,technical_estimate_amount_inr
W-000039,EXECUTION,-0.4823226431250644,0.4823226431250644,80.75,155,801,0,1.7800401755689503,expenditure_to_sanction_pct_as_of
W-000040,COMPLETION,-0.4510441944812843,0.4510441944812843,68.3609958506224,611,1929,0,2.1318023657366743,largest_payment_share_as_of
W-000041,COMPLETION,-0.39538456507109665,0.39538456507109665,3.319502074688797,1865,1929,0,3.484369023221704,largest_payment_share_as_of
W-000042,EXECUTION,-0.423426358306979,0.423426358306979,34.125,528,801,0,1.6402613636363634,expected_minus_physical_gap_pct_as_of
W-000043,PRE_SANCTION,-0.471294618303775,0.471294618303775,47.95539033457249,141,270,0,1.5607393465909092,recommended_amount_inr
W-000044,COMPLETION,-0.4181187634593541,0.4181187634593541,27.178423236514522,1405,1929,0,1.8979519134441996,financial_overrun_pct_as_of
W-000045,EXECUTION,-0.4179646406773345,0.4179646406773345,27.5,581,801,0,3.117570866141732,latest_physical_progress_pct_as_of
W-000046,COMPLETION,-0.3927181357518976,0.3927181357518976,2.0228215767634854,1890,1929,0,3.1164837520938025,financial_overrun_pct_as_of
W-000047,COMPLETION,-0.45400381452131255,0.45400381452131255,70.38381742738589,572,1929,0,2.1407139596601708,schedule_elapsed_ratio_as_of
W-000048,COMPLETION,-0.4072310084958806,0.4072310084958806,12.966804979253112,1679,1929,0,1.043746247885154,sanction_to_recommended_ratio
W-000049,COMPLETION,-0.46085827772335525,0.46085827772335525,75.67427385892117,470,1929,0,1.4190944542844623,sanction_to_estimate_ratio
W-000050,COMPLETION,-0.41169048802031344,0.41169048802031344,18.983402489626556,1563,1929,0,1.5969052356020943,released_payment_total_inr_as_of
W-000051,COMPLETION,-0.4121383602932923,0.4121383602932923,19.502074688796682,1553,1929,0,2.0684666666666667,sanctioned_amount_inr
W-000052,COMPLETION,-0.4758478783448282,0.4758478783448282,84.28423236514523,304,1929,0,3.1914902862613173,largest_payment_share_as_of
W-000053,EXECUTION,-0.45297710240498745,0.45297710240498745,64.375,286,801,2,4.522463547805201,schedule_elapsed_ratio_as_of
W-000054,COMPLETION,-0.4320860214694365,0.4320860214694365,48.184647302904565,1000,1929,1,4.221927322895912,largest_payment_share_as_of
W-000055,EXECUTION,-0.47723012525682923,0.47723012525682923,78.25,175,801,1,15.108799999999997,financial_minus_physical_gap_pct_as_of
W-000056,PRE_SANCTION,-0.48981949716172496,0.48981949716172496,62.45353159851301,102,270,0,0.6730996539792388,technical_estimate_amount_inr
W-000057,COMPLETION,-0.43158151140962525,0.43158151140962525,47.71784232365145,1009,1929,0,2.7812237128998185,expenditure_to_sanction_pct_as_of
W-000058,EXECUTION,-0.4965139672358044,0.4965139672358044,88.125,96,801,1,4.294094059405941,days_since_last_payment_as_of
W-000059,COMPLETION,-0.45574629116110776,0.45574629116110776,71.83609958506224,544,1929,0,3.4149123920222473,physical_progress_velocity_pct_per_30d
W-000060,COMPLETION,-0.4338549605675871,0.4338549605675871,50.518672199170126,955,1929,0,1.681201232898054,financial_overrun_pct_as_of
W-000061,COMPLETION,-0.3978683358904037,0.3978683358904037,4.253112033195021,1847,1929,0,1.865376629658404,financial_overrun_pct_as_of
W-000062,COMPLETION,-0.4473775323283518,0.4473775323283518,65.56016597510373,665,1929,0,2.6112303986859917,expenditure_to_sanction_pct_as_of
W-000063,COMPLETION,-0.44833143822016575,0.44833143822016575,66.39004149377594,649,1929,1,3.5866416372678174,physical_progress_velocity_pct_per_30d
W-000064,COMPLETION,-0.44598013875768316,0.44598013875768316,63.7448132780083,700,1929,0,2.985245869561976,physical_progress_velocity_pct_per_30d
W-000065,COMPLETION,-0.4071770355935114,0.4071770355935114,12.811203319502075,1682,1929,0,0.9166328483889347,schedule_elapsed_ratio_as_of
W-000066,COMPLETION,-0.42542993994943756,0.42542993994943756,38.64107883817427,1184,1929,0,1.8006373507635842,largest_payment_share_as_of
W-000067,COMPLETION,-0.39657145119799575,0.39657145119799575,3.7863070539419086,1856,1929,0,0.7764633913644261,physical_progress_velocity_pct_per_30d
W-000068,EXECUTION,-0.40031406990100193,0.40031406990100193,6.625,748,801,0,1.5988148148148154,financial_minus_physical_gap_pct_as_of
W-000069,COMPLETION,-0.4271849758605889,0.4271849758605889,41.33817427385892,1132,1929,0,1.8692764341346209,sanction_to_recommended_ratio
W-000070,COMPLETION,-0.44295956904437833,0.44295956904437833,61.09958506224066,751,1929,0,1.7393282735352134,sanction_to_recommended_ratio
W-000071,PRE_SANCTION,-0.5285659982845525,0.5285659982845525,85.13011152416357,41,270,0,1.3078731008969915,estimate_to_recommended_ratio
W-000072,COMPLETION,-0.41919221889865016,0.41919221889865016,29.149377593360995,1367,1929,0,1.762349966564917,expenditure_to_sanction_pct_as_of
W-000073,COMPLETION,-0.4325831517833655,0.4325831517833655,48.70331950207469,990,1929,0,2.1448665278778964,expenditure_to_sanction_pct_as_of
W-000074,PRE_SANCTION,-0.5481673478311244,0.5481673478311244,89.96282527881041,28,270,0,1.4183387476924418,estimate_to_recommended_ratio
W-000075,EXECUTION,-0.43767544282117454,0.43767544282117454,48.875,410,801,0,3.197212219227407,largest_payment_share_as_of
W-000076,EXECUTION,-0.48738854311215507,0.48738854311215507,84.125,128,801,2,12.472854319068777,physical_progress_velocity_pct_per_30d
W-000077,COMPLETION,-0.40027714648282686,0.40027714648282686,6.431535269709544,1805,1929,0,0.8771214441002457,expenditure_to_sanction_pct_as_of
W-000078,COMPLETION,-0.4194449109660091,0.4194449109660091,29.66804979253112,1357,1929,0,1.2291438652454336,estimate_to_recommended_ratio
W-000079,COMPLETION,-0.41939513617359647,0.41939513617359647,29.564315352697097,1359,1929,0,1.2971153846153876,latest_financial_progress_pct_as_of
W-000080,EXECUTION,-0.4202610152116681,0.4202610152116681,30.125,560,801,0,2.0335965052508844,largest_payment_share_as_of
W-000081,COMPLETION,-0.40629017111494325,0.40629017111494325,11.773858921161827,1702,1929,0,0.695988689788996,sanction_to_estimate_ratio
W-000082,COMPLETION,-0.4287626870742415,0.4287626870742415,43.72406639004149,1086,1929,1,6.162258910963702,largest_payment_share_as_of
W-000083,COMPLETION,-0.5143350014555578,0.5143350014555578,93.15352697095436,133,1929,1,3.6860019006835745,physical_progress_velocity_pct_per_30d
W-000084,EXECUTION,-0.4795508935775149,0.4795508935775149,79.5,165,801,1,3.5636665200668625,schedule_elapsed_ratio_as_of
W-000085,COMPLETION,-0.5326128796448846,0.5326128796448846,95.69502074688796,84,1929,0,2.1566555021654388,physical_progress_velocity_pct_per_30d
W-000086,EXECUTION,-0.486208525140657,0.486208525140657,83.5,133,801,3,10.948286585365853,days_since_last_payment_as_of
W-000087,EXECUTION,-0.41309199972852273,0.41309199972852273,21.875,626,801,0,1.8689615387768688,largest_payment_share_as_of
W-000088,COMPLETION,-0.471879294876566,0.471879294876566,82.83195020746888,332,1929,0,2.630969211465182,physical_progress_velocity_pct_per_30d
W-000089,EXECUTION,-0.5004030465823586,0.5004030465823586,89.125,88,801,2,8.217123015873016,days_since_last_payment_as_of
W-000090,COMPLETION,-0.5829551835394935,0.5829551835394935,98.39211618257261,32,1929,4,29.934137660807608,financial_overrun_pct_as_of
W-000091,COMPLETION,-0.4513763708029092,0.4513763708029092,68.67219917012449,605,1929,1,5.866545883171345,financial_overrun_pct_as_of
W-000092,COMPLETION,-0.47178805621874514,0.47178805621874514,82.78008298755186,333,1929,1,7.2405365605485645,financial_overrun_pct_as_of
W-000093,COMPLETION,-0.4045929441781544,0.4045929441781544,9.854771784232366,1739,1929,0,1.127043982646603,sanction_to_estimate_ratio
W-000094,EXECUTION,-0.44995550026778536,0.44995550026778536,61.125,312,801,1,8.094000000000008,max_physical_progress_drop_pct_as_of
W-000095,EXECUTION,-0.5366206561430908,0.5366206561430908,95.75,35,801,2,7.623305755395683,released_payment_total_inr_as_of
W-000096,COMPLETION,-0.4698585118257907,0.4698585118257907,81.84647302904564,351,1929,0,3.226647816813179,largest_payment_share_as_of
W-000097,EXECUTION,-0.41792102809913795,0.41792102809913795,27.375,582,801,0,1.47546875,days_since_last_payment_as_of
W-000098,PRE_SANCTION,-0.47036947694610126,0.47036947694610126,46.84014869888476,144,270,0,0.6900534368016273,estimate_to_recommended_ratio
W-000099,COMPLETION,-0.45363659061045497,0.45363659061045497,70.12448132780084,577,1929,0,1.601773786407767,released_payment_total_inr_as_of
W-000100,COMPLETION,-0.5344058230489849,0.5344058230489849,95.79875518672199,82,1929,2,19.231653424732546,sanction_to_estimate_ratio
W-000101,EXECUTION,-0.5898823610553209,0.5898823610553209,98.875,10,801,4,10.197638613861384,days_since_last_payment_as_of
W-000102,EXECUTION,-0.3899739341213519,0.3899739341213519,0.875,794,801,0,1.9316638150200878,sanction_to_estimate_ratio
W-000103,COMPLETION,-0.4060563006740907,0.4060563006740907,11.566390041493776,1706,1929,0,2.292287399310208,financial_overrun_pct_as_of
W-000104,EXECUTION,-0.42062290216346837,0.42062290216346837,30.375,558,801,1,5.672449566408032,largest_payment_share_as_of
W-000105,PRE_SANCTION,-0.43753982999887164,0.43753982999887164,3.717472118959108,260,270,0,0.031364563645634905,estimate_to_recommended_ratio
W-000106,EXECUTION,-0.4161642598042822,0.4161642598042822,25.125,600,801,0,1.626554345371334,estimate_to_recommended_ratio
W-000107,COMPLETION,-0.4296250952804209,0.4296250952804209,45.280082987551864,1056,1929,0,1.5695757465404225,released_payment_total_inr_as_of
W-000108,PRE_SANCTION,-0.44314050317305503,0.44314050317305503,10.780669144981413,241,270,0,0.27291852157666796,estimate_to_recommended_ratio
W-000109,COMPLETION,-0.4203589864659533,0.4203589864659533,31.016597510373444,1331,1929,0,2.065760856079404,financial_overrun_pct_as_of
W-000110,EXECUTION,-0.41710830673528176,0.41710830673528176,26.5,589,801,1,54.859333333332586,max_physical_progress_drop_pct_as_of
W-000111,PRE_SANCTION,-0.511564684037735,0.511564684037735,78.43866171003718,59,270,0,1.2649052438199695,estimate_to_recommended_ratio
W-000112,PRE_SANCTION,-0.5283106018342102,0.5283106018342102,84.75836431226766,42,270,0,0.855566220036467,estimate_to_recommended_ratio
W-000113,COMPLETION,-0.4100227047224659,0.4100227047224659,16.75311203319502,1606,1929,0,2.495305436822352,financial_overrun_pct_as_of
W-000114,EXECUTION,-0.42819371427533826,0.42819371427533826,40.0,481,801,1,6.1223846153846155,days_since_last_payment_as_of
W-000115,EXECUTION,-0.5016199865220701,0.5016199865220701,89.5,85,801,4,20.04745590691297,sanction_to_estimate_ratio
W-000116,PRE_SANCTION,-0.4402454953459022,0.4402454953459022,7.434944237918216,250,270,0,0.5422936428987699,estimate_to_recommended_ratio
W-000117,COMPLETION,-0.41308171488111134,0.41308171488111134,20.695020746887966,1530,1929,0,1.4064236486486486,sanctioned_amount_inr
W-000118,COMPLETION,-0.4061054238576699,0.4061054238576699,11.6701244813278,1704,1929,0,1.6598222222222223,sanctioned_amount_inr
W-000119,PRE_SANCTION,-0.5030409005610099,0.5030409005610099,71.37546468401487,78,270,0,0.9793857975349676,estimate_to_recommended_ratio
W-000120,COMPLETION,-0.40094550274472557,0.40094550274472557,6.846473029045643,1797,1929,0,1.1574762031649113,sanction_to_recommended_ratio
W-000121,COMPLETION,-0.46805589398456665,0.46805589398456665,80.60165975103735,375,1929,1,6.10158375007577,financial_overrun_pct_as_of
W-000122,COMPLETION,-0.498129555951026,0.498129555951026,90.56016597510373,183,1929,1,3.9826194436968585,physical_progress_velocity_pct_per_30d
W-000123,EXECUTION,-0.4876435254479399,0.4876435254479399,84.25,127,801,0,2.1220807692307693,days_since_last_payment_as_of
W-000124,EXECUTION,-0.46273434995877805,0.46273434995877805,71.0,233,801,1,5.7964843749999995,days_since_last_payment_as_of
W-000125,EXECUTION,-0.422773978756706,0.422773978756706,33.375,534,801,0,1.69125501490613,largest_payment_share_as_of
W-000126,EXECUTION,-0.43875196074702233,0.43875196074702233,49.875,402,801,0,3.0846036585365852,days_since_last_payment_as_of
W-000127,COMPLETION,-0.4231561326634397,0.4231561326634397,35.788381742738586,1239,1929,0,1.0384663843616617,sanction_to_recommended_ratio
W-000128,COMPLETION,-0.4144129648196033,0.4144129648196033,22.147302904564317,1502,1929,0,1.9420948275862069,recommended_amount_inr
W-000129,EXECUTION,-0.5341135335648112,0.5341135335648112,95.25,39,801,1,10.196495495495494,days_since_last_payment_as_of
W-000130,COMPLETION,-0.429293907342313,0.429293907342313,44.761410788381745,1066,1929,0,2.5899621834061137,largest_payment_share_as_of
W-000131,COMPLETION,-0.49766021422866835,0.49766021422866835,90.45643153526972,185,1929,2,17.63037568936102,sanction_to_estimate_ratio
W-000132,COMPLETION,-0.4078831522881103,0.4078831522881103,13.900414937759336,1661,1929,0,0.8255336056876588,sanction_to_recommended_ratio
W-000133,COMPLETION,-0.4569511846685087,0.4569511846685087,72.71784232365145,527,1929,0,2.98150471581545,expenditure_to_sanction_pct_as_of
W-000134,EXECUTION,-0.43777700740872266,0.43777700740872266,49.0,409,801,0,2.026747993579454,released_payment_total_inr_as_of
W-000135,COMPLETION,-0.4044356556750817,0.4044356556750817,9.751037344398341,1741,1929,0,2.4048589817914627,financial_overrun_pct_as_of
W-000136,COMPLETION,-0.5304798681964407,0.5304798681964407,95.4356846473029,89,1929,4,6.183909679132141,financial_overrun_pct_as_of
W-000137,COMPLETION,-0.42930438738616256,0.42930438738616256,44.81327800829875,1065,1929,0,2.183284263131017,physical_progress_velocity_pct_per_30d
W-000138,PRE_SANCTION,-0.4878385103419592,0.4878385103419592,59.85130111524163,109,270,0,0.7450360303549655,estimate_to_recommended_ratio
W-000139,COMPLETION,-0.4230707489678848,0.4230707489678848,35.321576763485474,1248,1929,0,2.013350363463571,estimate_to_recommended_ratio
W-000140,COMPLETION,-0.48236189303129345,0.48236189303129345,86.56639004149378,260,1929,0,1.4272251697185712,schedule_elapsed_ratio_as_of
W-000141,COMPLETION,-0.47892412457401823,0.47892412457401823,85.4253112033195,282,1929,1,6.103243824944809,physical_progress_velocity_pct_per_30d
W-000142,COMPLETION,-0.4691847317251682,0.4691847317251682,81.17219917012449,364,1929,0,2.3441463425932554,largest_payment_share_as_of
W-000143,COMPLETION,-0.41165957950535614,0.41165957950535614,18.827800829875518,1566,1929,0,1.5101868307630206,sanction_to_estimate_ratio
W-000144,EXECUTION,-0.45025342094523335,0.45025342094523335,61.5,309,801,0,2.698,physical_progress_decrease_count_as_of
W-000145,COMPLETION,-0.42552227752899496,0.42552227752899496,38.84854771784232,1180,1929,0,3.4234644560357674,financial_overrun_pct_as_of
W-000146,COMPLETION,-0.39191248162791353,0.39191248162791353,1.607883817427386,1898,1929,0,2.1867548972966917,financial_overrun_pct_as_of
W-000147,COMPLETION,-0.4870797419689096,0.4870797419689096,88.12240663900415,230,1929,1,3.602444065426613,largest_payment_share_as_of
W-000148,EXECUTION,-0.5036981538516634,0.5036981538516634,90.375,78,801,0,2.698,released_payment_total_inr_as_of
W-000149,EXECUTION,-0.4060547099998466,0.4060547099998466,13.25,695,801,0,2.4169583333333335,financial_minus_physical_gap_pct_as_of
W-000150,EXECUTION,-0.4378421458759734,0.4378421458759734,49.125,408,801,2,13.504351063829786,days_since_last_payment_as_of
W-000151,COMPLETION,-0.4196292998539851,0.4196292998539851,29.92738589211618,1352,1929,0,1.9498077582232787,physical_progress_velocity_pct_per_30d
W-000152,COMPLETION,-0.4055452362196673,0.4055452362196673,10.892116182572614,1719,1929,0,2.7915279823508414,financial_overrun_pct_as_of
W-000153,EXECUTION,-0.4333871459410905,0.4333871459410905,45.375,438,801,0,1.3099793388429748,expected_minus_physical_gap_pct_as_of
W-000154,COMPLETION,-0.5862535894632508,0.5862535894632508,98.49585062240664,30,1929,1,5.201407425715767,physical_progress_velocity_pct_per_30d
W-000155,EXECUTION,-0.44608574488546454,0.44608574488546454,56.5,349,801,0,3.3595288461538466,expected_minus_physical_gap_pct_as_of
W-000156,EXECUTION,-0.44939796015645894,0.44939796015645894,60.625,316,801,0,2.2239228571428558,expected_minus_physical_gap_pct_as_of
W-000157,COMPLETION,-0.4524344993523242,0.4524344993523242,69.50207468879668,589,1929,1,5.082262851284789,physical_progress_velocity_pct_per_30d
W-000158,COMPLETION,-0.42796020728501993,0.42796020728501993,42.11618257261411,1117,1929,0,1.2819165582457144,expenditure_to_sanction_pct_as_of
W-000159,COMPLETION,-0.4245186829002721,0.4245186829002721,37.70746887966805,1202,1929,0,2.058884313373089,physical_progress_velocity_pct_per_30d
W-000160,COMPLETION,-0.43617668776448,0.43617668776448,53.00829875518672,907,1929,0,3.044725997097178,physical_progress_velocity_pct_per_30d
W-000161,PRE_SANCTION,-0.46553661908916794,0.46553661908916794,40.14869888475837,162,270,0,1.7942064923354373,recommended_amount_inr
W-000162,COMPLETION,-0.39429449309140346,0.39429449309140346,2.8526970954356847,1874,1929,0,0.8538147064615598,sanction_to_estimate_ratio
W-000163,COMPLETION,-0.43712940457402216,0.43712940457402216,53.941908713692946,889,1929,0,1.536361111111114,latest_financial_progress_pct_as_of
W-000164,EXECUTION,-0.46025818726041245,0.46025818726041245,69.875,242,801,1,16.143033333333296,financial_minus_physical_gap_pct_as_of
W-000165,COMPLETION,-0.42646737401004137,0.42646737401004137,40.14522821576764,1155,1929,0,1.4383112627061285,estimate_to_recommended_ratio
W-000166,COMPLETION,-0.3936835692038977,0.3936835692038977,2.5933609958506225,1879,1929,1,7.226486206896553,financial_overrun_pct_as_of
W-000167,COMPLETION,-0.44274849988675247,0.44274849988675247,60.788381742738586,757,1929,0,1.4727261876159319,schedule_elapsed_ratio_as_of
W-000168,COMPLETION,-0.4826005430961425,0.4826005430961425,86.72199170124482,257,1929,0,1.8855961538461539,recommended_amount_inr
W-000169,EXECUTION,-0.4707538448375412,0.4707538448375412,74.75,203,801,1,4.15076923076924,max_physical_progress_drop_pct_as_of
W-000170,EXECUTION,-0.4283421004439438,0.4283421004439438,40.125,480,801,1,6.86829569892473,expected_minus_physical_gap_pct_as_of
W-000171,COMPLETION,-0.40662431597312443,0.40662431597312443,12.240663900414937,1693,1929,0,1.6123225469728601,recommended_amount_inr
W-000172,COMPLETION,-0.4769362870811891,0.4769362870811891,84.69917012448133,296,1929,0,1.5472174258239797,schedule_elapsed_ratio_as_of
W-000173,EXECUTION,-0.413234823005228,0.413234823005228,22.25,623,801,0,2.4509002302816425,physical_progress_velocity_pct_per_30d
W-000174,COMPLETION,-0.4110510625318569,0.4110510625318569,17.946058091286307,1583,1929,0,1.468740697041654,sanction_to_recommended_ratio
W-000175,COMPLETION,-0.4455949313146238,0.4455949313146238,63.329875518672196,708,1929,0,3.2052154213036546,largest_payment_share_as_of
W-000176,COMPLETION,-0.42310133687789797,0.42310133687789797,35.58091286307054,1243,1929,0,1.6397327586206898,days_since_last_payment_as_of
W-000177,EXECUTION,-0.596665641674404,0.596665641674404,99.25,7,801,4,15.576734374999997,financial_minus_physical_gap_pct_as_of
W-000178,COMPLETION,-0.41110011196713614,0.41110011196713614,18.04979253112033,1581,1929,3,3.5411250000000027,financial_minus_physical_gap_pct_as_of
W-000179,PRE_SANCTION,-0.5519647815635894,0.5519647815635894,91.07806691449814,25,270,0,1.0726650519031142,technical_estimate_amount_inr
W-000180,PRE_SANCTION,-0.5433138578751191,0.5433138578751191,88.10408921933086,33,270,0,1.2487484873903405,estimate_to_recommended_ratio
W-000181,COMPLETION,-0.4011996300325484,0.4011996300325484,7.105809128630705,1792,1929,0,0.7079204205886936,largest_payment_share_as_of
W-000182,COMPLETION,-0.48768890740439913,0.48768890740439913,88.27800829875518,227,1929,1,5.959573674815913,largest_payment_share_as_of
W-000183,COMPLETION,-0.4644154573027331,0.4644154573027331,78.57883817427386,414,1929,0,2.03473695159802,financial_overrun_pct_as_of
W-000184,COMPLETION,-0.416712678682881,0.416712678682881,25.051867219917014,1446,1929,0,2.8527841342671025,largest_payment_share_as_of
W-000185,EXECUTION,-0.5918775156529132,0.5918775156529132,99.125,8,801,3,16.592700000000022,financial_minus_physical_gap_pct_as_of
W-000186,PRE_SANCTION,-0.4907734932796778,0.4907734932796778,64.31226765799256,97,270,0,0.7195569562657149,estimate_to_recommended_ratio
W-000187,COMPLETION,-0.4766503835190658,0.4766503835190658,84.64730290456431,297,1929,0,1.9677561983471075,days_since_last_payment_as_of
W-000188,PRE_SANCTION,-0.46341692920544675,0.46341692920544675,35.687732342007436,174,270,0,0.527941975308642,recommended_amount_inr
W-000189,PRE_SANCTION,-0.4441465357716089,0.4441465357716089,12.267657992565056,237,270,0,1.4868185096153845,technical_estimate_amount_inr
W-000190,COMPLETION,-0.4325887312900331,0.4325887312900331,48.7551867219917,989,1929,0,2.520922134005084,physical_progress_velocity_pct_per_30d
W-000191,COMPLETION,-0.41557699384457786,0.41557699384457786,23.3402489626556,1479,1929,0,1.3265166666666666,recommended_amount_inr
W-000192,COMPLETION,-0.40246916853692566,0.40246916853692566,7.935684647302905,1776,1929,0,1.2657824675324676,days_since_last_payment_as_of
W-000193,EXECUTION,-0.4387194904876829,0.4387194904876829,49.75,403,801,1,5.675522522522522,days_since_last_payment_as_of
W-000194,COMPLETION,-0.4076198053575697,0.4076198053575697,13.537344398340249,1668,1929,0,1.1515853658536601,latest_financial_progress_pct_as_of
W-000195,COMPLETION,-0.46074098278525666,0.46074098278525666,75.51867219917013,473,1929,1,3.670931099915872,physical_progress_velocity_pct_per_30d
W-000196,EXECUTION,-0.3935674827565069,0.3935674827565069,1.875,786,801,0,2.15656462585034,released_payment_total_inr_as_of
W-000197,COMPLETION,-0.4202860183790516,0.4202860183790516,30.860995850622405,1334,1929,0,2.8934515846527016,schedule_elapsed_ratio_as_of
W-000198,COMPLETION,-0.5252056216824978,0.5252056216824978,94.86514522821577,100,1929,0,2.4842334181129058,schedule_elapsed_ratio_as_of
W-000199,COMPLETION,-0.4385907848060276,0.4385907848060276,56.12033195020747,847,1929,0,2.6986381794678365,largest_payment_share_as_of
W-000200,COMPLETION,-0.4089067698146546,0.4089067698146546,15.145228215767634,1637,1929,0,1.6221298954126517,largest_payment_share_as_of
W-000201,COMPLETION,-0.4450270095026602,0.4450270095026602,62.863070539419084,717,1929,0,2.718793293456998,largest_payment_share_as_of
W-000202,COMPLETION,-0.41680987292689226,0.41680987292689226,25.20746887966805,1443,1929,0,2.082650343763917,schedule_elapsed_ratio_as_of
