pair_id,work_id_a,work_id_b,duplicate_similarity_score_0_100,text_cosine_similarity,geographic_distance_km,location_similarity,recommended_amount_similarity,sanctioned_amount_similarity,amount_similarity,recommendation_date_difference_days,date_proximity_score,same_state,same_district,same_block,same_village,sector_match,sub_sector_match,implementing_agency_match,candidate_flag,retrieval_candidate,evidence_summary,review_candidate,review_policy_reason
W-000060__W-002561,W-000060,W-002561,94.419582,0.9992286,108.45211896613584,0.8,0.9515027322404371,0.9870041039671683,0.9657032809311297,1,0.9972602739726028,True,True,True,False,True,True,False,True,True,semantic=0.999; same_district=true; same_block=true; same_village=false; distance_km=108.452; amount_similarity=0.966; date_difference_days=1,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-001937__W-001966,W-001937,W-001966,94.201658,0.98418093,0.062090319455823335,0.9997516387221768,0.9951768488745981,0.9815100154083205,0.9897101154880871,104,0.715068493150685,True,True,True,True,True,True,False,True,True,semantic=0.984; same_district=true; same_block=true; same_village=true; distance_km=0.062; amount_similarity=0.990; date_difference_days=104,True,SELECTED:semantic+locality+distance+amount+date+taxonomy
W-001841__W-002494,W-001841,W-002494,94.140813,0.99815774,154.4641759325589,0.8,0.9302921578677601,0.9173553719008265,0.9251174434809867,60,0.8356164383561644,True,True,True,False,True,True,True,True,True,semantic=0.998; same_district=true; same_block=true; same_village=false; distance_km=154.464; amount_similarity=0.925; date_difference_days=60,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-000679__W-000762,W-000679,W-000762,93.929078,0.99999988,9.045710918288277,0.963817156326847,0.9428571428571428,0.9040781160252729,0.9273455321243949,89,0.7561643835616438,True,True,True,True,True,True,False,True,True,semantic=1.000; same_district=true; same_block=true; same_village=true; distance_km=9.046; amount_similarity=0.927; date_difference_days=89,False,NOT_SELECTED:distance_missing_or_above_1km
W-001397__W-001402,W-001397,W-001402,93.928183,0.9734059,0.06815521589115468,0.9997273791364354,0.9869565217391304,0.9833194328607172,0.9855016861877651,92,0.747945205479452,True,True,True,True,True,True,False,True,True,semantic=0.973; same_district=true; same_block=true; same_village=true; distance_km=0.068; amount_similarity=0.986; date_difference_days=92,True,SELECTED:semantic+locality+distance+amount+date+taxonomy
W-002423__W-002440,W-002423,W-002440,93.856411,0.97815454,0.2588677042955691,0.9989645291828178,0.9873052510098096,0.9468680089485458,0.9711303541853041,95,0.7397260273972603,True,True,True,True,True,True,False,True,True,semantic=0.978; same_district=true; same_block=true; same_village=true; distance_km=0.259; amount_similarity=0.971; date_difference_days=95,True,SELECTED:semantic+locality+distance+amount+date+taxonomy
W-000136__W-000423,W-000136,W-000423,93.801774,0.99740642,174.94206737978084,0.8,0.9661654135338346,0.9320214669051878,0.9525078348823759,13,0.9643835616438357,True,True,True,False,True,True,False,True,True,semantic=0.997; same_district=true; same_block=true; same_village=false; distance_km=174.942; amount_similarity=0.953; date_difference_days=13,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-000940__W-001055,W-000940,W-001055,93.751892,0.99812144,195.0852074510314,0.8,0.9946808510638298,0.9434692055935734,0.9741961928757272,28,0.9232876712328767,True,True,True,False,True,True,False,True,True,semantic=0.998; same_district=true; same_block=true; same_village=false; distance_km=195.085; amount_similarity=0.974; date_difference_days=28,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-001421__W-001462,W-001421,W-001462,93.748177,0.99358368,0.15715973490278065,0.9993713610603889,0.9790482954545454,0.944041450777202,0.9650455575836081,124,0.6602739726027398,True,True,True,True,True,True,False,True,True,semantic=0.994; same_district=true; same_block=true; same_village=true; distance_km=0.157; amount_similarity=0.965; date_difference_days=124,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-002573__W-002680,W-002573,W-002680,93.744624,0.98473358,0.29829107964277485,0.9988068356814289,0.9852873563218391,0.9727230698104484,0.9802616417172827,116,0.6821917808219178,True,True,True,True,True,True,False,True,True,semantic=0.985; same_district=true; same_block=true; same_village=true; distance_km=0.298; amount_similarity=0.980; date_difference_days=116,True,SELECTED:semantic+locality+distance+amount+date+taxonomy
W-000685__W-002588,W-000685,W-002588,93.688929,0.99448621,162.83189736806665,0.8,0.9810662680617838,0.9517274017983909,0.9693307215564266,21,0.9424657534246575,True,True,True,False,True,True,False,True,True,semantic=0.994; same_district=true; same_block=true; same_village=false; distance_km=162.832; amount_similarity=0.969; date_difference_days=21,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-000134__W-000223,W-000134,W-000223,93.666667,0.99513274,170.851684846019,0.65,0.9720258223178604,0.9795918367346939,0.9750522280845938,17,0.9534246575342465,True,True,False,False,True,True,True,True,True,semantic=0.995; same_district=true; same_block=false; same_village=false; distance_km=170.852; amount_similarity=0.975; date_difference_days=17,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-001559__W-002342,W-001559,W-002342,93.646446,0.99789041,108.89739466342384,0.8,0.9973661106233538,0.8781302170283807,0.9496717531853645,18,0.9506849315068493,True,True,True,False,True,True,False,True,True,semantic=0.998; same_district=true; same_block=true; same_village=false; distance_km=108.897; amount_similarity=0.950; date_difference_days=18,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-000465__W-001322,W-000465,W-001322,93.577078,0.99816567,234.00055915922647,0.65,0.9315811430955361,0.9680895151263986,0.946184491907881,10,0.9726027397260274,True,True,False,False,True,True,True,True,True,semantic=0.998; same_district=true; same_block=false; same_village=false; distance_km=234.001; amount_similarity=0.946; date_difference_days=10,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-001147__W-001150,W-001147,W-001150,93.527613,0.99103677,0.18851273810025485,0.999245949047599,0.9991169977924945,0.948943661971831,0.9790476634642291,135,0.6301369863013699,True,True,True,True,True,True,False,True,True,semantic=0.991; same_district=true; same_block=true; same_village=true; distance_km=0.189; amount_similarity=0.979; date_difference_days=135,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-000542__W-000682,W-000542,W-000682,93.495988,0.98564827,0.3150347772947447,0.998739860890821,0.9882451721242653,0.9696202531645569,0.9807952045403819,127,0.6520547945205479,True,True,True,True,True,True,False,True,True,semantic=0.986; same_district=true; same_block=true; same_village=true; distance_km=0.315; amount_similarity=0.981; date_difference_days=127,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-002163__W-002176,W-002163,W-002176,93.471506,0.98224783,0.19165447910108782,0.9992333820835957,0.9707602339181287,0.996039603960396,0.9808719819350357,122,0.6657534246575343,True,True,True,True,True,True,False,True,True,semantic=0.982; same_district=true; same_block=true; same_village=true; distance_km=0.192; amount_similarity=0.981; date_difference_days=122,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-002710__W-002746,W-002710,W-002746,93.46024,0.98889256,0.2370128453703821,0.9990519486185185,0.9814479638009049,0.9734395750332006,0.9782446082938232,133,0.6356164383561644,True,True,True,True,True,True,False,True,True,semantic=0.989; same_district=true; same_block=true; same_village=true; distance_km=0.237; amount_similarity=0.978; date_difference_days=133,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-001224__W-001292,W-001224,W-001292,93.437764,0.97158551,0.14555474070198332,0.999417781037192,0.9893419833178869,0.9915742793791574,0.990234901742395,109,0.7013698630136986,True,True,True,True,True,True,False,True,True,semantic=0.972; same_district=true; same_block=true; same_village=true; distance_km=0.146; amount_similarity=0.990; date_difference_days=109,True,SELECTED:semantic+locality+distance+amount+date+taxonomy
W-001546__W-001904,W-001546,W-001904,93.323601,0.99551249,118.23834608376274,0.65,0.9503325942350332,0.901561144839549,0.9308240144768396,6,0.9835616438356164,True,True,False,False,True,True,True,True,True,semantic=0.996; same_district=true; same_block=false; same_village=false; distance_km=118.238; amount_similarity=0.931; date_difference_days=6,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-000843__W-002248,W-000843,W-002248,93.269248,0.99474424,41.228012882784085,0.8,0.9705882352941176,0.972972972972973,0.9715421303656597,38,0.8958904109589041,True,True,True,False,True,True,False,True,True,semantic=0.995; same_district=true; same_block=true; same_village=false; distance_km=41.228; amount_similarity=0.972; date_difference_days=38,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-001351__W-001423,W-001351,W-001423,93.265048,0.9994145,38.13579960058294,0.75,0.9229256783326779,0.965464313123561,0.9399411322490311,2,0.9945205479452055,True,True,False,True,True,True,False,True,True,semantic=0.999; same_district=true; same_block=false; same_village=true; distance_km=38.136; amount_similarity=0.940; date_difference_days=2,False,"NOT_SELECTED:block_differs,distance_missing_or_above_1km"
W-000093__W-001828,W-000093,W-001828,93.236458,0.99818432,75.78867930037835,0.8,0.8970448045757865,0.8710736052508204,0.8866563248458001,72,0.8027397260273973,True,True,True,False,True,True,True,True,True,semantic=0.998; same_district=true; same_block=true; same_village=false; distance_km=75.789; amount_similarity=0.887; date_difference_days=72,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km,amount_similarity_missing_or_below_0.90"
W-001107__W-001144,W-001107,W-001144,93.093139,0.98924047,0.10199003226892482,0.9995920398709244,0.9857456140350878,0.9609207708779444,0.9758156767722304,146,0.6,True,True,True,True,True,True,False,True,True,semantic=0.989; same_district=true; same_block=true; same_village=true; distance_km=0.102; amount_similarity=0.976; date_difference_days=146,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-001930__W-002086,W-001930,W-002086,92.951823,0.99689662,147.35793537863742,0.8,0.9876601803512103,0.9495837187789085,0.9724295957222896,54,0.8520547945205479,True,True,True,False,True,True,False,True,True,semantic=0.997; same_district=true; same_block=true; same_village=false; distance_km=147.358; amount_similarity=0.972; date_difference_days=54,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-000772__W-000967,W-000772,W-000967,92.948139,0.99720103,182.0093182762285,0.8,0.9840298110194304,0.9518785383427689,0.9711693019487659,54,0.8520547945205479,True,True,True,False,True,True,False,True,True,semantic=0.997; same_district=true; same_block=true; same_village=false; distance_km=182.009; amount_similarity=0.971; date_difference_days=54,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-002248__W-002642,W-002248,W-002642,92.937119,0.99845028,238.07115696873092,0.75,0.9679089026915114,0.9883561643835617,0.9760878073683316,105,0.7123287671232876,True,True,False,True,True,True,True,True,True,semantic=0.998; same_district=true; same_block=false; same_village=true; distance_km=238.071; amount_similarity=0.976; date_difference_days=105,False,"NOT_SELECTED:block_differs,distance_missing_or_above_1km"
W-000048__W-001664,W-000048,W-001664,92.935483,0.99428928,170.33021638160346,0.8,0.9649975692756442,0.998015873015873,0.9782048907717357,53,0.8547945205479452,True,True,True,False,True,True,False,True,True,semantic=0.994; same_district=true; same_block=true; same_village=false; distance_km=170.330; amount_similarity=0.978; date_difference_days=53,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-000954__W-002817,W-000954,W-002817,92.905415,0.99856538,53.49966851788929,0.75,0.9213938411669368,0.9925249169435216,0.9498462714775708,19,0.947945205479452,True,True,False,True,True,True,False,True,True,semantic=0.999; same_district=true; same_block=false; same_village=true; distance_km=53.500; amount_similarity=0.950; date_difference_days=19,False,"NOT_SELECTED:block_differs,distance_missing_or_above_1km"
W-002273__W-002971,W-002273,W-002971,92.840382,0.99501532,78.81222023754194,0.65,0.9978791092258749,0.9958570688762299,0.9970702930860169,59,0.8383561643835616,True,True,False,False,True,True,True,True,True,semantic=0.995; same_district=true; same_block=false; same_village=false; distance_km=78.812; amount_similarity=0.997; date_difference_days=59,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-000147__W-001835,W-000147,W-001835,92.836696,0.9949156,189.96968031240175,0.65,0.9413956639566395,0.9392462638076673,0.9405359038970507,28,0.9232876712328767,True,True,False,False,True,True,True,True,True,semantic=0.995; same_district=true; same_block=false; same_village=false; distance_km=189.970; amount_similarity=0.941; date_difference_days=28,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-000682__W-000706,W-000682,W-000706,92.786051,1.0,0.16633594977211674,0.9993346562009116,0.9974811083123426,0.9401031336771123,0.9745299184582504,176,0.5178082191780822,True,True,True,True,True,True,False,True,True,semantic=1.000; same_district=true; same_block=true; same_village=true; distance_km=0.166; amount_similarity=0.975; date_difference_days=176,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-001160__W-001174,W-001160,W-001174,92.767643,1.0,0.17894419978241383,0.9992842232008704,0.9673024523160763,0.9413333333333334,0.9569148047229791,167,0.5424657534246575,True,True,True,True,True,True,False,True,True,semantic=1.000; same_district=true; same_block=true; same_village=true; distance_km=0.179; amount_similarity=0.957; date_difference_days=167,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-000327__W-002268,W-000327,W-002268,92.728883,0.99864084,249.5944291230013,0.8,0.8764742396027312,0.8820224719101124,0.8786935325256837,14,0.9616438356164384,True,True,True,False,True,True,False,True,True,semantic=0.999; same_district=true; same_block=true; same_village=false; distance_km=249.594; amount_similarity=0.879; date_difference_days=14,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km,amount_similarity_missing_or_below_0.90"
W-000630__W-002345,W-000630,W-002345,92.673437,0.99590075,249.3812733568035,0.65,0.8889695210449927,0.8637447823494335,0.878879625566769,2,0.9945205479452055,True,True,False,False,True,True,True,True,True,semantic=0.996; same_district=true; same_block=false; same_village=false; distance_km=249.381; amount_similarity=0.879; date_difference_days=2,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km,amount_similarity_missing_or_below_0.90"
W-001289__W-001623,W-001289,W-001623,92.658194,0.99426633,51.128088894837425,0.65,0.9984579799537394,0.9891304347826086,0.9947269618852872,63,0.8273972602739725,True,True,False,False,True,True,True,True,True,semantic=0.994; same_district=true; same_block=false; same_village=false; distance_km=51.128; amount_similarity=0.995; date_difference_days=63,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-000702__W-002937,W-000702,W-002937,92.638891,1.0,111.44810441252324,0.9,0.9754716981132076,0.9594843462246777,0.9690767573577956,124,0.6602739726027398,True,True,True,True,True,True,False,True,True,semantic=1.000; same_district=true; same_block=true; same_village=true; distance_km=111.448; amount_similarity=0.969; date_difference_days=124,False,"NOT_SELECTED:distance_missing_or_above_1km,date_difference_missing_or_above_120_days"
W-001405__W-002921,W-001405,W-002921,92.533513,0.99664348,78.02887318551927,0.8,0.8764044943820225,0.9666666666666667,0.9125093632958802,36,0.9013698630136986,True,True,True,False,True,True,False,True,True,semantic=0.997; same_district=true; same_block=true; same_village=false; distance_km=78.029; amount_similarity=0.913; date_difference_days=36,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-001501__W-001522,W-001501,W-001522,92.524357,0.98379046,0.2620135144000573,0.9989519459423998,0.9806927881885292,0.9389848812095032,0.9640096253969188,150,0.589041095890411,True,True,True,True,True,True,False,True,True,semantic=0.984; same_district=true; same_block=true; same_village=true; distance_km=0.262; amount_similarity=0.964; date_difference_days=150,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-001811__W-002579,W-001811,W-002579,92.468824,0.99670863,72.13397003906582,0.8,0.9557717823971694,0.9184829991281604,0.9408562690895659,54,0.8520547945205479,True,True,True,False,True,True,False,True,True,semantic=0.997; same_district=true; same_block=true; same_village=false; distance_km=72.134; amount_similarity=0.941; date_difference_days=54,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-000241__W-001965,W-000241,W-001965,92.466909,0.99808562,41.04856077713793,0.75,0.9469901168014375,0.9946332737030411,0.966047379562079,43,0.8821917808219178,True,True,False,True,True,True,False,True,True,semantic=0.998; same_district=true; same_block=false; same_village=true; distance_km=41.049; amount_similarity=0.966; date_difference_days=43,False,"NOT_SELECTED:block_differs,distance_missing_or_above_1km"
W-001359__W-001785,W-001359,W-001785,92.429143,0.99631858,197.47674309049714,0.55,0.9907780979827089,0.9944598337950139,0.9922507923076309,19,0.947945205479452,True,False,True,False,True,True,True,True,True,semantic=0.996; same_district=false; same_block=true; same_village=false; distance_km=197.477; amount_similarity=0.992; date_difference_days=19,False,"NOT_SELECTED:district_differs,village_differs,distance_missing_or_above_1km"
W-000681__W-001627,W-000681,W-001627,92.424464,0.99358618,53.05979309471438,0.65,0.92590618336887,0.9231185706551164,0.9247911382833686,32,0.9123287671232877,True,True,False,False,True,True,True,True,True,semantic=0.994; same_district=true; same_block=false; same_village=false; distance_km=53.060; amount_similarity=0.925; date_difference_days=32,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-000132__W-002822,W-000132,W-002822,92.396174,0.99463761,173.94588684464784,0.8,0.8324958123953099,0.8802367941712204,0.8515922051056741,4,0.989041095890411,True,True,True,False,True,True,False,True,True,semantic=0.995; same_district=true; same_block=true; same_village=false; distance_km=173.946; amount_similarity=0.852; date_difference_days=4,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km,amount_similarity_missing_or_below_0.90"
W-000467__W-002207,W-000467,W-002207,92.361215,0.9964326,38.94910938854568,0.55,0.9909502262443439,0.9271356783919598,0.9654244071033903,7,0.9808219178082191,True,False,True,False,True,True,True,True,True,semantic=0.996; same_district=false; same_block=true; same_village=false; distance_km=38.949; amount_similarity=0.965; date_difference_days=7,False,"NOT_SELECTED:district_differs,village_differs,distance_missing_or_above_1km"
W-000120__W-002184,W-000120,W-002184,92.293056,0.99393106,15.089078018157249,0.6896436879273711,0.9013833110218652,0.9867033470884915,0.9355113254485157,65,0.821917808219178,True,True,False,False,True,True,True,True,True,semantic=0.994; same_district=true; same_block=false; same_village=false; distance_km=15.089; amount_similarity=0.936; date_difference_days=65,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-000810__W-002055,W-000810,W-002055,92.286307,0.99874938,71.64779615161405,0.65,0.9867096254530809,0.9896049896049897,0.9878677711138444,8,0.9780821917808219,True,True,False,False,True,True,False,True,True,semantic=0.999; same_district=true; same_block=false; same_village=false; distance_km=71.648; amount_similarity=0.988; date_difference_days=8,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-002918__W-002950,W-002918,W-002950,92.270173,1.0,0.30962614098504054,0.9987614954360599,0.996662958843159,0.9983361064891847,0.9973322179015693,207,0.4328767123287671,True,True,True,True,True,True,False,True,True,semantic=1.000; same_district=true; same_block=true; same_village=true; distance_km=0.310; amount_similarity=0.997; date_difference_days=207,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-001402__W-001412,W-001402,W-001412,92.261494,1.0,0.29941521985240976,0.9988023391205904,0.9686956521739131,0.9382819015846539,0.9565301519382093,185,0.4931506849315068,True,True,True,True,True,True,False,True,True,semantic=1.000; same_district=true; same_block=true; same_village=true; distance_km=0.299; amount_similarity=0.957; date_difference_days=185,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-001745__W-002334,W-001745,W-002334,92.234417,0.99822915,97.86584224374403,0.65,0.9850804868472713,0.9557721139430285,0.9733571376855742,1,0.9972602739726028,True,True,False,False,True,True,False,True,True,semantic=0.998; same_district=true; same_block=false; same_village=false; distance_km=97.866; amount_similarity=0.973; date_difference_days=1,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-001084__W-001692,W-001084,W-001692,92.226849,0.99913895,149.9633139669446,0.75,0.8260869565217391,0.825830258302583,0.8259842772340766,50,0.863013698630137,True,True,False,True,True,True,True,True,True,semantic=0.999; same_district=true; same_block=false; same_village=true; distance_km=149.963; amount_similarity=0.826; date_difference_days=50,False,"NOT_SELECTED:block_differs,distance_missing_or_above_1km,amount_similarity_missing_or_below_0.90"
W-000108__W-000580,W-000108,W-000580,92.203513,0.99715102,97.41728622704267,0.8,0.7994752623688156,1.0,0.8796851574212894,31,0.915068493150685,True,True,True,False,True,True,False,True,True,semantic=0.997; same_district=true; same_block=true; same_village=false; distance_km=97.417; amount_similarity=0.880; date_difference_days=31,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km,amount_similarity_missing_or_below_0.90"
W-000695__W-002602,W-000695,W-002602,92.194565,0.99531054,240.27195486871037,0.65,0.8559569216962082,0.9753563662720464,0.9037166995265435,32,0.9123287671232877,True,True,False,False,True,True,True,True,True,semantic=0.995; same_district=true; same_block=false; same_village=false; distance_km=240.272; amount_similarity=0.904; date_difference_days=32,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-001520__W-001954,W-001520,W-001954,92.189284,0.99737525,118.15441783184185,0.8,0.9611054247697032,0.9953237410071942,0.9747927512646997,84,0.7698630136986302,True,True,True,False,True,True,False,True,True,semantic=0.997; same_district=true; same_block=true; same_village=false; distance_km=118.154; amount_similarity=0.975; date_difference_days=84,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km"
W-000928__W-002181,W-000928,W-002181,92.171948,0.99795264,163.17504810542957,0.8,0.7444523979957051,0.8148854961832062,0.7726256372707055,48,0.8684931506849315,True,True,True,False,True,True,True,True,True,semantic=0.998; same_district=true; same_block=true; same_village=false; distance_km=163.175; amount_similarity=0.773; date_difference_days=48,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km,amount_similarity_missing_or_below_0.90"
W-000860__W-001649,W-000860,W-001649,92.170722,0.99583507,80.76236212405556,0.65,0.9803836094158674,0.9995495495495496,0.9880499854693403,7,0.9808219178082191,True,True,False,False,True,True,False,True,True,semantic=0.996; same_district=true; same_block=false; same_village=false; distance_km=80.762; amount_similarity=0.988; date_difference_days=7,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-002481__W-002536,W-002481,W-002536,92.159637,0.97864759,0.22839176802130484,0.9990864329279148,0.9888613861386139,0.9541284403669725,0.9749682078299573,160,0.5616438356164384,True,True,True,True,True,True,False,True,True,semantic=0.979; same_district=true; same_block=true; same_village=true; distance_km=0.228; amount_similarity=0.975; date_difference_days=160,False,NOT_SELECTED:date_difference_missing_or_above_120_days
W-000660__W-002378,W-000660,W-002378,92.036093,0.99792922,54.108361805164655,0.65,0.9547892720306513,0.993485342019544,0.9702677000262083,6,0.9835616438356164,True,True,False,False,True,True,False,True,True,semantic=0.998; same_district=true; same_block=false; same_village=false; distance_km=54.108; amount_similarity=0.970; date_difference_days=6,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-000062__W-001162,W-000062,W-001162,92.026821,0.9951331,230.229576297663,0.65,0.9869236063317275,0.9990029910269193,0.9917553602098043,13,0.9643835616438357,True,True,False,False,True,True,False,True,True,semantic=0.995; same_district=true; same_block=false; same_village=false; distance_km=230.230; amount_similarity=0.992; date_difference_days=13,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km"
W-000592__W-002164,W-000592,W-002164,91.969514,0.99664658,222.62001580406144,0.8,0.8642611683848798,0.8177966101694916,0.8456753450987246,20,0.9452054794520548,True,True,True,False,True,True,False,True,True,semantic=0.997; same_district=true; same_block=true; same_village=false; distance_km=222.620; amount_similarity=0.846; date_difference_days=20,False,"NOT_SELECTED:village_differs,distance_missing_or_above_1km,amount_similarity_missing_or_below_0.90"
W-000548__W-002853,W-000548,W-002853,91.967902,0.99183488,222.79416818675722,0.65,0.8811347517730497,0.8465845464725644,0.8673146696528555,14,0.9616438356164384,True,True,False,False,True,True,True,True,True,semantic=0.992; same_district=true; same_block=false; same_village=false; distance_km=222.794; amount_similarity=0.867; date_difference_days=14,False,"NOT_SELECTED:block_differs,village_differs,distance_missing_or_above_1km,amount_similarity_missing_or_below_0.90"
