group_type,group_value,group_label,work_count,top_10pct_anomaly_work_count,top_10pct_anomaly_share,duplicate_review_work_count,duplicate_review_share,payment_evidence_work_count,payment_evidence_share,persistent_fund_gap_work_count,persistent_fund_gap_share,observed_overdue_work_count,observed_overdue_share,observed_over_sanction_work_count,observed_over_sanction_share,compliance_review_work_count,compliance_review_share,deterministic_non_compliant_work_count
DISTRICT,state_name=Odisha|district=Odisha Demo District 1,state_name=Odisha|district=Odisha Demo District 1,136,20,0.14705882352941177,3,0.022058823529411766,71,0.5220588235294118,68,0.5,13,0.09558823529411764,3,0.022058823529411766,93,0.6838235294117647,0
DISTRICT,state_name=Odisha|district=Odisha Demo District 2,state_name=Odisha|district=Odisha Demo District 2,119,7,0.058823529411764705,0,0.0,64,0.5378151260504201,58,0.48739495798319327,11,0.09243697478991597,0,0.0,87,0.7310924369747899,0
DISTRICT,state_name=Odisha|district=Odisha Demo District 3,state_name=Odisha|district=Odisha Demo District 3,112,9,0.08035714285714286,0,0.0,62,0.5535714285714286,56,0.5,11,0.09821428571428571,1,0.008928571428571428,80,0.7142857142857143,0
DISTRICT,state_name=Odisha|district=Odisha Demo District 4,state_name=Odisha|district=Odisha Demo District 4,123,18,0.14634146341463414,2,0.016260162601626018,57,0.4634146341463415,56,0.45528455284552843,11,0.08943089430894309,2,0.016260162601626018,87,0.7073170731707317,0
DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 1,state_name=Rajasthan|district=Rajasthan Demo District 1,125,13,0.104,0,0.0,69,0.552,66,0.528,13,0.104,1,0.008,89,0.712,0
DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 2,state_name=Rajasthan|district=Rajasthan Demo District 2,112,13,0.11607142857142858,0,0.0,60,0.5357142857142857,49,0.4375,11,0.09821428571428571,1,0.008928571428571428,80,0.7142857142857143,0
DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,state_name=Rajasthan|district=Rajasthan Demo District 3,124,9,0.07258064516129033,0,0.0,50,0.4032258064516129,54,0.43548387096774194,8,0.06451612903225806,0,0.0,81,0.6532258064516129,0
DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 4,state_name=Rajasthan|district=Rajasthan Demo District 4,117,12,0.10256410256410256,0,0.0,68,0.5811965811965812,64,0.5470085470085471,7,0.05982905982905983,1,0.008547008547008548,87,0.7435897435897436,0
DISTRICT,state_name=Telangana|district=Telangana Demo District 1,state_name=Telangana|district=Telangana Demo District 1,115,6,0.05217391304347826,0,0.0,64,0.5565217391304348,55,0.4782608695652174,9,0.0782608695652174,1,0.008695652173913044,77,0.6695652173913044,0
DISTRICT,state_name=Telangana|district=Telangana Demo District 2,state_name=Telangana|district=Telangana Demo District 2,152,15,0.09868421052631579,5,0.03289473684210526,74,0.4868421052631579,68,0.4473684210526316,13,0.08552631578947369,0,0.0,108,0.7105263157894737,0
DISTRICT,state_name=Telangana|district=Telangana Demo District 3,state_name=Telangana|district=Telangana Demo District 3,131,15,0.11450381679389313,0,0.0,68,0.5190839694656488,63,0.48091603053435117,14,0.10687022900763359,0,0.0,93,0.7099236641221374,0
DISTRICT,state_name=Telangana|district=Telangana Demo District 4,state_name=Telangana|district=Telangana Demo District 4,130,11,0.08461538461538462,0,0.0,64,0.49230769230769234,70,0.5384615384615384,11,0.08461538461538462,0,0.0,93,0.7153846153846154,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-AP-001,Demo Panchayat Engineering Division AP-01,69,5,0.07246376811594203,1,0.014492753623188406,41,0.5942028985507246,34,0.4927536231884058,6,0.08695652173913043,1,0.014492753623188406,54,0.782608695652174,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-AP-002,Demo Panchayat Engineering Division AP-02,82,10,0.12195121951219512,0,0.0,45,0.5487804878048781,41,0.5,5,0.06097560975609756,1,0.012195121951219513,69,0.8414634146341463,1
IMPLEMENTING_AGENCY,implementing_agency_id=IA-AP-003,Demo Public Health Engineering Division AP-03,79,7,0.08860759493670886,0,0.0,47,0.5949367088607594,41,0.5189873417721519,9,0.11392405063291139,0,0.0,64,0.810126582278481,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-AP-004,Demo District Education Engineering Cell AP-04,80,7,0.0875,0,0.0,51,0.6375,48,0.6,6,0.075,0,0.0,61,0.7625,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-AP-005,Demo Rural Water Supply Division AP-05,70,9,0.12857142857142856,0,0.0,47,0.6714285714285714,40,0.5714285714285714,5,0.07142857142857142,3,0.04285714285714286,56,0.8,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-AP-006,Demo Rural Water Supply Division AP-06,72,15,0.20833333333333334,0,0.0,44,0.6111111111111112,37,0.5138888888888888,10,0.1388888888888889,1,0.013888888888888888,55,0.7638888888888888,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-KA-001,Demo Rural Water Supply Division KA-01,79,6,0.0759493670886076,0,0.0,48,0.6075949367088608,47,0.5949367088607594,10,0.12658227848101267,0,0.0,63,0.7974683544303798,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-KA-002,Demo Municipal Engineering Wing KA-02,69,7,0.10144927536231885,2,0.028985507246376812,38,0.5507246376811594,35,0.5072463768115942,8,0.11594202898550725,0,0.0,56,0.8115942028985508,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-KA-003,Demo Rural Water Supply Division KA-03,77,8,0.1038961038961039,1,0.012987012987012988,51,0.6623376623376623,49,0.6363636363636364,6,0.07792207792207792,0,0.0,65,0.8441558441558441,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-KA-004,Demo Rural Water Supply Division KA-04,69,7,0.10144927536231885,1,0.014492753623188406,40,0.5797101449275363,31,0.4492753623188406,9,0.13043478260869565,0,0.0,49,0.7101449275362319,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-KA-005,Demo Municipal Engineering Wing KA-05,80,5,0.0625,1,0.0125,43,0.5375,44,0.55,6,0.075,1,0.0125,68,0.85,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-KA-006,Demo Rural Water Supply Division KA-06,91,11,0.12087912087912088,0,0.0,47,0.5164835164835165,42,0.46153846153846156,7,0.07692307692307693,0,0.0,71,0.7802197802197802,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-MH-001,Demo Public Health Engineering Division MH-01,80,6,0.075,3,0.0375,50,0.625,41,0.5125,13,0.1625,0,0.0,55,0.6875,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-MH-002,Demo PWD Division MH-02,74,4,0.05405405405405406,2,0.02702702702702703,41,0.5540540540540541,35,0.47297297297297297,5,0.06756756756756757,1,0.013513513513513514,54,0.7297297297297297,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-MH-003,Demo District Education Engineering Cell MH-03,80,6,0.075,1,0.0125,46,0.575,31,0.3875,9,0.1125,1,0.0125,62,0.775,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-MH-004,Demo PWD Division MH-04,85,13,0.15294117647058825,0,0.0,49,0.5764705882352941,47,0.5529411764705883,8,0.09411764705882353,0,0.0,63,0.7411764705882353,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-MH-005,Demo Municipal Engineering Wing MH-05,66,7,0.10606060606060606,0,0.0,35,0.5303030303030303,39,0.5909090909090909,7,0.10606060606060606,0,0.0,52,0.7878787878787878,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-MH-006,Demo District Education Engineering Cell MH-06,75,8,0.10666666666666667,1,0.013333333333333334,42,0.56,41,0.5466666666666666,11,0.14666666666666667,1,0.013333333333333334,65,0.8666666666666667,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-OD-001,Demo Public Health Engineering Division OD-01,72,9,0.125,1,0.013888888888888888,45,0.625,44,0.6111111111111112,4,0.05555555555555555,2,0.027777777777777776,56,0.7777777777777778,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-OD-002,Demo District Education Engineering Cell OD-02,66,9,0.13636363636363635,0,0.0,36,0.5454545454545454,33,0.5,5,0.07575757575757576,1,0.015151515151515152,52,0.7878787878787878,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-OD-003,Demo PWD Division OD-03,75,9,0.12,0,0.0,43,0.5733333333333334,42,0.56,7,0.09333333333333334,0,0.0,63,0.84,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-OD-004,Demo Rural Water Supply Division OD-04,73,7,0.0958904109589041,1,0.0136986301369863,39,0.5342465753424658,37,0.5068493150684932,12,0.1643835616438356,0,0.0,58,0.7945205479452054,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-OD-005,Demo Rural Water Supply Division OD-05,75,9,0.12,0,0.0,41,0.5466666666666666,43,0.5733333333333334,8,0.10666666666666667,1,0.013333333333333334,56,0.7466666666666667,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-OD-006,Demo District Education Engineering Cell OD-06,75,8,0.10666666666666667,0,0.0,46,0.6133333333333333,36,0.48,9,0.12,2,0.02666666666666667,54,0.72,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-RJ-001,Demo Municipal Engineering Wing RJ-01,78,6,0.07692307692307693,1,0.01282051282051282,42,0.5384615384615384,40,0.5128205128205128,5,0.0641025641025641,0,0.0,58,0.7435897435897436,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-RJ-002,Demo District Education Engineering Cell RJ-02,66,5,0.07575757575757576,1,0.015151515151515152,41,0.6212121212121212,39,0.5909090909090909,8,0.12121212121212122,1,0.015151515151515152,46,0.696969696969697,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-RJ-003,Demo District Education Engineering Cell RJ-03,79,7,0.08860759493670886,2,0.02531645569620253,53,0.6708860759493671,42,0.5316455696202531,10,0.12658227848101267,0,0.0,60,0.759493670886076,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-RJ-004,Demo Rural Water Supply Division RJ-04,73,2,0.0273972602739726,0,0.0,39,0.5342465753424658,45,0.6164383561643836,8,0.1095890410958904,0,0.0,61,0.8356164383561644,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-RJ-005,Demo Panchayat Engineering Division RJ-05,68,7,0.10294117647058823,1,0.014705882352941176,31,0.45588235294117646,32,0.47058823529411764,5,0.07352941176470588,0,0.0,58,0.8529411764705882,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-RJ-006,Demo Public Health Engineering Division RJ-06,78,13,0.16666666666666666,0,0.0,46,0.5897435897435898,36,0.46153846153846156,4,0.05128205128205128,2,0.02564102564102564,58,0.7435897435897436,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-TS-001,Demo District Education Engineering Cell TS-01,87,3,0.034482758620689655,0,0.0,47,0.5402298850574713,44,0.5057471264367817,14,0.16091954022988506,0,0.0,59,0.6781609195402298,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-TS-002,Demo Municipal Engineering Wing TS-02,75,10,0.13333333333333333,1,0.013333333333333334,43,0.5733333333333334,43,0.5733333333333334,7,0.09333333333333334,1,0.013333333333333334,63,0.84,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-TS-003,Demo PWD Division TS-03,73,7,0.0958904109589041,0,0.0,37,0.5068493150684932,49,0.6712328767123288,11,0.1506849315068493,0,0.0,55,0.7534246575342466,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-TS-004,Demo PWD Division TS-04,78,5,0.0641025641025641,2,0.02564102564102564,48,0.6153846153846154,36,0.46153846153846156,7,0.08974358974358974,0,0.0,61,0.782051282051282,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-TS-005,Demo Public Health Engineering Division TS-05,82,7,0.08536585365853659,0,0.0,49,0.5975609756097561,42,0.5121951219512195,1,0.012195121951219513,0,0.0,70,0.8536585365853658,0
IMPLEMENTING_AGENCY,implementing_agency_id=IA-TS-006,Demo PWD Division TS-06,80,10,0.125,1,0.0125,43,0.5375,42,0.525,7,0.0875,0,0.0,62,0.775,0
SECTOR,sector=Community Infrastructure,sector=Community Infrastructure,375,40,0.10666666666666667,6,0.016,200,0.5333333333333333,175,0.4666666666666667,31,0.08266666666666667,1,0.0026666666666666666,265,0.7066666666666667,0
SECTOR,sector=Drinking Water,sector=Drinking Water,397,39,0.0982367758186398,5,0.012594458438287154,208,0.5239294710327456,209,0.5264483627204031,36,0.0906801007556675,2,0.005037783375314861,291,0.7329974811083123,0
SECTOR,sector=Education,sector=Education,348,24,0.06896551724137931,2,0.005747126436781609,177,0.5086206896551724,162,0.46551724137931033,39,0.11206896551724138,2,0.005747126436781609,245,0.7040229885057471,0
SECTOR,sector=Health,sector=Health,385,43,0.11168831168831168,2,0.005194805194805195,218,0.5662337662337662,204,0.5298701298701298,33,0.08571428571428572,2,0.005194805194805195,282,0.7324675324675325,1
SECTOR,sector=Renewable Energy,sector=Renewable Energy,362,27,0.07458563535911603,5,0.013812154696132596,186,0.5138121546961326,165,0.4558011049723757,28,0.07734806629834254,3,0.008287292817679558,269,0.7430939226519337,0
SECTOR,sector=Roads & Bridges,sector=Roads & Bridges,348,80,0.22988505747126436,0,0.0,166,0.47701149425287354,156,0.4482758620689655,28,0.08045977011494253,3,0.008620689655172414,233,0.6695402298850575,0
SECTOR,sector=Sanitation,sector=Sanitation,416,28,0.0673076923076923,2,0.004807692307692308,220,0.5288461538461539,192,0.46153846153846156,38,0.09134615384615384,5,0.01201923076923077,284,0.6826923076923077,0
SECTOR,sector=Sports,sector=Sports,369,20,0.05420054200542006,2,0.005420054200542005,199,0.5392953929539296,185,0.5013550135501355,39,0.10569105691056911,2,0.005420054200542005,263,0.7127371273712737,0
STATE,state_name=Andhra Pradesh,state_name=Andhra Pradesh,485,53,0.10927835051546392,0,0.0,270,0.5567010309278351,237,0.488659793814433,40,0.08247422680412371,6,0.012371134020618556,351,0.7237113402061855,1
STATE,state_name=Karnataka,state_name=Karnataka,517,52,0.10058027079303675,10,0.019342359767891684,271,0.5241779497098646,252,0.4874274661508704,47,0.09090909090909091,1,0.0019342359767891683,377,0.7292069632495164,0
STATE,state_name=Maharashtra,state_name=Maharashtra,502,48,0.09561752988047809,4,0.00796812749003984,262,0.5219123505976095,232,0.46215139442231074,53,0.10557768924302789,3,0.00597609561752988,349,0.6952191235059761,0
STATE,state_name=Odisha,state_name=Odisha,490,54,0.11020408163265306,5,0.01020408163265306,254,0.5183673469387755,238,0.4857142857142857,46,0.09387755102040816,6,0.012244897959183673,347,0.7081632653061225,0
STATE,state_name=Rajasthan,state_name=Rajasthan,478,47,0.09832635983263599,0,0.0,247,0.5167364016736402,233,0.4874476987447699,39,0.08158995815899582,3,0.006276150627615063,337,0.7050209205020921,0
STATE,state_name=Telangana,state_name=Telangana,528,47,0.08901515151515152,5,0.00946969696969697,270,0.5113636363636364,256,0.48484848484848486,47,0.08901515151515152,1,0.001893939393939394,371,0.7026515151515151,0
