work_id,lifecycle_stage,review_priority_score_0_100,review_priority_band,review_priority_rank_overall,review_priority_rank_within_lifecycle,fusion_evidence_coverage_pct,top_contributor_1_family,top_contributor_1_points,top_contributor_1_summary,top_contributor_2_family,top_contributor_2_points,top_contributor_2_summary,top_contributor_3_family,top_contributor_3_points,top_contributor_3_summary,has_duplicate_review_candidate,has_payment_evidence,has_compliance_review,has_deterministic_non_compliant_evidence,already_overdue_as_of,already_over_sanction_as_of,cost_prediction_available
W-000021,COMPLETION,53.390879,HIGH,812,765,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,11.776574,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 58.883; persistence boost 10 points.,ANOMALY,6.676349,Within-lifecycle statistical unusualness percentile 83.454; not a probability.,False,True,True,False,False,False,False
W-000022,COMPLETION,55.232053,HIGH,637,598,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.033852,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 60.169; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.613139,state_name=Odisha|district=Odisha Demo District 3|sector=Sanitation context; strongest metric progress_report_count; signed robust z 23.607.,False,True,True,False,False,False,False
W-000023,EXECUTION,23.167989,LOW,2481,390,100,PAYMENT_EXECUTION,15.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 0.000; persistence boost 0 points.,PEER_DEVIATION,3.313609,1 peer-outlier metric(s); strongest max_physical_progress_drop_pct_as_of has absolute robust deviation 6.295.,ANOMALY,2.45,Within-lifecycle statistical unusualness percentile 24.500; not a probability.,False,True,False,False,False,False,True
W-000024,COMPLETION,41.42731,MEDIUM,1867,1717,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,ANOMALY,3.941909,Within-lifecycle statistical unusualness percentile 49.274; not a probability.,OPERATIONAL_TREND_CONTEXT,3.485401,state_name=Karnataka|district=Karnataka Demo District 4|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 8.094.,False,False,True,False,False,False,False
W-000025,COMPLETION,49.916089,MEDIUM,1110,1050,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,8.521898,state_name=Karnataka|district=Karnataka Demo District 2|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 22.933.,ANOMALY,7.394191,Within-lifecycle statistical unusualness percentile 92.427; not a probability.,False,False,True,False,False,False,False
W-000026,EXECUTION,30.308932,MEDIUM,2282,264,100,PAYMENT_EXECUTION,21.800948,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 87.204; persistence boost 0 points.,ANOMALY,3.6875,Within-lifecycle statistical unusualness percentile 36.875; not a probability.,OPERATIONAL_TREND_CONTEXT,2.664234,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Drinking Water context; strongest metric progress_report_count; signed robust z 11.466.,False,True,False,False,False,False,True
W-000027,EXECUTION,40.619865,MEDIUM,1923,142,100,PAYMENT_EXECUTION,15.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 7.312; persistence boost 0 points.,ANOMALY,8.775,Within-lifecycle statistical unusualness percentile 87.750; not a probability.,PEER_DEVIATION,8.491124,2 peer-outlier metric(s); strongest sanction_to_estimate_ratio has absolute robust deviation 18.801.,False,True,True,False,False,False,True
W-000028,COMPLETION,53.040937,HIGH,843,795,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,15.486798,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 77.434; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,5.437956,state_name=Telangana|district=Telangana Demo District 2|sector=Drinking Water context; strongest metric progress_report_count; signed robust z 11.691.,False,True,True,False,False,False,False
W-000029,EXECUTION,26.953148,MEDIUM,2365,316,100,PAYMENT_EXECUTION,15.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 11.781; persistence boost 0 points.,COST_OVERRUN_PREDICTION,4.59375,Weak secondary raw-XGBoost serving percentile 91.875; calibrated output excluded.,ANOMALY,3.8375,Within-lifecycle statistical unusualness percentile 38.375; not a probability.,False,True,False,False,False,False,True
W-000030,PRE_SANCTION,24.364095,LOW,2454,151,100,OPERATIONAL_TREND_CONTEXT,13.211679,state_name=Rajasthan|district=Rajasthan Demo District 4|sector=Sanitation context; strongest metric progress_report_count; signed robust z 14.502.,ANOMALY,11.152416,Within-lifecycle statistical unusualness percentile 37.175; not a probability.,PEER_DEVIATION,0.0,No metric met the statistical peer-outlier evidence heuristic.,False,False,False,False,False,False,False
W-000031,EXECUTION,10.799361,LOW,2855,674,100,COMPLIANCE,6.0,Strongest actionable compliance result REVIEW/WARNING under rule MPLADS-3.2.4-SANCTION-45D.,ANOMALY,2.4625,Within-lifecycle statistical unusualness percentile 24.625; not a probability.,OPERATIONAL_TREND_CONTEXT,1.386861,state_name=Odisha|district=Odisha Demo District 1|sector=Community Infrastructure context; strongest metric progress_report_count; signed robust z 6.745.,False,False,True,False,False,False,True
W-000032,EXECUTION,30.343599,MEDIUM,2281,263,100,PAYMENT_EXECUTION,15.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 0.000; persistence boost 0 points.,COST_OVERRUN_PREDICTION,4.775,Weak secondary raw-XGBoost serving percentile 95.500; calibrated output excluded.,PEER_DEVIATION,3.846154,1 peer-outlier metric(s); strongest max_physical_progress_drop_pct_as_of has absolute robust deviation 7.029.,False,True,False,False,False,False,True
W-000033,COMPLETION,47.696096,MEDIUM,1286,1211,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 53.466; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,2.007299,state_name=Maharashtra|district=Maharashtra Demo District 4|sector=Drinking Water context; strongest metric progress_report_count; signed robust z 5.621.,False,True,True,False,False,False,False
W-000034,COMPLETION,57.794879,HIGH,451,419,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 10.000; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,6.952555,state_name=Karnataka|district=Karnataka Demo District 4|sector=Education context; strongest metric progress_report_count; signed robust z 15.514.,False,True,True,False,False,False,False
W-000035,COMPLETION,38.429515,MEDIUM,2049,1853,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,5.836154,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 29.181; persistence boost 0 points.,ANOMALY,0.593361,Within-lifecycle statistical unusualness percentile 7.417; not a probability.,False,True,True,False,False,False,False
W-000036,COMPLETION,45.270406,MEDIUM,1528,1426,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,8.029197,state_name=Odisha|district=Odisha Demo District 2 context; strongest metric progress_report_count; signed robust z 20.347.,ANOMALY,3.589212,Within-lifecycle statistical unusualness percentile 44.865; not a probability.,False,True,True,False,False,False,False
W-000037,EXECUTION,13.321898,LOW,2781,612,100,ANOMALY,6.1625,Within-lifecycle statistical unusualness percentile 61.625; not a probability.,COST_OVERRUN_PREDICTION,3.6375,Weak secondary raw-XGBoost serving percentile 72.750; calibrated output excluded.,OPERATIONAL_TREND_CONTEXT,3.521898,state_name=Maharashtra|district=Maharashtra Demo District 3 context; strongest metric progress_report_count; signed robust z 15.813.,False,False,False,False,False,False,True
W-000038,PRE_SANCTION,45.210702,MEDIUM,1534,6,100,ANOMALY,27.546468,Within-lifecycle statistical unusualness percentile 91.822; not a probability.,OPERATIONAL_TREND_CONTEXT,17.664234,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1 context; strongest metric progress_report_count; signed robust z 26.440.,PEER_DEVIATION,0.0,No metric met the statistical peer-outlier evidence heuristic.,False,False,False,False,False,False,False
W-000039,EXECUTION,19.370849,LOW,2604,477,100,ANOMALY,8.075,Within-lifecycle statistical unusualness percentile 80.750; not a probability.,COMPLIANCE,6.0,Strongest actionable compliance result REVIEW/WARNING under rule MPLADS-3.2.12-COMPLETION-LIMIT.,OPERATIONAL_TREND_CONTEXT,4.014599,state_name=Odisha|district=Odisha Demo District 2 context; strongest metric progress_report_count; signed robust z 20.347.,False,False,True,False,False,False,True
W-000040,COMPLETION,60.954281,HIGH,293,269,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,5.46888,Within-lifecycle statistical unusualness percentile 68.361; not a probability.,False,True,True,False,False,False,False
W-000041,COMPLETION,42.53679,MEDIUM,1778,1642,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,6.658091,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 33.290; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,3.613139,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Sanitation context; strongest metric progress_report_count; signed robust z 8.431.,False,True,True,False,False,False,False
W-000042,EXECUTION,17.039964,LOW,2667,525,100,COMPLIANCE,6.0,Strongest actionable compliance result REVIEW/WARNING under rule MPLADS-3.2.12-COMPLETION-LIMIT.,COST_OVERRUN_PREDICTION,4.7625,Weak secondary raw-XGBoost serving percentile 95.250; calibrated output excluded.,ANOMALY,3.4125,Within-lifecycle statistical unusualness percentile 34.125; not a probability.,False,False,True,False,False,False,True
W-000043,PRE_SANCTION,23.218734,LOW,2475,160,100,ANOMALY,14.386617,Within-lifecycle statistical unusualness percentile 47.955; not a probability.,OPERATIONAL_TREND_CONTEXT,8.832117,state_name=Rajasthan|district=Rajasthan Demo District 3|sector=Community Infrastructure context; strongest metric progress_report_count; signed robust z 9.443.,PEER_DEVIATION,0.0,No metric met the statistical peer-outlier evidence heuristic.,False,False,False,False,False,False,False
W-000044,COMPLETION,52.997732,HIGH,846,798,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.765064,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 63.825; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,6.058394,state_name=Telangana|district=Telangana Demo District 1 context; strongest metric progress_report_count; signed robust z 13.153.,False,True,True,False,False,False,False
W-000045,EXECUTION,4.743294,LOW,2982,789,100,ANOMALY,2.75,Within-lifecycle statistical unusualness percentile 27.500; not a probability.,COST_OVERRUN_PREDICTION,1.18125,Weak secondary raw-XGBoost serving percentile 23.625; calibrated output excluded.,OPERATIONAL_TREND_CONTEXT,0.812044,state_name=Karnataka|district=Karnataka Demo District 1|sector=Renewable Energy context; strongest metric progress_report_count; signed robust z 5.171.,False,False,False,False,False,False,True
W-000046,COMPLETION,60.362228,HIGH,315,289,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.966825,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 94.834; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,9.233577,state_name=Odisha|district=Odisha Demo District 3 context; strongest metric progress_report_count; signed robust z 31.196.,False,True,True,False,False,False,False
W-000047,COMPLETION,60.971063,HIGH,290,266,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,13.997292,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 69.986; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,9.343066,state_name=Karnataka|district=Karnataka Demo District 1 context; strongest metric progress_report_count; signed robust z 31.836.,False,True,True,False,False,False,False
W-000048,COMPLETION,39.742395,MEDIUM,1977,1805,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,3.767095,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 18.835; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,2.937956,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Community Infrastructure context; strongest metric progress_report_count; signed robust z 7.082.,False,True,True,False,False,False,False
W-000049,COMPLETION,58.015632,HIGH,437,406,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,11.275559,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 56.378; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.686131,state_name=Rajasthan|district=Rajasthan Demo District 2 context; strongest metric progress_report_count; signed robust z 25.631.,False,True,True,False,False,False,False
W-000050,COMPLETION,53.040822,HIGH,844,796,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.912661,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 84.563; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,2.609489,state_name=Rajasthan|district=Rajasthan Demo District 2|sector=Renewable Energy context; strongest metric progress_report_count; signed robust z 6.520.,False,True,True,False,False,False,False
W-000051,COMPLETION,40.086811,MEDIUM,1952,1784,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,4.671533,state_name=Telangana|district=Telangana Demo District 4|sector=Sanitation context; strongest metric progress_report_count; signed robust z 9.780.,PAYMENT_EXECUTION,1.855112,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 9.276; persistence boost 0 points.,False,True,True,False,False,False,False
W-000052,COMPLETION,46.990914,MEDIUM,1359,1276,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,8.248175,state_name=Odisha|district=Odisha Demo District 4 context; strongest metric progress_report_count; signed robust z 21.696.,ANOMALY,6.742739,Within-lifecycle statistical unusualness percentile 84.284; not a probability.,False,False,True,False,False,False,False
W-000053,EXECUTION,47.986214,MEDIUM,1261,74,100,PAYMENT_EXECUTION,15.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 48.456; persistence boost 10 points.,OBSERVED_CONDITIONS,14.907749,"Observed overdue=True (days=442.0, score=74.539); observed over sanction=False (overrun_pct=0.0, score=0.000).",ANOMALY,6.4375,Within-lifecycle statistical unusualness percentile 64.375; not a probability.,False,True,True,False,True,False,True
W-000054,COMPLETION,49.472265,MEDIUM,1144,1082,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 37.827; persistence boost 10 points.,ANOMALY,3.854772,Within-lifecycle statistical unusualness percentile 48.185; not a probability.,False,True,True,False,False,False,False
W-000055,EXECUTION,46.641393,MEDIUM,1395,82,100,PAYMENT_EXECUTION,25.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.825,Within-lifecycle statistical unusualness percentile 78.250; not a probability.,PEER_DEVIATION,7.633136,1 peer-outlier metric(s); strongest financial_minus_physical_gap_pct_as_of has absolute robust deviation 15.109.,False,True,False,False,False,False,True
W-000056,PRE_SANCTION,37.057227,MEDIUM,2117,38,100,ANOMALY,18.736059,Within-lifecycle statistical unusualness percentile 62.454; not a probability.,OPERATIONAL_TREND_CONTEXT,18.321168,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Community Infrastructure context; strongest metric progress_report_count; signed robust z 30.352.,PEER_DEVIATION,0.0,No metric met the statistical peer-outlier evidence heuristic.,False,False,False,False,False,False,False
W-000057,COMPLETION,44.467062,MEDIUM,1606,1492,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,8.649635,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sanitation context; strongest metric progress_report_count; signed robust z 24.956.,ANOMALY,3.817427,Within-lifecycle statistical unusualness percentile 47.718; not a probability.,False,False,True,False,False,False,False
W-000058,EXECUTION,29.022946,MEDIUM,2314,284,100,OBSERVED_CONDITIONS,15.092251,"Observed overdue=True (days=455.0, score=75.461); observed over sanction=False (overrun_pct=0.0, score=0.000).",ANOMALY,8.8125,Within-lifecycle statistical unusualness percentile 88.125; not a probability.,OPERATIONAL_TREND_CONTEXT,3.622263,state_name=Odisha|district=Odisha Demo District 2|sector=Health context; strongest metric progress_report_count; signed robust z 16.863.,False,False,False,False,True,False,True
W-000059,COMPLETION,44.881924,MEDIUM,1560,1451,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,OPERATIONAL_TREND_CONTEXT,7.135036,state_name=Rajasthan|district=Rajasthan Demo District 2|sector=Health context; strongest metric progress_report_count; signed robust z 16.188.,ANOMALY,5.746888,Within-lifecycle statistical unusualness percentile 71.836; not a probability.,False,False,True,False,False,False,False
