work_id,duplicate_candidate_count,best_duplicate_candidate_work_id,best_duplicate_similarity_score_0_100,review_candidate_count,best_review_candidate_work_id,best_review_similarity_score_0_100,review_candidate
W-000236,2,W-002322,83.523663,0,,,False
W-000237,11,W-000674,82.069476,0,,,False
W-000238,5,W-002756,81.100417,0,,,False
W-000239,9,W-000703,85.654022,0,,,False
W-000240,5,W-000562,90.164432,0,,,False
W-000241,9,W-001965,92.466909,0,,,False
W-000242,7,W-000231,84.315808,0,,,False
W-000243,11,W-000424,85.152103,0,,,False
W-000244,8,W-002140,88.356168,0,,,False
W-000245,9,W-002907,89.461368,0,,,False
W-000246,8,W-000210,82.498757,0,,,False
W-000247,10,W-001234,86.946643,0,,,False
W-000248,8,W-000980,84.341136,0,,,False
W-000249,8,W-000025,83.964898,0,,,False
W-000250,5,W-000172,82.046154,0,,,False
W-000251,6,W-002876,87.267791,0,,,False
W-000252,10,W-002791,84.888077,0,,,False
W-000253,7,W-000350,89.073957,0,,,False
W-000254,9,W-000152,86.232977,0,,,False
W-000255,4,W-001564,85.793807,0,,,False
W-000256,8,W-001388,80.873676,0,,,False
W-000257,17,W-000556,86.106881,0,,,False
W-000258,9,W-002304,91.403972,0,,,False
W-000259,15,W-002643,89.621756,0,,,False
W-000260,7,W-002296,81.966378,0,,,False
W-000261,7,W-002817,85.784278,0,,,False
W-000262,8,W-002961,87.212535,0,,,False
W-000263,7,W-002637,91.429878,0,,,False
W-000264,7,W-000328,86.439376,0,,,False
W-000265,9,W-002327,80.513784,0,,,False
W-000266,12,W-001734,84.837924,0,,,False
W-000267,6,W-001528,83.847569,0,,,False
W-000268,3,W-002472,78.393623,0,,,False
W-000269,5,W-001910,86.163007,0,,,False
W-000270,4,W-001710,81.208017,0,,,False
W-000271,4,W-001602,82.218082,0,,,False
W-000272,5,W-002805,85.874143,0,,,False
W-000273,9,W-000317,90.202045,0,,,False
W-000274,14,W-000583,84.314753,0,,,False
W-000275,8,W-002525,91.569633,0,,,False
W-000276,10,W-000942,87.128365,0,,,False
W-000277,8,W-002378,81.149579,0,,,False
W-000278,9,W-000245,86.847377,0,,,False
W-000279,7,W-002939,87.485801,0,,,False
W-000280,9,W-001663,85.95454,0,,,False
W-000281,6,W-002818,82.911901,0,,,False
W-000282,6,W-001756,86.244078,0,,,False
W-000283,7,W-002513,84.76466,0,,,False
W-000284,7,W-001982,86.618332,0,,,False
W-000285,5,W-001350,79.208432,0,,,False
W-000286,8,W-001957,87.350807,0,,,False
W-000287,7,W-001022,86.245729,0,,,False
W-000288,6,W-001222,80.373164,0,,,False
W-000289,5,W-001510,84.489267,0,,,False
W-000290,7,W-000308,89.406797,0,,,False
W-000291,8,W-001945,87.790967,0,,,False
W-000292,8,W-000174,85.229374,0,,,False
W-000293,8,W-002185,84.398622,0,,,False
W-000294,1,W-001734,78.307388,0,,,False
W-000295,11,W-002996,87.901745,0,,,False
W-000296,14,W-002882,87.786361,0,,,False
W-000297,12,W-000298,90.772043,0,,,False
W-000298,6,W-000297,90.772043,0,,,False
W-000299,8,W-000381,87.106859,0,,,False
W-000300,4,W-000799,84.79945,0,,,False
W-000301,9,W-001163,82.834109,0,,,False
W-000302,5,W-002810,81.773352,0,,,False
W-000303,6,W-002411,85.458059,0,,,False
W-000304,6,W-001859,83.784333,0,,,False
W-000305,9,W-000805,86.567997,0,,,False
W-000306,12,W-002973,88.677175,0,,,False
W-000307,7,W-001163,84.820787,0,,,False
W-000308,6,W-000290,89.406797,0,,,False
W-000309,6,W-002812,85.42324,0,,,False
W-000310,9,W-001726,89.055475,0,,,False
W-000311,0,,,0,,,False
W-000312,10,W-001885,84.297196,0,,,False
W-000313,6,W-001064,85.838469,0,,,False
W-000314,6,W-001703,85.214992,0,,,False
W-000315,11,W-000344,87.026572,0,,,False
W-000316,5,W-000773,86.517973,0,,,False
W-000317,11,W-000273,90.202045,0,,,False
W-000318,9,W-000128,88.355529,0,,,False
W-000319,10,W-000536,88.485666,0,,,False
W-000320,9,W-002927,87.516955,0,,,False
W-000321,9,W-002690,86.675541,0,,,False
W-000322,9,W-002819,87.54068,0,,,False
W-000323,12,W-000751,87.086681,0,,,False
W-000324,7,W-001136,91.124484,0,,,False
W-000325,5,W-001004,89.794918,0,,,False
W-000326,18,W-002541,85.453958,0,,,False
W-000327,7,W-002268,92.728883,0,,,False
W-000328,4,W-000264,86.439376,0,,,False
W-000329,9,W-000446,91.145113,0,,,False
W-000330,4,W-001021,82.221654,0,,,False
W-000331,8,W-002805,86.814379,0,,,False
W-000332,12,W-002470,90.9033,0,,,False
W-000333,7,W-002568,85.205752,0,,,False
W-000334,5,W-001340,81.174562,0,,,False
W-000335,7,W-000109,81.181083,0,,,False
W-000336,12,W-001885,88.686634,0,,,False
W-000337,7,W-000864,87.046916,0,,,False
W-000338,11,W-002314,85.678577,0,,,False
W-000339,8,W-002009,79.403866,0,,,False
W-000340,6,W-001428,83.069405,0,,,False
W-000341,5,W-000593,83.912058,0,,,False
W-000342,5,W-000601,80.509676,0,,,False
W-000343,10,W-000382,84.340066,0,,,False
W-000344,12,W-002965,87.835743,0,,,False
W-000345,10,W-000130,85.990673,0,,,False
W-000346,11,W-000821,89.013192,0,,,False
W-000347,10,W-001418,83.938705,0,,,False
W-000348,8,W-000720,83.483767,0,,,False
W-000349,7,W-002944,84.030567,0,,,False
W-000350,8,W-000253,89.073957,0,,,False
W-000351,6,W-001423,88.591525,0,,,False
W-000352,7,W-002838,89.130929,0,,,False
W-000353,7,W-002968,87.374282,0,,,False
W-000354,8,W-000005,87.079307,0,,,False
W-000355,14,W-002259,83.698225,0,,,False
W-000356,9,W-002627,83.666602,0,,,False
W-000357,11,W-001300,84.428094,0,,,False
W-000358,12,W-002157,90.83752,0,,,False
W-000359,4,W-001935,90.923414,0,,,False
W-000360,7,W-000308,84.754359,0,,,False
W-000361,8,W-001113,85.682142,0,,,False
W-000362,6,W-002580,84.927862,0,,,False
W-000363,7,W-000975,85.527778,0,,,False
W-000364,8,W-002304,84.58268,0,,,False
W-000365,8,W-000941,89.349637,0,,,False
W-000366,13,W-000077,88.675499,0,,,False
W-000367,11,W-002093,85.533955,0,,,False
W-000368,7,W-000191,90.075413,0,,,False
W-000369,5,W-000551,89.387658,0,,,False
W-000370,8,W-001405,83.193845,0,,,False
W-000371,10,W-001339,87.689603,0,,,False
W-000372,7,W-001214,82.352964,0,,,False
W-000373,6,W-000906,80.944938,0,,,False
W-000374,9,W-000631,85.139823,0,,,False
W-000375,6,W-001857,83.051907,0,,,False
W-000376,13,W-001524,88.715376,0,,,False
W-000377,9,W-001454,86.578327,0,,,False
W-000378,6,W-001751,79.203502,0,,,False
W-000379,4,W-001729,87.698517,0,,,False
W-000380,8,W-000752,82.081913,0,,,False
W-000381,9,W-000299,87.106859,0,,,False
W-000382,11,W-000343,84.340066,0,,,False
W-000383,6,W-000936,84.371545,0,,,False
W-000384,6,W-001296,85.120756,0,,,False
W-000385,2,W-001087,79.71699,0,,,False
W-000386,12,W-002886,82.684176,0,,,False
W-000387,14,W-002683,87.471326,0,,,False
W-000388,10,W-002264,86.287561,0,,,False
W-000389,10,W-002892,90.575357,0,,,False
W-000390,7,W-000160,86.394214,0,,,False
W-000391,12,W-000745,90.320494,0,,,False
W-000392,10,W-001755,87.115225,0,,,False
W-000393,6,W-002426,81.691357,0,,,False
W-000394,9,W-001353,89.236282,0,,,False
W-000395,4,W-002737,86.733694,0,,,False
W-000396,6,W-001409,84.633382,0,,,False
W-000397,9,W-001186,84.068921,0,,,False
W-000398,7,W-001156,82.193443,0,,,False
W-000399,11,W-001258,88.45953,0,,,False
W-000400,9,W-000670,83.015338,0,,,False
W-000401,5,W-002029,87.476336,0,,,False
W-000402,12,W-000592,89.077854,0,,,False
W-000403,6,W-000409,82.25035,0,,,False
W-000404,7,W-000572,83.502918,0,,,False
W-000405,12,W-000066,83.88817,0,,,False
W-000406,8,W-002668,81.854676,0,,,False
W-000407,11,W-001133,86.704636,0,,,False
W-000408,10,W-002347,85.922449,0,,,False
W-000409,11,W-000672,87.507151,0,,,False
W-000410,5,W-001688,87.44043,0,,,False
W-000411,9,W-000178,83.615299,0,,,False
W-000412,9,W-002841,82.817105,0,,,False
W-000413,8,W-002141,86.159006,0,,,False
W-000414,10,W-000905,80.983856,0,,,False
W-000415,12,W-001683,85.00139,0,,,False
W-000416,6,W-000627,81.918908,0,,,False
W-000417,5,W-001088,86.359123,0,,,False
W-000418,14,W-002277,88.804223,0,,,False
W-000419,9,W-002024,87.087926,0,,,False
W-000420,10,W-002964,85.319664,0,,,False
W-000421,7,W-002425,81.446961,0,,,False
W-000422,10,W-002570,88.352092,0,,,False
W-000423,7,W-000136,93.801774,0,,,False
W-000424,13,W-000243,85.152103,0,,,False
W-000425,11,W-002998,85.847033,0,,,False
W-000426,7,W-001585,89.777133,0,,,False
W-000427,9,W-001717,84.625691,0,,,False
W-000428,5,W-000596,83.76358,0,,,False
W-000429,1,W-001021,79.904422,0,,,False
W-000430,10,W-000931,88.244108,0,,,False
W-000431,11,W-000564,95.32324,1,W-000564,95.32324,True
W-000432,7,W-001141,85.348622,0,,,False
W-000433,8,W-000534,88.38107,0,,,False
W-000434,9,W-002827,82.664313,0,,,False
W-000435,5,W-002997,80.191881,0,,,False
W-000436,9,W-002309,88.152568,0,,,False
W-000437,5,W-001239,88.103043,0,,,False
W-000438,9,W-002829,84.389772,0,,,False
W-000439,9,W-000875,81.972597,0,,,False
W-000440,6,W-001839,79.228545,0,,,False
W-000441,12,W-002825,83.908136,0,,,False
W-000442,12,W-001514,86.004634,0,,,False
W-000443,10,W-002280,82.754504,0,,,False
W-000444,7,W-001258,86.549729,0,,,False
W-000445,6,W-001995,89.062818,0,,,False
W-000446,8,W-000329,91.145113,0,,,False
W-000447,7,W-002142,83.60309,0,,,False
W-000448,11,W-000779,87.954295,0,,,False
W-000449,10,W-002119,89.574947,0,,,False
W-000450,6,W-002368,83.056642,0,,,False
W-000451,10,W-001739,91.801031,0,,,False
W-000452,8,W-000422,86.763409,0,,,False
W-000453,8,W-000132,84.070085,0,,,False
W-000454,7,W-001794,85.730217,0,,,False
W-000455,8,W-001458,86.758809,0,,,False
W-000456,7,W-001026,81.690922,0,,,False
W-000457,8,W-001674,85.411473,0,,,False
W-000458,8,W-000742,83.867604,0,,,False
W-000459,5,W-002338,78.859034,0,,,False
W-000460,7,W-002321,82.404443,0,,,False
W-000461,6,W-001359,81.294041,0,,,False
W-000462,8,W-000661,80.695596,0,,,False
W-000463,9,W-002674,85.542848,0,,,False
W-000464,7,W-002181,83.668548,0,,,False
W-000465,7,W-001322,93.577078,0,,,False
W-000466,7,W-002765,84.630816,0,,,False
W-000467,9,W-002207,92.361215,0,,,False
W-000468,6,W-000274,81.239094,0,,,False
W-000469,8,W-002801,86.886738,0,,,False
W-000470,7,W-000041,83.349789,0,,,False
W-000471,8,W-001150,84.712387,0,,,False
W-000472,7,W-002080,85.684736,0,,,False
W-000473,10,W-000898,87.31448,0,,,False
W-000474,10,W-001026,84.128165,0,,,False
W-000475,7,W-000032,85.223233,0,,,False
W-000476,5,W-001724,89.885135,0,,,False
W-000477,7,W-001612,89.222882,0,,,False
W-000478,9,W-001952,83.172523,0,,,False
W-000479,10,W-000228,86.270321,0,,,False
W-000480,9,W-000005,88.19805,0,,,False
W-000481,5,W-000306,80.142501,0,,,False
W-000482,9,W-000296,83.53033,0,,,False
W-000483,5,W-002452,89.838597,0,,,False
W-000484,10,W-000720,87.330308,0,,,False
W-000485,6,W-002987,85.049958,0,,,False
W-000486,2,W-001296,75.36615,0,,,False
W-000487,9,W-000605,85.953429,0,,,False
W-000488,9,W-000175,86.3598,0,,,False
W-000489,10,W-001932,88.336577,0,,,False
W-000490,5,W-002946,85.530099,0,,,False
W-000491,9,W-001297,87.992166,0,,,False
W-000492,13,W-001056,86.64592,0,,,False
W-000493,9,W-001787,87.751049,0,,,False
W-000494,6,W-002804,83.766085,0,,,False
W-000495,8,W-001892,86.93395,0,,,False
W-000496,7,W-000685,88.707217,0,,,False
W-000497,3,W-001223,78.023441,0,,,False
W-000498,5,W-002543,84.462269,0,,,False
W-000499,8,W-002317,84.700993,0,,,False
W-000500,11,W-000826,86.769578,0,,,False
W-000501,8,W-002010,86.962073,0,,,False
W-000502,10,W-000864,88.108256,0,,,False
W-000503,6,W-001081,85.471511,0,,,False
W-000504,5,W-001513,85.907569,0,,,False
W-000505,10,W-002970,86.909556,0,,,False
W-000506,5,W-000585,83.50791,0,,,False
W-000507,9,W-000782,84.21881,0,,,False
W-000508,10,W-001361,86.663117,0,,,False
W-000509,3,W-002301,81.667064,0,,,False
W-000510,13,W-001988,85.055788,0,,,False
W-000511,6,W-001820,80.992391,0,,,False
W-000512,8,W-002194,84.459741,0,,,False
W-000513,7,W-002377,84.218098,0,,,False
W-000514,9,W-001388,87.255568,0,,,False
W-000515,6,W-001895,84.728553,0,,,False
W-000516,8,W-001495,89.468144,0,,,False
W-000517,6,W-001245,79.655562,0,,,False
W-000518,8,W-000394,84.269596,0,,,False
W-000519,10,W-002767,83.169999,0,,,False
W-000520,5,W-001859,82.830302,0,,,False
W-000521,6,W-002035,82.571648,0,,,False
W-000522,12,W-002434,86.963399,0,,,False
W-000523,6,W-001756,84.892093,0,,,False
W-000524,10,W-001767,88.081092,0,,,False
W-000525,12,W-002175,89.118711,0,,,False
W-000526,9,W-000723,87.353848,0,,,False
W-000527,10,W-001874,81.889383,0,,,False
W-000528,7,W-001163,84.157075,0,,,False
W-000529,4,W-001036,84.550718,0,,,False
W-000530,10,W-000541,87.427252,0,,,False
W-000531,12,W-002355,81.894157,0,,,False
W-000532,4,W-001944,86.31239,0,,,False
W-000533,5,W-001244,87.840768,0,,,False
W-000534,7,W-000433,88.38107,0,,,False
W-000535,8,W-000813,78.562316,0,,,False
W-000536,11,W-000319,88.485666,0,,,False
W-000537,10,W-001492,85.560401,0,,,False
W-000538,9,W-001274,82.556923,0,,,False
W-000539,8,W-002127,88.894723,0,,,False
W-000540,7,W-002810,81.86243,0,,,False
W-000541,8,W-000530,87.427252,0,,,False
W-000542,8,W-000682,93.495988,0,,,False
W-000543,8,W-001741,84.82391,0,,,False
W-000544,10,W-000923,87.561183,0,,,False
W-000545,8,W-000866,84.428268,0,,,False
W-000546,6,W-001985,86.106411,0,,,False
W-000547,8,W-000967,87.187257,0,,,False
W-000548,8,W-002853,91.967902,0,,,False
W-000549,10,W-002570,85.878159,0,,,False
W-000550,6,W-000964,86.447198,0,,,False
W-000551,7,W-000369,89.387658,0,,,False
W-000552,7,W-000718,84.870439,0,,,False
W-000553,8,W-001566,88.046163,0,,,False
W-000554,6,W-000250,80.979341,0,,,False
W-000555,9,W-001501,87.803609,0,,,False
W-000556,9,W-000257,86.106881,0,,,False
W-000557,7,W-000873,82.239451,0,,,False
W-000558,8,W-001293,88.635299,0,,,False
W-000559,5,W-001178,83.5799,0,,,False
W-000560,10,W-001245,87.04419,0,,,False
W-000561,10,W-000962,88.217722,0,,,False
W-000562,7,W-000240,90.164432,0,,,False
W-000563,7,W-000912,83.421604,0,,,False
W-000564,8,W-000431,95.32324,1,W-000431,95.32324,True
W-000565,11,W-000752,87.478731,0,,,False
W-000566,9,W-000205,81.910525,0,,,False
W-000567,10,W-001462,86.055835,0,,,False
W-000568,9,W-000317,85.06888,0,,,False
W-000569,10,W-000596,84.298567,0,,,False
W-000570,8,W-002774,88.258098,0,,,False
W-000571,8,W-002644,84.739526,0,,,False
W-000572,13,W-002107,84.270672,0,,,False
W-000573,9,W-001116,87.855368,0,,,False
W-000574,11,W-000229,86.959971,0,,,False
W-000575,8,W-001049,84.169367,0,,,False
W-000576,9,W-000709,85.727018,0,,,False
W-000577,7,W-002637,84.95034,0,,,False
W-000578,7,W-000001,91.164266,0,,,False
W-000579,8,W-001340,79.305577,0,,,False
W-000580,8,W-000108,92.203513,0,,,False
W-000581,6,W-000084,83.775465,0,,,False
W-000582,16,W-002055,89.708157,0,,,False
W-000583,7,W-001146,89.276171,0,,,False
W-000584,11,W-002136,87.248343,0,,,False
W-000585,11,W-000506,83.50791,0,,,False
W-000586,13,W-002761,89.221186,0,,,False
W-000587,9,W-001354,89.982859,0,,,False
W-000588,8,W-002088,83.20588,0,,,False
W-000589,5,W-000598,84.378225,0,,,False
W-000590,6,W-001771,82.899818,0,,,False
W-000591,6,W-001776,86.640344,0,,,False
W-000592,9,W-002164,91.969514,0,,,False
W-000593,9,W-000925,86.071756,0,,,False
W-000594,8,W-002508,85.197625,0,,,False
W-000595,9,W-002314,85.709784,0,,,False
W-000596,10,W-001440,90.635229,0,,,False
W-000597,12,W-001959,86.18487,0,,,False
W-000598,7,W-000589,84.378225,0,,,False
W-000599,8,W-001285,91.020297,0,,,False
W-000600,5,W-002910,83.926106,0,,,False
