work_id,selected_trend_group,selected_trend_group_value,strongest_operational_trend_metric,strongest_operational_trend_robust_z,operational_trend_deviation_flag,operational_trend_context_score_0_100
W-000028,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 2|sector=Drinking Water,progress_report_count,11.691333333333333,True,54.379562043795616
W-000029,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 3,progress_report_count,15.813277777777778,True,70.43795620437956
W-000030,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 4|sector=Sanitation,progress_report_count,14.50175,True,66.05839416058394
W-000031,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 1|sector=Community Infrastructure,progress_report_count,6.745,True,27.73722627737226
W-000032,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,progress_report_count,13.28765,True,60.94890510948905
W-000033,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 4|sector=Drinking Water,progress_report_count,5.620833333333334,True,20.072992700729927
W-000034,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 4|sector=Education,progress_report_count,15.5135,True,69.52554744525547
W-000035,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4|sector=Sanitation,released_payment_amount_inr,3.19911441307578,False,0.0
W-000036,DISTRICT,state_name=Odisha|district=Odisha Demo District 2,progress_report_count,20.347416666666664,True,80.2919708029197
W-000037,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 3,progress_report_count,15.813277777777778,True,70.43795620437956
W-000038,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1,progress_report_count,26.4404,True,88.32116788321169
W-000039,DISTRICT,state_name=Odisha|district=Odisha Demo District 2,progress_report_count,20.347416666666664,True,80.2919708029197
W-000040,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 2|sector=Sports,progress_report_count,8.094,True,34.85401459854015
W-000041,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Sanitation,progress_report_count,8.43125,True,36.13138686131387
W-000042,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 4|sector=Sports,progress_report_count,12.47825,True,57.299270072992705
W-000043,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 3|sector=Community Infrastructure,progress_report_count,9.443,True,44.16058394160584
W-000044,DISTRICT,state_name=Telangana|district=Telangana Demo District 1,progress_report_count,13.152750000000001,True,60.58394160583942
W-000045,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 1|sector=Renewable Energy,progress_report_count,5.171166666666667,True,16.240875912408757
W-000046,DISTRICT,state_name=Odisha|district=Odisha Demo District 3,progress_report_count,31.195625,True,92.33576642335767
W-000047,DISTRICT,state_name=Karnataka|district=Karnataka Demo District 1,progress_report_count,31.836399999999998,True,93.43065693430657
W-000048,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Community Infrastructure,progress_report_count,7.08225,True,29.37956204379562
W-000049,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 2,progress_report_count,25.631,True,86.86131386861314
W-000050,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 2|sector=Renewable Energy,progress_report_count,6.520166666666667,True,26.094890510948904
W-000051,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 4|sector=Sanitation,progress_report_count,9.78025,True,46.715328467153284
W-000052,DISTRICT,state_name=Odisha|district=Odisha Demo District 4,progress_report_count,21.696416666666664,True,82.48175182481752
W-000053,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 2|sector=Health,progress_report_count,16.188,True,71.35036496350365
W-000054,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 1|sector=Sanitation,progress_report_count,2.698,False,0.0
W-000055,DISTRICT,state_name=Telangana|district=Telangana Demo District 4,progress_report_count,49.46333333333333,True,98.54014598540147
W-000056,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Community Infrastructure,progress_report_count,30.3525,True,91.6058394160584
W-000057,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sanitation,progress_report_count,24.9565,True,86.4963503649635
W-000058,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 2|sector=Health,progress_report_count,16.8625,True,72.44525547445255
W-000059,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 2|sector=Health,progress_report_count,16.188,True,71.35036496350365
W-000060,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 4,progress_report_count,16.7781875,True,71.8978102189781
W-000061,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 4|sector=Roads & Bridges,progress_report_count,6.969833333333334,True,28.467153284671532
W-000062,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Community Infrastructure,progress_report_count,7.08225,True,29.37956204379562
W-000063,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 4,progress_report_count,16.7781875,True,71.8978102189781
W-000064,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3|sector=Roads & Bridges,progress_report_count,9.443,True,44.16058394160584
W-000065,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 3|sector=Drinking Water,progress_report_count,4.9463333333333335,True,14.5985401459854
W-000066,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 4,progress_report_count,16.7781875,True,71.8978102189781
W-000067,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 1|sector=Health,progress_report_count,22.258499999999998,True,83.75912408759125
W-000068,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 3,progress_report_count,15.813277777777778,True,70.43795620437956
W-000069,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 3|sector=Renewable Energy,progress_report_count,18.2115,True,75.91240875912408
W-000070,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Sanitation,progress_report_count,8.43125,True,36.13138686131387
W-000071,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3|sector=Roads & Bridges,progress_report_count,9.443,True,44.16058394160584
W-000072,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Renewable Energy,progress_report_count,8.7685,True,39.5985401459854
W-000073,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 4|sector=Health,progress_report_count,9.10575,True,41.78832116788321
W-000074,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 2|sector=Sports,progress_report_count,6.295333333333333,True,24.087591240875913
W-000075,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 3,progress_report_count,15.813277777777778,True,70.43795620437956
W-000076,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Community Infrastructure,progress_report_count,30.3525,True,91.6058394160584
W-000077,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 2|sector=Sanitation,progress_report_count,22.258499999999998,True,83.75912408759125
W-000078,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 2|sector=Drinking Water,progress_report_count,11.691333333333333,True,54.379562043795616
W-000079,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 2,progress_report_count,59.356,True,98.90510948905109
W-000080,DISTRICT,state_name=Telangana|district=Telangana Demo District 3,progress_report_count,25.7659,True,87.22627737226277
W-000081,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 1|sector=Sanitation,progress_report_count,21.584,True,81.93430656934306
W-000082,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Community Infrastructure,progress_report_count,7.08225,True,29.37956204379562
W-000083,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Health,progress_report_count,29.0035,True,89.96350364963503
W-000084,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Sanitation,progress_report_count,15.5135,True,69.52554744525547
W-000085,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 4|sector=Sanitation,progress_report_count,5.171166666666667,True,16.240875912408757
W-000086,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Roads & Bridges,progress_report_count,13.15275,True,60.21897810218978
W-000087,DISTRICT,state_name=Telangana|district=Telangana Demo District 4,progress_report_count,49.46333333333333,True,98.54014598540147
W-000088,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 1|sector=Education,progress_report_count,15.5135,True,69.52554744525547
W-000089,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 4|sector=Sanitation,progress_report_count,14.50175,True,66.05839416058394
W-000090,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3,progress_report_count,29.172125,True,90.51094890510949
W-000091,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Sanitation,progress_report_count,15.5135,True,69.52554744525547
W-000092,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 1|sector=Roads & Bridges,progress_report_count,16.8625,True,72.44525547445255
W-000093,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 2|sector=Sanitation,progress_report_count,22.258499999999998,True,83.75912408759125
W-000094,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Renewable Energy,progress_report_count,33.0505,True,94.16058394160584
W-000095,DISTRICT,state_name=Odisha|district=Odisha Demo District 4,progress_report_count,21.696416666666664,True,82.48175182481752
W-000096,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 2|sector=Education,progress_report_count,18.2115,True,75.91240875912408
W-000097,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 4|sector=Health,progress_report_count,9.892666666666665,True,47.08029197080292
W-000098,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 2,progress_report_count,59.356,True,98.90510948905109
W-000099,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 1,progress_report_count,22.146083333333333,True,82.84671532846716
W-000100,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 3|sector=Drinking Water,progress_report_count,7.644333333333333,True,33.394160583941606
W-000101,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,progress_report_count,13.28765,True,60.94890510948905
W-000102,DISTRICT,state_name=Karnataka|district=Karnataka Demo District 3,progress_report_count,37.43475,True,96.35036496350365
W-000103,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Sanitation,progress_report_count,8.43125,True,36.13138686131387
W-000104,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 1|sector=Sports,progress_report_count,17.537,True,73.72262773722628
W-000105,DISTRICT,state_name=Telangana|district=Telangana Demo District 1,progress_report_count,13.152750000000001,True,60.58394160583942
W-000106,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Renewable Energy,progress_report_count,8.7685,True,39.5985401459854
W-000107,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 4|sector=Roads & Bridges,progress_report_count,6.969833333333334,True,28.467153284671532
W-000108,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Health,progress_report_count,17.537,True,73.72262773722628
W-000109,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 1|sector=Health,progress_report_count,22.258499999999998,True,83.75912408759125
W-000110,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3|sector=Roads & Bridges,progress_report_count,9.443,True,44.16058394160584
W-000111,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 4|sector=Education,progress_report_count,15.5135,True,69.52554744525547
W-000112,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 4|sector=Sanitation,progress_report_count,5.171166666666667,True,16.240875912408757
W-000113,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 1|sector=Education,progress_report_count,15.5135,True,69.52554744525547
W-000114,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 3,progress_report_count,15.813277777777778,True,70.43795620437956
W-000115,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,progress_report_count,13.28765,True,60.94890510948905
W-000116,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 1|sector=Education,progress_report_count,14.839,True,67.51824817518248
W-000117,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 2|sector=Health,progress_report_count,16.188,True,71.35036496350365
W-000118,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 4,progress_report_count,16.7781875,True,71.8978102189781
W-000119,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 3|sector=Sanitation,progress_report_count,23.607499999999998,True,86.13138686131386
W-000120,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 2,progress_report_count,25.631,True,86.86131386861314
W-000121,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 2|sector=Roads & Bridges,progress_report_count,12.47825,True,57.299270072992705
W-000122,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Education,progress_report_count,10.792,True,50.36496350364964
W-000123,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4|sector=Drinking Water,progress_report_count,10.792,True,50.36496350364964
W-000124,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 2|sector=Education,progress_report_count,9.443,True,44.16058394160584
W-000125,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 1|sector=Education,progress_report_count,15.5135,True,69.52554744525547
W-000126,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 4|sector=Roads & Bridges,progress_report_count,5.620833333333334,True,20.072992700729927
W-000127,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 3|sector=Renewable Energy,progress_report_count,5.620833333333334,True,20.072992700729927
W-000128,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 4,progress_report_count,16.7781875,True,71.8978102189781
W-000129,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 2|sector=Roads & Bridges,progress_report_count,22.933,True,85.21897810218978
W-000130,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 3|sector=Sports,progress_report_count,5.396,True,18.065693430656935
W-000131,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Renewable Energy,progress_report_count,33.0505,True,94.16058394160584
W-000132,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Drinking Water,progress_report_count,11.4665,True,53.284671532846716
W-000133,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 3|sector=Community Infrastructure,progress_report_count,8.7685,True,39.5985401459854
W-000134,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 2|sector=Community Infrastructure,progress_report_count,5.396,True,18.065693430656935
W-000135,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 4|sector=Renewable Energy,progress_report_count,5.396,True,18.065693430656935
W-000136,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 4,released_payment_count,10.792,True,50.36496350364964
W-000137,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 1,progress_report_count,22.146083333333333,True,82.84671532846716
W-000138,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4,progress_report_count,20.62042857142857,True,80.65693430656934
W-000139,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 2|sector=Health,progress_report_count,3.5973333333333333,True,1.824817518248175
W-000140,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Health,progress_report_count,4.7215,True,12.226277372262775
W-000141,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 3|sector=Community Infrastructure,progress_report_count,9.443,True,44.16058394160584
W-000142,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Drinking Water,progress_report_count,12.141,True,55.65693430656934
W-000143,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 4|sector=Health,progress_report_count,22.933,True,85.21897810218978
W-000144,DISTRICT,state_name=Karnataka|district=Karnataka Demo District 2,progress_report_count,14.029599999999999,True,64.05109489051095
W-000145,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 2|sector=Sanitation,progress_report_count,8.094,True,34.85401459854015
W-000146,DISTRICT,state_name=Telangana|district=Telangana Demo District 4,progress_report_count,49.46333333333333,True,98.54014598540147
W-000147,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2,progress_report_count,18.8016875,True,78.46715328467153
W-000148,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 2|sector=Roads & Bridges,progress_report_count,12.47825,True,57.299270072992705
W-000149,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 3|sector=Sanitation,progress_report_count,13.49,True,61.67883211678832
W-000150,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 2|sector=Sanitation,progress_report_count,24.9565,True,86.4963503649635
W-000151,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 4|sector=Renewable Energy,progress_report_count,6.745,True,27.73722627737226
W-000152,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 4|sector=Sports,progress_report_count,10.192444444444444,True,48.9051094890511
W-000153,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 4|sector=Health,progress_report_count,9.892666666666665,True,47.08029197080292
W-000154,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 2|sector=Education,progress_report_count,9.443,True,44.16058394160584
W-000155,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4,progress_report_count,20.62042857142857,True,80.65693430656934
W-000156,DISTRICT,state_name=Karnataka|district=Karnataka Demo District 2,progress_report_count,14.029599999999999,True,64.05109489051095
W-000157,DISTRICT,state_name=Telangana|district=Telangana Demo District 3,progress_report_count,25.7659,True,87.22627737226277
W-000158,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 2|sector=Sanitation,progress_report_count,22.258499999999998,True,83.75912408759125
W-000159,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Health,progress_report_count,29.0035,True,89.96350364963503
W-000160,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 3|sector=Community Infrastructure,progress_report_count,7.644333333333333,True,33.394160583941606
W-000161,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 1|sector=Roads & Bridges,progress_report_count,13.15275,True,60.21897810218978
W-000162,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,progress_report_count,13.28765,True,60.94890510948905
W-000163,DISTRICT,state_name=Telangana|district=Telangana Demo District 4,progress_report_count,49.46333333333333,True,98.54014598540147
W-000164,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 4|sector=Health,progress_report_count,9.10575,True,41.78832116788321
W-000165,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 3|sector=Health,progress_report_count,5.620833333333334,True,20.072992700729927
W-000166,DISTRICT,state_name=Odisha|district=Odisha Demo District 4,progress_report_count,21.696416666666664,True,82.48175182481752
W-000167,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4|sector=Health,progress_report_count,26.98,True,88.6861313868613
W-000168,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 3|sector=Drinking Water,progress_report_count,7.644333333333333,True,33.394160583941606
W-000169,DISTRICT,state_name=Telangana|district=Telangana Demo District 1,progress_report_count,13.152750000000001,True,60.58394160583942
W-000170,DISTRICT_SECTOR,state_name=Maharashtra|district=Maharashtra Demo District 3|sector=Community Infrastructure,progress_report_count,8.7685,True,39.5985401459854
W-000171,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 2|sector=Drinking Water,progress_report_count,18.2115,True,75.91240875912408
W-000172,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 2|sector=Roads & Bridges,progress_report_count,22.933,True,85.21897810218978
W-000173,DISTRICT,state_name=Odisha|district=Odisha Demo District 4,progress_report_count,21.696416666666664,True,82.48175182481752
W-000174,DISTRICT,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2,progress_report_count,18.8016875,True,78.46715328467153
W-000175,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 4|sector=Roads & Bridges,progress_report_count,8.094,True,34.85401459854015
W-000176,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 1,progress_report_count,22.146083333333333,True,82.84671532846716
W-000177,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Drinking Water,progress_report_count,11.4665,True,53.284671532846716
W-000178,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 4|sector=Renewable Energy,progress_report_count,6.745,True,27.73722627737226
W-000179,DISTRICT_SECTOR,state_name=Odisha|district=Odisha Demo District 4|sector=Community Infrastructure,progress_report_count,4.7215,True,12.226277372262775
W-000180,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 4,released_payment_count,10.792,True,50.36496350364964
W-000181,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 2|sector=Health,progress_report_count,8.7685,True,39.5985401459854
W-000182,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 2|sector=Education,progress_report_count,10.1175,True,48.35766423357664
W-000183,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 4|sector=Roads & Bridges,progress_report_count,8.094,True,34.85401459854015
W-000184,DISTRICT_SECTOR,state_name=Rajasthan|district=Rajasthan Demo District 3|sector=Sanitation,progress_report_count,13.49,True,61.67883211678832
W-000185,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Renewable Energy,progress_report_count,8.7685,True,39.5985401459854
W-000186,DISTRICT,state_name=Telangana|district=Telangana Demo District 1,progress_report_count,13.152750000000001,True,60.58394160583942
W-000187,DISTRICT,state_name=Karnataka|district=Karnataka Demo District 3,progress_report_count,37.43475,True,96.35036496350365
W-000188,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 4|sector=Sanitation,progress_report_count,5.171166666666667,True,16.240875912408757
W-000189,DISTRICT,state_name=Maharashtra|district=Maharashtra Demo District 4,released_payment_count,10.792,True,50.36496350364964
W-000190,DISTRICT,state_name=Telangana|district=Telangana Demo District 4,progress_report_count,49.46333333333333,True,98.54014598540147
W-000191,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 1|sector=Renewable Energy,progress_report_count,8.7685,True,39.5985401459854
W-000192,DISTRICT_SECTOR,state_name=Telangana|district=Telangana Demo District 4|sector=Renewable Energy,progress_report_count,6.520166666666667,True,26.094890510948904
W-000193,DISTRICT_SECTOR,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4|sector=Roads & Bridges,progress_report_count,8.543666666666667,True,37.408759124087595
W-000194,DISTRICT,state_name=Rajasthan|district=Rajasthan Demo District 3,progress_report_count,13.28765,True,60.94890510948905
W-000195,DISTRICT_SECTOR,state_name=Karnataka|district=Karnataka Demo District 3|sector=Health,progress_report_count,8.7685,True,39.5985401459854
