alert_id,work_id,lifecycle_stage,alert_type,evidence_code,alert_strength_0_100,alert_summary,source_artifact,source_record_reference
D7-000025,W-000034,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000034;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000026,W-000035,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000035;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000027,W-000036,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000036;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000028,W-000039,EXECUTION,COMPLIANCE_REVIEW,MPLADS-3.2.12-COMPLETION-LIMIT,60.0,Actionable compliance REVIEW under MPLADS-3.2.12-COMPLETION-LIMIT (WARNING).,data/processed/compliance_evidence.csv,work_id=W-000039;rule_id=MPLADS-3.2.12-COMPLETION-LIMIT
D7-000029,W-000040,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000040;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000030,W-000041,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000041;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000031,W-000042,EXECUTION,COMPLIANCE_REVIEW,MPLADS-3.2.12-COMPLETION-LIMIT,60.0,Actionable compliance REVIEW under MPLADS-3.2.12-COMPLETION-LIMIT (WARNING).,data/processed/compliance_evidence.csv,work_id=W-000042;rule_id=MPLADS-3.2.12-COMPLETION-LIMIT
D7-000032,W-000044,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000044;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000033,W-000046,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000046;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000034,W-000047,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000047;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000035,W-000048,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000048;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000036,W-000049,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000049;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000037,W-000050,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000050;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000038,W-000051,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000051;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000039,W-000052,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000052;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000040,W-000053,EXECUTION,COMPLIANCE_REVIEW,MPLADS-3.2.4-SANCTION-45D,60.0,Actionable compliance REVIEW under MPLADS-3.2.4-SANCTION-45D (WARNING).,data/processed/compliance_evidence.csv,work_id=W-000053;rule_id=MPLADS-3.2.4-SANCTION-45D
D7-000041,W-000054,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000054;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000042,W-000057,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000057;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000043,W-000059,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000059;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000044,W-000060,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000060;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000045,W-000061,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000061;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000046,W-000062,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000062;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000047,W-000063,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000063;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000048,W-000064,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000064;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000049,W-000065,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000065;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000050,W-000066,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000066;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000051,W-000067,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000067;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000052,W-000069,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000069;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000053,W-000070,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000070;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000054,W-000072,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000072;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000055,W-000073,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000073;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000056,W-000076,EXECUTION,COMPLIANCE_REVIEW,MPLADS-3.2.4-SANCTION-45D,60.0,Actionable compliance REVIEW under MPLADS-3.2.4-SANCTION-45D (WARNING).,data/processed/compliance_evidence.csv,work_id=W-000076;rule_id=MPLADS-3.2.4-SANCTION-45D
D7-000057,W-000077,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000077;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000058,W-000078,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000078;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000059,W-000079,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000079;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000060,W-000081,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000081;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000061,W-000082,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000082;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000062,W-000083,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000083;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000063,W-000085,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000085;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000064,W-000087,EXECUTION,COMPLIANCE_REVIEW,MPLADS-3.2.4-SANCTION-45D,60.0,Actionable compliance REVIEW under MPLADS-3.2.4-SANCTION-45D (WARNING).,data/processed/compliance_evidence.csv,work_id=W-000087;rule_id=MPLADS-3.2.4-SANCTION-45D
D7-000065,W-000088,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000088;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000066,W-000089,EXECUTION,COMPLIANCE_REVIEW,MPLADS-3.2.12-COMPLETION-LIMIT,60.0,Actionable compliance REVIEW under MPLADS-3.2.12-COMPLETION-LIMIT (WARNING).,data/processed/compliance_evidence.csv,work_id=W-000089;rule_id=MPLADS-3.2.12-COMPLETION-LIMIT
D7-000067,W-000090,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000090;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000068,W-000091,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000091;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000069,W-000092,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000092;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000070,W-000093,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000093;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000071,W-000096,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000096;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000072,W-000097,EXECUTION,COMPLIANCE_REVIEW,MPLADS-3.2.12-COMPLETION-LIMIT,60.0,Actionable compliance REVIEW under MPLADS-3.2.12-COMPLETION-LIMIT (WARNING).,data/processed/compliance_evidence.csv,work_id=W-000097;rule_id=MPLADS-3.2.12-COMPLETION-LIMIT
D7-000073,W-000099,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000099;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000074,W-000100,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000100;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000075,W-000103,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000103;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000076,W-000107,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000107;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000077,W-000109,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000109;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000078,W-000113,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000113;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000079,W-000117,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000117;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000080,W-000118,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000118;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000081,W-000120,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000120;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000082,W-000121,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000121;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000083,W-000122,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000122;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000084,W-000127,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000127;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000085,W-000128,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000128;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000086,W-000130,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000130;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000087,W-000131,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000131;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000088,W-000132,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000132;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000089,W-000133,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000133;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000090,W-000135,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000135;rule_id=MPLADS-11.2-COMPLETION-UC
D7-000091,W-000136,COMPLETION,COMPLIANCE_REVIEW,MPLADS-11.2-COMPLETION-UC,80.0,Actionable compliance REVIEW under MPLADS-11.2-COMPLETION-UC (STRONG_WARNING).,data/processed/compliance_evidence.csv,work_id=W-000136;rule_id=MPLADS-11.2-COMPLETION-UC
