work_id,lifecycle_stage,review_priority_score_0_100,review_priority_band,review_priority_rank_overall,review_priority_rank_within_lifecycle,fusion_evidence_coverage_pct,top_contributor_1_family,top_contributor_1_points,top_contributor_1_summary,top_contributor_2_family,top_contributor_2_points,top_contributor_2_summary,top_contributor_3_family,top_contributor_3_points,top_contributor_3_summary,has_duplicate_review_candidate,has_payment_evidence,has_compliance_review,has_deterministic_non_compliant_evidence,already_overdue_as_of,already_over_sanction_as_of,cost_prediction_available
W-000623,COMPLETION,71.295448,HIGH,27,24,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.261411,Within-lifecycle statistical unusualness percentile 90.768; not a probability.,False,True,True,False,False,False,False
W-001389,COMPLETION,71.258732,HIGH,28,25,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,17.35545,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 86.777; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,8.065693,state_name=Andhra Pradesh|district=Andhra Pradesh Demo District 4 context; strongest metric progress_report_count; signed robust z 20.620.,False,True,True,False,False,False,False
W-002395,COMPLETION,71.024546,HIGH,29,26,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.298755,Within-lifecycle statistical unusualness percentile 91.234; not a probability.,False,True,True,False,False,False,False
W-001210,COMPLETION,70.981251,HIGH,30,27,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.079215,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 95.396; persistence boost 0 points.,ANOMALY,7.883817,Within-lifecycle statistical unusualness percentile 98.548; not a probability.,False,True,True,False,False,False,False
W-002746,COMPLETION,70.82809,HIGH,31,28,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,15.134733,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 75.674; persistence boost 10 points.,DUPLICATE_REVIEW,14.170036,Corroborated Day-4.1 duplicate review candidate; best similarity score 94.467.,True,True,True,False,False,False,False
W-000618,EXECUTION,70.606836,HIGH,32,4,100,PAYMENT_EXECUTION,25.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 100.000; persistence boost 10 points.,OBSERVED_CONDITIONS,19.473684,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=True (overrun_pct=50.921560222888985, score=97.368).",ANOMALY,9.875,Within-lifecycle statistical unusualness percentile 98.750; not a probability.,False,True,False,False,False,True,True
W-001337,COMPLETION,70.532526,HIGH,33,29,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.975104,Within-lifecycle statistical unusualness percentile 99.689; not a probability.,False,True,True,False,False,False,False
W-001394,COMPLETION,70.532509,HIGH,34,30,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.576168,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 97.881; persistence boost 10 points.,ANOMALY,7.377593,Within-lifecycle statistical unusualness percentile 92.220; not a probability.,False,True,True,False,False,False,False
W-001872,EXECUTION,70.518028,HIGH,35,5,100,PAYMENT_EXECUTION,25.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 100.000; persistence boost 10 points.,OBSERVED_CONDITIONS,18.157895,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=True (overrun_pct=45.41154210028383, score=90.789).",ANOMALY,9.9625,Within-lifecycle statistical unusualness percentile 99.625; not a probability.,False,True,False,False,False,True,True
W-001016,COMPLETION,70.468949,HIGH,36,31,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.929461,Within-lifecycle statistical unusualness percentile 99.118; not a probability.,False,True,True,False,False,False,False
W-002674,COMPLETION,70.412365,HIGH,37,32,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.980366,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 94.902; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,9.233577,state_name=Odisha|district=Odisha Demo District 3 context; strongest metric progress_report_count; signed robust z 31.196.,False,True,True,False,False,False,False
W-001759,COMPLETION,70.324922,HIGH,38,33,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.896266,Within-lifecycle statistical unusualness percentile 98.703; not a probability.,False,True,True,False,False,False,False
W-002817,COMPLETION,70.246443,HIGH,39,34,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.908714,Within-lifecycle statistical unusualness percentile 98.859; not a probability.,False,True,True,False,False,False,False
W-001175,EXECUTION,70.127908,HIGH,40,6,100,PAYMENT_EXECUTION,25.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OBSERVED_CONDITIONS,19.210526,"Observed overdue=False (days=0.0, score=0.000); observed over sanction=True (overrun_pct=50.25575447570333, score=96.053).",ANOMALY,9.8625,Within-lifecycle statistical unusualness percentile 98.625; not a probability.,False,True,True,False,False,True,True
W-002816,COMPLETION,70.068987,HIGH,41,35,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.950207,Within-lifecycle statistical unusualness percentile 99.378; not a probability.,False,True,True,False,False,False,False
W-002421,COMPLETION,69.966666,HIGH,42,36,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.755187,Within-lifecycle statistical unusualness percentile 96.940; not a probability.,False,True,True,False,False,False,False
W-002794,COMPLETION,69.919414,HIGH,43,37,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.983402,Within-lifecycle statistical unusualness percentile 99.793; not a probability.,False,True,True,False,False,False,False
W-002982,COMPLETION,69.756329,HIGH,44,38,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.875519,Within-lifecycle statistical unusualness percentile 98.444; not a probability.,False,True,True,False,False,False,False
W-002303,COMPLETION,69.681467,HIGH,45,39,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.854772,Within-lifecycle statistical unusualness percentile 98.185; not a probability.,False,True,True,False,False,False,False
W-001316,COMPLETION,69.63317,HIGH,46,40,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,17.928233,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 89.641; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,8.375912,state_name=Karnataka|district=Karnataka Demo District 2|sector=Sanitation context; strongest metric progress_report_count; signed robust z 22.258.,False,True,True,False,False,False,False
W-002676,COMPLETION,69.573064,HIGH,47,41,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,DUPLICATE_REVIEW,14.170036,Corroborated Day-4.1 duplicate review candidate; best similarity score 94.467.,PAYMENT_EXECUTION,13.933649,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 69.668; persistence boost 0 points.,True,True,True,False,False,False,False
W-000774,COMPLETION,69.324271,HIGH,48,42,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.738659,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 98.693; persistence boost 10 points.,OPERATIONAL_TREND_CONTEXT,6.605839,state_name=Rajasthan|district=Rajasthan Demo District 4|sector=Sanitation context; strongest metric progress_report_count; signed robust z 14.502.,False,True,True,False,False,False,False
W-001609,EXECUTION,69.279822,HIGH,49,7,100,PAYMENT_EXECUTION,25.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 100.000; persistence boost 10 points.,OBSERVED_CONDITIONS,18.421053,"Observed overdue=True (days=752.0, score=91.605); observed over sanction=True (overrun_pct=48.325635103926096, score=92.105).",ANOMALY,9.95,Within-lifecycle statistical unusualness percentile 99.500; not a probability.,False,True,False,False,True,True,True
W-002935,COMPLETION,69.095136,HIGH,50,43,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.941909,Within-lifecycle statistical unusualness percentile 99.274; not a probability.,False,True,True,False,False,False,False
W-001235,COMPLETION,68.977917,HIGH,51,44,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,19.210562,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 96.053; persistence boost 10 points.,ANOMALY,6.755187,Within-lifecycle statistical unusualness percentile 84.440; not a probability.,False,True,True,False,False,False,False
W-002350,COMPLETION,68.928966,HIGH,52,45,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.958506,Within-lifecycle statistical unusualness percentile 99.481; not a probability.,False,True,True,False,False,False,False
W-002035,EXECUTION,68.898517,HIGH,53,8,100,PAYMENT_EXECUTION,25.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OBSERVED_CONDITIONS,18.671587,"Observed overdue=True (days=801.0, score=93.358); observed over sanction=True (overrun_pct=2.301790281329924, score=82.895).",ANOMALY,9.3,Within-lifecycle statistical unusualness percentile 93.000; not a probability.,False,True,False,False,True,True,True
W-001322,EXECUTION,68.852392,HIGH,54,9,100,PAYMENT_EXECUTION,25.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,OBSERVED_CONDITIONS,17.894737,"Observed overdue=True (days=719.0, score=89.391); observed over sanction=True (overrun_pct=41.815167840862, score=89.474).",ANOMALY,10.0,Within-lifecycle statistical unusualness percentile 100.000; not a probability.,False,True,False,False,True,True,True
W-000092,COMPLETION,68.849095,HIGH,55,46,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,18.266757,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 91.334; persistence boost 0 points.,OPERATIONAL_TREND_CONTEXT,7.244526,state_name=Odisha|district=Odisha Demo District 1|sector=Roads & Bridges context; strongest metric progress_report_count; signed robust z 16.863.,False,True,True,False,False,False,False
W-002238,COMPLETION,68.815228,HIGH,56,47,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.809129,Within-lifecycle statistical unusualness percentile 97.614; not a probability.,False,True,True,False,False,False,False
W-002984,COMPLETION,68.788476,HIGH,57,48,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,DUPLICATE_REVIEW,14.341585,Corroborated Day-4.1 duplicate review candidate; best similarity score 95.611.,PAYMENT_EXECUTION,12.0,Capped payment/execution family: payment severity score 60.0; positive fund-progress score 0.000; persistence boost 0 points.,True,True,True,False,False,False,False
W-001490,COMPLETION,68.787235,HIGH,58,49,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.709544,Within-lifecycle statistical unusualness percentile 96.369; not a probability.,False,True,True,False,False,False,False
W-000136,COMPLETION,68.655685,HIGH,59,50,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.634855,Within-lifecycle statistical unusualness percentile 95.436; not a probability.,False,True,True,False,False,False,False
W-001733,COMPLETION,68.63088,HIGH,60,51,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,20.0,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 100.000; persistence boost 10 points.,ANOMALY,7.680498,Within-lifecycle statistical unusualness percentile 96.006; not a probability.,False,True,True,False,False,False,False
W-000892,COMPLETION,68.595035,HIGH,61,52,100,COMPLIANCE,32.0,Strongest actionable compliance result REVIEW/STRONG_WARNING under rule MPLADS-11.2-COMPLETION-UC.,PAYMENT_EXECUTION,16.434665,Capped payment/execution family: payment severity score 0.0; positive fund-progress score 82.173; persistence boost 10 points.,DUPLICATE_REVIEW,14.35106,Corroborated Day-4.1 duplicate review candidate; best similarity score 95.674.,True,True,True,False,False,False,False
