work_id,landmark_fraction,landmark_date,outcome_known_at_landmark,delay_outcome,cost_overrun_outcome,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,estimate_to_recommended_ratio,sanction_to_recommended_ratio,sanction_to_estimate_ratio,days_recommendation_to_sanction,planned_duration_days,days_sanction_to_expected_start,released_payment_count_as_of,released_payment_total_inr_as_of,largest_payment_inr_as_of,mean_payment_inr_as_of,largest_payment_share_as_of,days_since_last_payment_as_of,expenditure_to_sanction_pct_as_of,financial_overrun_amount_inr_as_of,financial_overrun_pct_as_of,progress_report_count_as_of,latest_physical_progress_pct_as_of,latest_financial_progress_pct_as_of,latest_expected_progress_pct_as_of,financial_minus_physical_gap_pct_as_of,expected_minus_physical_gap_pct_as_of,physical_progress_decrease_count_as_of,max_physical_progress_drop_pct_as_of,physical_progress_velocity_pct_per_30d,actual_start_available_as_of,days_since_actual_start_as_of,days_to_expected_completion_as_of,schedule_elapsed_ratio_as_of,split
W-000066,0.75,2024-01-28T12:00:00,False,1,1,2093000,1979000,2024000,0.9455327281414238,0.967032967032967,1.0227387569479536,14,250,19,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,157,62,0.748,TRAIN
W-000081,0.25,2024-12-14T12:00:00,False,1,0,1329000,1396000,1378000,1.0504138449962377,1.036869826937547,0.9871060171919771,30,314,43,2,1024000.0,671000.0,512000.0,0.6552734375,25.0,74.31059506531204,0.0,0.0,0,,,,,,0,0.0,,True,70,235,0.2484076433121019,VALIDATION
W-000081,0.5,2025-03-03T00:00:00,False,1,0,1329000,1396000,1378000,1.0504138449962377,1.036869826937547,0.9871060171919771,30,314,43,2,1024000.0,671000.0,512000.0,0.6552734375,104.0,74.31059506531204,0.0,0.0,0,,,,,,0,0.0,,True,149,157,0.5,VALIDATION
W-000081,0.75,2025-05-20T12:00:00,False,1,0,1329000,1396000,1378000,1.0504138449962377,1.036869826937547,0.9871060171919771,30,314,43,2,1024000.0,671000.0,512000.0,0.6552734375,182.0,74.31059506531204,0.0,0.0,0,,,,,,0,0.0,,True,227,78,0.7484076433121019,VALIDATION
W-000082,0.25,2025-09-08T06:00:00,False,1,1,1157000,1234000,1245000,1.066551426101988,1.0760587726879862,1.0089141004862237,34,233,27,0,0.0,,,,,0.0,0.0,0.0,1,16.4,0.0,25.3,-16.4,8.900000000000002,0,0.0,,True,59,174,0.24892703862660945,TRAIN
W-000082,0.5,2025-11-05T12:00:00,False,1,1,1157000,1234000,1245000,1.066551426101988,1.0760587726879862,1.0089141004862237,34,233,27,0,0.0,,,,,0.0,0.0,0.0,1,16.4,0.0,25.3,-16.4,8.900000000000002,0,0.0,,True,117,116,0.4978540772532189,TRAIN
W-000082,0.75,2026-01-02T18:00:00,False,1,1,1157000,1234000,1245000,1.066551426101988,1.0760587726879862,1.0089141004862237,34,233,27,0,0.0,,,,,0.0,0.0,0.0,2,25.0,0.0,50.6,-25.0,25.6,0,0.0,4.372881355932204,True,175,58,0.7467811158798283,TRAIN
W-000096,0.25,2024-09-01T06:00:00,False,1,0,2290000,2467000,2402000,1.077292576419214,1.0489082969432315,0.9736522091609242,50,285,25,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,55,213,0.24912280701754386,VALIDATION
W-000096,0.5,2024-11-11T12:00:00,False,1,0,2290000,2467000,2402000,1.077292576419214,1.0489082969432315,0.9736522091609242,50,285,25,1,2271000.0,2271000.0,2271000.0,1.0,5.0,94.54621149042465,0.0,0.0,0,,,,,,0,0.0,,True,126,142,0.4982456140350877,VALIDATION
W-000096,0.75,2025-01-21T18:00:00,False,1,0,2290000,2467000,2402000,1.077292576419214,1.0489082969432315,0.9736522091609242,50,285,25,1,2271000.0,2271000.0,2271000.0,1.0,76.0,94.54621149042465,0.0,0.0,0,,,,,,0,0.0,,True,197,71,0.7473684210526316,VALIDATION
W-000107,0.25,2025-10-29T00:00:00,False,1,1,1335000,1431000,1407000,1.0719101123595505,1.053932584269663,0.9832285115303984,15,352,25,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,63,264,0.25,TRAIN
W-000107,0.5,2026-01-25T00:00:00,False,1,1,1335000,1431000,1407000,1.0719101123595505,1.053932584269663,0.9832285115303984,15,352,25,2,843000.0,574000.0,421500.0,0.6809015421115066,50.0,59.914712153518124,0.0,0.0,1,20.0,0.0,26.1,-20.0,6.100000000000001,0,0.0,,True,151,176,0.5,TRAIN
W-000107,0.75,2026-04-23T00:00:00,False,1,1,1335000,1431000,1407000,1.0719101123595505,1.053932584269663,0.9832285115303984,15,352,25,2,843000.0,574000.0,421500.0,0.6809015421115066,138.0,59.914712153518124,0.0,0.0,2,51.5,59.9,52.3,8.399999999999999,0.7999999999999972,0,0.0,10.271739130434783,True,239,88,0.75,TRAIN
W-000117,0.25,2024-03-20T06:00:00,False,1,1,1025000,1009000,984000,0.984390243902439,0.96,0.9752229930624381,46,329,36,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,61,246,0.24924012158054712,TRAIN
W-000117,0.5,2024-06-10T12:00:00,False,1,1,1025000,1009000,984000,0.984390243902439,0.96,0.9752229930624381,46,329,36,1,148000.0,148000.0,148000.0,1.0,43.0,15.040650406504067,0.0,0.0,0,,,,,,0,0.0,,True,143,164,0.49848024316109424,TRAIN
W-000117,0.75,2024-08-31T18:00:00,False,1,1,1025000,1009000,984000,0.984390243902439,0.96,0.9752229930624381,46,329,36,3,668000.0,364000.0,222666.66666666666,0.5449101796407185,4.0,67.88617886178862,0.0,0.0,1,15.2,15.0,58.1,-0.1999999999999993,42.900000000000006,0,0.0,,True,225,82,0.7477203647416414,TRAIN
W-000120,0.25,2024-03-30T12:00:00,False,1,1,2020000,2176000,2181000,1.0772277227722773,1.0797029702970298,1.002297794117647,37,254,38,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,40,190,0.24803149606299213,VALIDATION
W-000120,0.5,2024-06-02T00:00:00,False,1,1,2020000,2176000,2181000,1.0772277227722773,1.0797029702970298,1.002297794117647,37,254,38,1,342000.0,342000.0,342000.0,1.0,25.0,15.680880330123797,0.0,0.0,0,,,,,,0,0.0,,True,104,127,0.5,VALIDATION
W-000120,0.75,2024-08-04T12:00:00,False,1,1,2020000,2176000,2181000,1.0772277227722773,1.0797029702970298,1.002297794117647,37,254,38,3,1503000.0,583000.0,501000.0,0.3878908848968729,50.0,68.91334250343878,0.0,0.0,1,14.9,68.9,60.6,54.00000000000001,45.7,0,0.0,,True,167,63,0.7480314960629921,VALIDATION
W-000127,0.25,2024-06-16T18:00:00,False,1,1,1270000,1348000,1376000,1.0614173228346457,1.0834645669291338,1.0207715133531157,27,323,8,2,269000.0,141000.0,134500.0,0.5241635687732342,2.0,19.549418604651162,0.0,0.0,0,,,,,,0,0.0,,True,85,242,0.2476780185758514,VALIDATION
W-000127,0.5,2024-09-05T12:00:00,False,1,1,1270000,1348000,1376000,1.0614173228346457,1.0834645669291338,1.0207715133531157,27,323,8,3,547000.0,278000.0,182333.33333333334,0.5082266910420475,32.0,39.752906976744185,0.0,0.0,1,12.6,19.5,34.4,6.9,21.799999999999997,0,0.0,,True,166,161,0.4984520123839009,VALIDATION
W-000127,0.75,2024-11-25T06:00:00,False,1,1,1270000,1348000,1376000,1.0614173228346457,1.0834645669291338,1.0207715133531157,27,323,8,4,928000.0,381000.0,232000.0,0.4105603448275862,42.0,67.44186046511628,0.0,0.0,2,17.3,67.4,68.7,50.10000000000001,51.400000000000006,0,0.0,1.2702702702702706,True,247,80,0.7492260061919505,VALIDATION
W-000131,0.25,2025-09-01T18:00:00,False,1,1,1407000,1447000,2170000,1.0284292821606253,1.5422885572139304,1.4996544574982722,38,255,45,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,36,191,0.24705882352941178,TRAIN
W-000131,0.5,2025-11-04T12:00:00,False,1,1,1407000,1447000,2170000,1.0284292821606253,1.5422885572139304,1.4996544574982722,38,255,45,1,493000.0,493000.0,493000.0,1.0,48.0,22.71889400921659,0.0,0.0,1,18.7,22.7,25.9,4.0,7.199999999999999,0,0.0,,True,100,127,0.4980392156862745,TRAIN
W-000131,0.75,2026-01-07T06:00:00,False,1,1,1407000,1447000,2170000,1.0284292821606253,1.5422885572139304,1.4996544574982722,38,255,45,2,853000.0,493000.0,426500.0,0.5779601406799532,49.0,39.30875576036866,0.0,0.0,2,32.6,39.3,52.2,6.699999999999996,19.6,0,0.0,6.223880597014927,True,164,63,0.7490196078431373,TRAIN
W-000141,0.25,2026-03-17T06:00:00,False,1,1,3028000,3027000,3106000,0.999669749009247,1.0257595772787318,1.0260984473075652,38,181,18,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,19,135,0.24861878453038674,TEST
W-000141,0.5,2026-05-01T12:00:00,False,1,1,3028000,3027000,3106000,0.999669749009247,1.0257595772787318,1.0260984473075652,38,181,18,2,1238000.0,715000.0,619000.0,0.5775444264943457,21.0,39.85833869929169,0.0,0.0,2,30.3,39.9,34.3,9.599999999999998,3.9999999999999964,0,0.0,10.35483870967742,True,64,90,0.4972375690607735,TEST
W-000141,0.75,2026-06-15T18:00:00,False,1,1,3028000,3027000,3106000,0.999669749009247,1.0257595772787318,1.0260984473075652,38,181,18,2,1238000.0,715000.0,619000.0,0.5775444264943457,66.0,39.85833869929169,0.0,0.0,3,48.8,39.9,51.4,-8.899999999999999,2.6000000000000014,0,0.0,14.129032258064514,True,109,45,0.7458563535911602,TEST
W-000143,0.25,2024-12-23T18:00:00,False,1,1,974000,958000,943000,0.9835728952772074,0.9681724845995893,0.9843423799582464,34,211,7,1,234000.0,234000.0,234000.0,1.0,31.0,24.814422057264053,0.0,0.0,0,,,,,,0,0.0,,True,48,158,0.24644549763033174,TRAIN
W-000143,0.5,2025-02-14T12:00:00,False,1,1,974000,958000,943000,0.9835728952772074,0.9681724845995893,0.9843423799582464,34,211,7,1,234000.0,234000.0,234000.0,1.0,84.0,24.814422057264053,0.0,0.0,0,,,,,,0,0.0,,True,101,105,0.4976303317535545,TRAIN
W-000143,0.75,2025-04-08T06:00:00,False,1,1,974000,958000,943000,0.9835728952772074,0.9681724845995893,0.9843423799582464,34,211,7,3,536000.0,234000.0,178666.66666666666,0.43656716417910446,22.0,56.83987274655355,0.0,0.0,0,,,,,,0,0.0,,True,154,52,0.7488151658767772,TRAIN
W-000157,0.25,2026-01-14T06:00:00,False,1,1,1073000,1015000,990000,0.9459459459459459,0.9226467847157502,0.9753694581280788,26,237,11,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,63,177,0.2489451476793249,TRAIN
W-000157,0.5,2026-03-14T12:00:00,False,1,1,1073000,1015000,990000,0.9459459459459459,0.9226467847157502,0.9753694581280788,26,237,11,4,999000.0,331000.0,249750.0,0.33133133133133136,23.0,100.9090909090909,9000.0,0.9090909090909091,1,23.3,25.4,30.8,2.099999999999998,7.5,0,0.0,,True,122,118,0.4978902953586498,TRAIN
W-000157,0.75,2026-05-12T18:00:00,False,1,1,1073000,1015000,990000,0.9459459459459459,0.9226467847157502,0.9753694581280788,26,237,11,4,999000.0,331000.0,249750.0,0.33133133133133136,82.0,100.9090909090909,9000.0,0.9090909090909091,2,49.5,100.9,61.6,51.400000000000006,12.100000000000001,0,0.0,10.767123287671232,True,181,59,0.7468354430379747,TRAIN
W-000159,0.25,2025-09-12T00:00:00,False,1,0,1151000,1223000,1197000,1.0625543006081668,1.0399652476107732,0.9787408013082584,26,284,22,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,38,213,0.25,TRAIN
W-000159,0.5,2025-11-22T00:00:00,False,1,0,1151000,1223000,1197000,1.0625543006081668,1.0399652476107732,0.9787408013082584,26,284,22,0,0.0,,,,,0.0,0.0,0.0,1,20.4,0.0,27.5,-20.4,7.100000000000001,0,0.0,,True,109,142,0.5,TRAIN
W-000159,0.75,2026-02-01T00:00:00,False,1,0,1151000,1223000,1197000,1.0625543006081668,1.0399652476107732,0.9787408013082584,26,284,22,0,0.0,,,,,0.0,0.0,0.0,2,45.6,0.0,54.9,-45.6,9.299999999999997,0,0.0,9.692307692307693,True,180,71,0.75,TRAIN
W-000168,0.25,2025-06-13T00:00:00,False,1,0,502000,518000,528000,1.0318725099601593,1.051792828685259,1.0193050193050193,45,328,18,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,83,246,0.25,TRAIN
W-000168,0.5,2025-09-03T00:00:00,False,1,0,502000,518000,528000,1.0318725099601593,1.051792828685259,1.0193050193050193,45,328,18,2,473000.0,292000.0,236500.0,0.6173361522198731,16.0,89.58333333333334,0.0,0.0,1,25.3,55.3,39.9,29.999999999999996,14.599999999999998,0,0.0,,True,165,164,0.5,TRAIN
W-000168,0.75,2025-11-24T00:00:00,False,1,0,502000,518000,528000,1.0318725099601593,1.051792828685259,1.0193050193050193,45,328,18,2,473000.0,292000.0,236500.0,0.6173361522198731,98.0,89.58333333333334,0.0,0.0,1,25.3,55.3,39.9,29.999999999999996,14.599999999999998,0,0.0,,True,247,82,0.75,TRAIN
W-000171,0.25,2024-02-14T18:00:00,False,1,1,2809000,2690000,2792000,0.9576361694553222,0.9939480242079032,1.0379182156133828,26,311,24,1,647000.0,647000.0,647000.0,1.0,0.0,23.173352435530088,0.0,0.0,0,,,,,,0,0.0,,True,56,233,0.24758842443729903,TRAIN
W-000171,0.5,2024-05-02T12:00:00,False,1,1,2809000,2690000,2792000,0.9576361694553222,0.9939480242079032,1.0379182156133828,26,311,24,2,1325000.0,678000.0,662500.0,0.5116981132075472,72.0,47.45702005730659,0.0,0.0,0,,,,,,0,0.0,,True,134,155,0.4983922829581994,TRAIN
W-000171,0.75,2024-07-19T06:00:00,False,1,1,2809000,2690000,2792000,0.9576361694553222,0.9939480242079032,1.0379182156133828,26,311,24,2,1325000.0,678000.0,662500.0,0.5116981132075472,150.0,47.45702005730659,0.0,0.0,1,19.6,47.5,45.0,27.9,25.4,0,0.0,,True,212,77,0.7491961414790996,TRAIN
W-000172,0.25,2024-04-11T00:00:00,False,1,0,2163000,2222000,2282000,1.0272769301895515,1.0550161812297734,1.027002700270027,14,204,36,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,45,153,0.25,TRAIN
W-000172,0.5,2024-06-01T00:00:00,False,1,0,2163000,2222000,2282000,1.0272769301895515,1.0550161812297734,1.027002700270027,14,204,36,1,375000.0,375000.0,375000.0,1.0,24.0,16.43295354951797,0.0,0.0,0,,,,,,0,0.0,,True,96,102,0.5,TRAIN
W-000172,0.75,2024-07-22T00:00:00,False,1,0,2163000,2222000,2282000,1.0272769301895515,1.0550161812297734,1.027002700270027,14,204,36,2,914000.0,539000.0,457000.0,0.5897155361050328,36.0,40.05258545135846,0.0,0.0,0,,,,,,0,0.0,,True,147,51,0.75,TRAIN
W-000217,0.25,2023-08-04T00:00:00,False,1,0,3882000,4110000,6104000,1.0587326120556415,1.5723853683668212,1.4851581508515814,31,220,29,3,3328000.0,1157000.0,1109333.3333333333,0.34765625,29.0,54.521625163827004,0.0,0.0,0,,,,,,0,0.0,,True,59,165,0.25,TRAIN
W-000217,0.5,2023-09-28T00:00:00,False,1,0,3882000,4110000,6104000,1.0587326120556415,1.5723853683668212,1.4851581508515814,31,220,29,4,4251000.0,1157000.0,1062750.0,0.27217125382262997,34.0,69.64285714285714,0.0,0.0,0,,,,,,0,0.0,,True,114,110,0.5,TRAIN
W-000217,0.75,2023-11-22T00:00:00,False,1,0,3882000,4110000,6104000,1.0587326120556415,1.5723853683668212,1.4851581508515814,31,220,29,4,4251000.0,1157000.0,1062750.0,0.27217125382262997,89.0,69.64285714285714,0.0,0.0,1,13.4,69.6,66.8,56.199999999999996,53.4,0,0.0,,True,169,55,0.75,TRAIN
W-000220,0.25,2024-10-05T18:00:00,False,1,0,2028000,2078000,2038000,1.02465483234714,1.004930966469428,0.9807507218479307,29,243,35,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,38,182,0.24691358024691357,TRAIN
W-000220,0.5,2024-12-05T12:00:00,False,1,0,2028000,2078000,2038000,1.02465483234714,1.004930966469428,0.9807507218479307,29,243,35,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,99,121,0.49794238683127573,TRAIN
W-000220,0.75,2025-02-04T06:00:00,False,1,0,2028000,2078000,2038000,1.02465483234714,1.004930966469428,0.9807507218479307,29,243,35,0,0.0,,,,,0.0,0.0,0.0,1,19.2,0.0,60.1,-19.2,40.900000000000006,0,0.0,,True,160,60,0.7489711934156379,TRAIN
W-000234,0.25,2025-10-15T12:00:00,False,1,1,1928000,2058000,2121000,1.0674273858921162,1.1001037344398341,1.030612244897959,7,202,37,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,21,151,0.24752475247524752,TRAIN
W-000234,0.5,2025-12-05T00:00:00,False,1,1,1928000,2058000,2121000,1.0674273858921162,1.1001037344398341,1.030612244897959,7,202,37,2,2217000.0,1173000.0,1108500.0,0.5290933694181326,22.0,104.52616690240453,96000.0,4.526166902404526,1,14.2,104.5,27.7,90.3,13.5,0,0.0,,True,72,101,0.5,TRAIN
W-000234,0.75,2026-01-24T12:00:00,False,1,1,1928000,2058000,2121000,1.0674273858921162,1.1001037344398341,1.030612244897959,7,202,37,2,2217000.0,1173000.0,1108500.0,0.5290933694181326,72.0,104.52616690240453,96000.0,4.526166902404526,2,39.5,104.5,55.9,65.0,16.4,0,0.0,13.31578947368421,True,122,50,0.7475247524752475,TRAIN
W-000250,0.25,2024-12-02T06:00:00,False,1,1,2435000,2533000,2584000,1.0402464065708419,1.0611909650924025,1.0201342281879195,47,329,33,1,508000.0,508000.0,508000.0,1.0,24.0,19.659442724458202,0.0,0.0,0,,,,,,0,0.0,,True,60,246,0.24924012158054712,TRAIN
W-000250,0.5,2025-02-22T12:00:00,False,1,1,2435000,2533000,2584000,1.0402464065708419,1.0611909650924025,1.0201342281879195,47,329,33,3,1448000.0,593000.0,482666.6666666667,0.4095303867403315,30.0,56.03715170278638,0.0,0.0,1,12.7,33.1,30.1,20.400000000000002,17.400000000000002,0,0.0,,True,142,164,0.49848024316109424,TRAIN
W-000250,0.75,2025-05-15T18:00:00,False,1,1,2435000,2533000,2584000,1.0402464065708419,1.0611909650924025,1.0201342281879195,47,329,33,4,1826000.0,593000.0,456500.0,0.3247535596933187,67.0,70.6656346749226,0.0,0.0,2,27.7,70.7,60.5,43.0,32.8,0,0.0,4.5,True,224,82,0.7477203647416414,TRAIN
W-000259,0.25,2024-03-20T06:00:00,False,1,1,1866000,1783000,1769000,0.9555198285101822,0.9480171489817792,0.9921480650588895,18,217,31,0,0.0,,,,,0.0,0.0,0.0,0,,,,,,0,0.0,,True,23,162,0.2488479262672811,TRAIN
