progress_id,work_id,report_date,physical_progress_pct,financial_progress_pct,expected_progress_pct_by_date,execution_stage,reported_status,reported_by_agency_id,photo_reference,geo_latitude,geo_longitude,remarks,source_type,synthetic_marker
PR-W-000009-03,W-000009,2026-02-23,34.0,56.4,31.8,Execution,Ongoing,IA-MH-004,demo://photos/W-000009/3,20.138663,76.072026,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000009-04,W-000009,2026-04-02,45.5,56.4,42.5,Execution,Ongoing,IA-MH-004,demo://photos/W-000009/4,20.138663,76.072026,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000009-05,W-000009,2026-05-09,62.7,100.1,53.0,Execution,Ongoing,IA-MH-004,demo://photos/W-000009/5,20.138663,76.072026,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000009-06,W-000009,2026-06-16,75.5,100.1,63.7,Finishing,Ongoing,IA-MH-004,demo://photos/W-000009/6,20.138663,76.072026,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000009-07,W-000009,2026-07-24,82.0,100.1,74.4,Finishing,Ongoing,IA-MH-004,demo://photos/W-000009/7,20.138663,76.072026,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000009-08,W-000009,2026-08-31,100.0,100.1,85.1,Completed,Completed,IA-MH-004,demo://photos/W-000009/8,20.138663,76.072026,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000010-01,W-000010,2025-09-05,28.8,35.0,64.7,Execution,Ongoing,IA-AP-002,demo://photos/W-000010/1,17.314176,81.070359,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000010-02,W-000010,2026-03-04,65.6,95.5,100.0,Execution,Ongoing,IA-AP-002,demo://photos/W-000010/2,17.314176,81.070359,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000010-03,W-000010,2026-08-31,100.0,95.5,100.0,Completed,Completed,IA-AP-002,demo://photos/W-000010/3,17.314176,81.070359,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000011-01,W-000011,2024-11-03,21.0,94.0,100.0,Execution,Ongoing,IA-OD-003,demo://photos/W-000011/1,21.242216,84.165374,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000011-02,W-000011,2025-06-13,47.7,94.0,100.0,Execution,Ongoing,IA-OD-003,demo://photos/W-000011/2,21.242216,84.165374,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000011-03,W-000011,2026-01-21,65.1,94.0,100.0,Execution,Ongoing,IA-OD-003,demo://photos/W-000011/3,21.242216,84.165374,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000011-04,W-000011,2026-08-31,100.0,94.0,100.0,Completed,Completed,IA-OD-003,demo://photos/W-000011/4,21.242216,84.165374,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000012-01,W-000012,2026-02-06,22.3,19.8,22.3,Execution,Ongoing,IA-AP-005,demo://photos/W-000012/1,16.693442,80.527053,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000012-02,W-000012,2026-04-16,41.3,34.2,44.9,Execution,Ongoing,IA-AP-005,demo://photos/W-000012/2,16.693442,80.527053,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000012-03,W-000012,2026-06-23,63.9,53.6,67.2,Execution,Ongoing,IA-AP-005,demo://photos/W-000012/3,16.693442,80.527053,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000012-04,W-000012,2026-08-31,83.6,74.5,89.8,Finishing,Ongoing,IA-AP-005,demo://photos/W-000012/4,16.693442,80.527053,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000013-01,W-000013,2026-05-04,0.0,0.0,4.7,Execution,Ongoing,IA-MH-005,demo://photos/W-000013/1,20.282031,74.582168,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000013-02,W-000013,2026-05-21,4.1,0.0,9.6,Execution,Ongoing,IA-MH-005,demo://photos/W-000013/2,20.282031,74.582168,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000013-03,W-000013,2026-06-07,7.1,6.2,14.5,Execution,Ongoing,IA-MH-005,demo://photos/W-000013/3,20.282031,74.582168,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000013-04,W-000013,2026-06-24,15.6,6.2,19.5,Execution,Ongoing,IA-MH-005,demo://photos/W-000013/4,20.282031,74.582168,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000013-05,W-000013,2026-07-11,10.1,13.5,24.4,Execution,Ongoing,IA-MH-005,demo://photos/W-000013/5,20.282031,74.582168,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000013-06,W-000013,2026-07-28,25.3,23.9,29.4,Execution,Ongoing,IA-MH-005,demo://photos/W-000013/6,20.282031,74.582168,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000013-07,W-000013,2026-08-14,27.8,23.9,34.3,Execution,Ongoing,IA-MH-005,demo://photos/W-000013/7,20.282031,74.582168,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000013-08,W-000013,2026-08-31,32.2,28.3,39.2,Execution,Ongoing,IA-MH-005,demo://photos/W-000013/8,20.282031,74.582168,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000014-01,W-000014,2025-01-31,11.8,28.3,42.6,Execution,Ongoing,IA-TS-004,demo://photos/W-000014/1,16.953086,78.331593,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000014-02,W-000014,2025-05-26,37.3,75.5,85.2,Execution,Ongoing,IA-TS-004,demo://photos/W-000014/2,16.953086,78.331593,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000014-03,W-000014,2025-09-19,55.4,75.5,100.0,Execution,Ongoing,IA-TS-004,demo://photos/W-000014/3,16.953086,78.331593,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000014-04,W-000014,2026-01-12,63.2,101.6,100.0,Execution,Ongoing,IA-TS-004,demo://photos/W-000014/4,16.953086,78.331593,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000014-05,W-000014,2026-05-07,82.9,101.6,100.0,Finishing,Ongoing,IA-TS-004,demo://photos/W-000014/5,16.953086,78.331593,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000014-06,W-000014,2026-08-31,100.0,101.6,100.0,Completed,Completed,IA-TS-004,demo://photos/W-000014/6,16.953086,78.331593,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000015-01,W-000015,2025-02-28,15.0,31.9,62.9,Execution,Ongoing,IA-RJ-003,demo://photos/W-000015/1,27.823876,74.027947,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000015-02,W-000015,2025-08-30,38.2,66.1,100.0,Execution,Ongoing,IA-RJ-003,demo://photos/W-000015/2,27.823876,74.027947,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000015-03,W-000015,2026-03-01,60.3,76.7,100.0,Execution,Ongoing,IA-RJ-003,demo://photos/W-000015/3,27.823876,74.027947,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000015-04,W-000015,2026-08-31,80.2,76.7,100.0,Finishing,Ongoing,IA-RJ-003,demo://photos/W-000015/4,27.823876,74.027947,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000016-01,W-000016,2026-03-27,14.4,0.0,14.6,Execution,Ongoing,IA-RJ-006,demo://photos/W-000016/1,26.961377,73.983176,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000016-02,W-000016,2026-05-18,35.0,13.6,29.1,Execution,Ongoing,IA-RJ-006,demo://photos/W-000016/2,26.961377,73.983176,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000016-03,W-000016,2026-07-09,45.8,23.4,43.7,Execution,Ongoing,IA-RJ-006,demo://photos/W-000016/3,26.961377,73.983176,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000016-04,W-000016,2026-08-31,65.7,57.8,58.5,Execution,Ongoing,IA-RJ-006,demo://photos/W-000016/4,26.961377,73.983176,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000017-01,W-000017,2026-01-20,16.2,0.0,13.7,Execution,Ongoing,IA-KA-005,demo://photos/W-000017/1,14.878442,75.571391,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000017-02,W-000017,2026-03-06,35.5,0.0,27.7,Execution,Ongoing,IA-KA-005,demo://photos/W-000017/2,14.878442,75.571391,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000017-03,W-000017,2026-04-19,41.2,34.0,41.4,Execution,Ongoing,IA-KA-005,demo://photos/W-000017/3,14.878442,75.571391,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000017-04,W-000017,2026-06-03,55.3,56.3,55.5,Execution,Ongoing,IA-KA-005,demo://photos/W-000017/4,14.878442,75.571391,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000017-05,W-000017,2026-07-17,77.7,56.3,69.2,Finishing,Ongoing,IA-KA-005,demo://photos/W-000017/5,14.878442,75.571391,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000017-06,W-000017,2026-08-31,90.5,88.8,83.2,Finishing,Ongoing,IA-KA-005,demo://photos/W-000017/6,14.878442,75.571391,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000018-01,W-000018,2025-10-31,24.8,43.6,51.0,Execution,Ongoing,IA-OD-001,demo://photos/W-000018/1,20.388957,85.369681,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000018-02,W-000018,2026-02-09,52.2,80.0,100.0,Execution,Ongoing,IA-OD-001,demo://photos/W-000018/2,20.388957,85.369681,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000018-03,W-000018,2026-05-21,77.7,107.2,100.0,Finishing,Ongoing,IA-OD-001,demo://photos/W-000018/3,20.388957,85.369681,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000018-04,W-000018,2026-08-31,100.0,107.2,100.0,Completed,Completed,IA-OD-001,demo://photos/W-000018/4,20.388957,85.369681,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000019-01,W-000019,2024-01-19,15.0,0.0,57.2,Execution,Ongoing,IA-MH-004,demo://photos/W-000019/1,19.749972,76.143585,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000019-02,W-000019,2024-07-28,28.2,106.0,100.0,Execution,Ongoing,IA-MH-004,demo://photos/W-000019/2,19.749972,76.143585,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000019-03,W-000019,2025-02-04,40.3,106.0,100.0,Execution,Ongoing,IA-MH-004,demo://photos/W-000019/3,19.749972,76.143585,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000019-04,W-000019,2025-08-14,70.9,106.0,100.0,Execution,Ongoing,IA-MH-004,demo://photos/W-000019/4,19.749972,76.143585,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000019-05,W-000019,2026-02-21,81.3,106.0,100.0,Finishing,Ongoing,IA-MH-004,demo://photos/W-000019/5,19.749972,76.143585,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000019-06,W-000019,2026-08-31,100.0,106.0,100.0,Completed,Completed,IA-MH-004,demo://photos/W-000019/6,19.749972,76.143585,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000020-01,W-000020,2024-10-25,17.0,32.3,62.5,Execution,Ongoing,IA-MH-005,demo://photos/W-000020/1,18.245341,75.250225,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000020-02,W-000020,2025-03-09,38.9,71.5,100.0,Execution,Ongoing,IA-MH-005,demo://photos/W-000020/2,18.245341,75.250225,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000020-03,W-000020,2025-07-22,43.3,95.4,100.0,Execution,Ongoing,IA-MH-005,demo://photos/W-000020/3,18.245341,75.250225,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000020-04,W-000020,2025-12-04,70.2,95.4,100.0,Execution,Ongoing,IA-MH-005,demo://photos/W-000020/4,18.245341,75.250225,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000020-05,W-000020,2026-04-18,90.4,95.4,100.0,Finishing,Ongoing,IA-MH-005,demo://photos/W-000020/5,18.245341,75.250225,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000020-06,W-000020,2026-08-31,100.0,95.4,100.0,Completed,Completed,IA-MH-005,demo://photos/W-000020/6,18.245341,75.250225,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000021-01,W-000021,2024-09-10,22.4,20.8,67.6,Execution,Ongoing,IA-TS-005,demo://photos/W-000021/1,16.900091,79.780167,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000021-02,W-000021,2025-02-01,33.1,74.0,100.0,Execution,Ongoing,IA-TS-005,demo://photos/W-000021/2,16.900091,79.780167,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000021-03,W-000021,2025-06-25,49.1,104.2,100.0,Execution,Ongoing,IA-TS-005,demo://photos/W-000021/3,16.900091,79.780167,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000021-04,W-000021,2025-11-16,65.5,104.2,100.0,Execution,Ongoing,IA-TS-005,demo://photos/W-000021/4,16.900091,79.780167,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000021-05,W-000021,2026-04-09,85.8,104.2,100.0,Finishing,Ongoing,IA-TS-005,demo://photos/W-000021/5,16.900091,79.780167,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000021-06,W-000021,2026-08-31,100.0,104.2,100.0,Completed,Completed,IA-TS-005,demo://photos/W-000021/6,16.900091,79.780167,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000022-01,W-000022,2024-12-14,21.7,40.0,71.5,Execution,Ongoing,IA-OD-003,demo://photos/W-000022/1,21.507652,84.485758,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000022-02,W-000022,2025-07-10,46.8,104.3,100.0,Execution,Ongoing,IA-OD-003,demo://photos/W-000022/2,21.507652,84.485758,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000022-03,W-000022,2026-02-03,71.3,104.3,100.0,Execution,Ongoing,IA-OD-003,demo://photos/W-000022/3,21.507652,84.485758,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000022-04,W-000022,2026-08-31,100.0,104.3,100.0,Completed,Completed,IA-OD-003,demo://photos/W-000022/4,21.507652,84.485758,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000023-01,W-000023,2026-05-13,5.5,0.0,5.5,Execution,Ongoing,IA-KA-006,demo://photos/W-000023/1,14.962942,76.987281,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000023-02,W-000023,2026-05-29,15.6,13.4,11.3,Execution,Ongoing,IA-KA-006,demo://photos/W-000023/2,14.962942,76.987281,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000023-03,W-000023,2026-06-13,24.3,23.8,16.8,Execution,Ongoing,IA-KA-006,demo://photos/W-000023/3,14.962942,76.987281,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000023-04,W-000023,2026-06-29,28.4,36.2,22.6,Execution,Ongoing,IA-KA-006,demo://photos/W-000023/4,14.962942,76.987281,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000023-05,W-000023,2026-07-15,27.7,36.2,28.5,Execution,Ongoing,IA-KA-006,demo://photos/W-000023/5,14.962942,76.987281,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000023-06,W-000023,2026-07-30,33.0,36.2,33.9,Execution,Ongoing,IA-KA-006,demo://photos/W-000023/6,14.962942,76.987281,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000023-07,W-000023,2026-08-15,39.5,36.2,39.8,Execution,Ongoing,IA-KA-006,demo://photos/W-000023/7,14.962942,76.987281,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000023-08,W-000023,2026-08-31,50.0,42.7,45.6,Execution,Ongoing,IA-KA-006,demo://photos/W-000023/8,14.962942,76.987281,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000024-01,W-000024,2024-08-07,31.3,95.1,100.0,Execution,Ongoing,IA-KA-001,demo://photos/W-000024/1,15.824678,76.542294,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000024-02,W-000024,2025-08-19,61.9,95.1,100.0,Execution,Ongoing,IA-KA-001,demo://photos/W-000024/2,15.824678,76.542294,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
PR-W-000024-03,W-000024,2026-08-31,100.0,95.1,100.0,Completed,Completed,IA-KA-001,demo://photos/W-000024/3,15.824678,76.542294,Synthetic progress record for prototype testing,SYNTHETIC_PROTOTYPE,True
